Tipo,Antiscivolo,Impermeabile,Colore,Stagione,Meteo,TemperaturaPercepita,StagionePrevisione,Punteggio
stivaletto alla caviglia,n,y,colorato,autunno_inverno,soleggiato,26,primavera,10
scarpe con tacchi,n,n,scuro,autunno_inverno,pioggia,4,inverno,22
scarpa da ginnastica,n,n,Chiaro,estate,pioggia,21,primavera,24
scarpa da ginnastica,n,n,scuro,autunno_inverno,soleggiato,2,inverno,21
scarpa da ginnastica,n,y,Chiaro,all,soleggiato,5,inverno,19
scarpe aperte,y,n,scuro,estate,nuvoloso,-2,inverno,7
scarpe con tacchi,n,n,scuro,inverno,soleggiato,10,autunno,21
scarpa classica,n,n,colorato,autunno_inverno,pioggia,26,estate,19
stivaletto alla caviglia,y,y,Chiaro,autunno,soleggiato,24,estate,12
scarpa da ginnastica,y,y,scuro,primavera_estate,pioggia,19,autunno,20
stivaletto alla caviglia,y,n,scuro,autunno,soleggiato,2,inverno,15
stivaletto alla caviglia,y,n,Chiaro,inverno,soleggiato,35,estate,8
stivaletto alla caviglia,y,y,colorato,inverno,soleggiato,0,inverno,19
stivaletto alla caviglia,y,y,Chiaro,inverno,pioggia,3,primavera,25
scarpa da ginnastica,y,y,colorato,all,pioggia,21,autunno,22
stivaletto alla caviglia,n,y,colorato,inverno,nuvoloso,5,inverno,20
stivaletto alla caviglia,n,y,colorato,autunno,pioggia,19,autunno,31
stivaletto alla caviglia,n,y,scuro,inverno,pioggia,20,autunno,25
scarpa da ginnastica,y,n,Chiaro,all,pioggia,26,estate,22
stivaletto alla caviglia,n,y,scuro,inverno,pioggia,11,primavera,25
stivaletto alla caviglia,n,y,scuro,autunno_inverno,pioggia,9,inverno,29
stivaletto alla caviglia,y,n,Chiaro,autunno_inverno,nuvoloso,3,inverno,17
stivaletto alla caviglia,y,y,colorato,autunno,soleggiato,34,autunno,15
stivaletto alla caviglia,n,y,Chiaro,inverno,neve,1,inverno,29
scarpe con tacchi,n,n,scuro,inverno,nuvoloso,2,inverno,21
stivaletto alla caviglia,n,y,Chiaro,inverno,soleggiato,26,primavera,8
stivaletto alla caviglia,y,n,colorato,autunno,soleggiato,30,estate,11
stivaletto alla caviglia,y,y,Chiaro,autunno_inverno,pioggia,14,inverno,29
scarpe con tacchi,y,n,scuro,estate,soleggiato,29,estate,18
stivaletto alla caviglia,y,y,colorato,autunno,pioggia,25,autunno,27
stivaletto alla caviglia,y,y,scuro,inverno,pioggia,-1,inverno,31
stivaletto alla caviglia,y,y,scuro,autunno_inverno,pioggia,31,estate,22
stivaletto alla caviglia,y,y,Chiaro,inverno,nuvoloso,1,inverno,20
scarpa classica,y,y,scuro,inverno,nuvoloso,19,autunno,21
scarpe con tacchi,y,n,Chiaro,autunno_inverno,soleggiato,21,primavera,14
scarpa classica,n,y,Chiaro,inverno,soleggiato,6,primavera,17
scarpe con tacchi,y,n,Chiaro,primavera_estate,pioggia,27,estate,23
scarpe con tacchi,n,n,Chiaro,estate,soleggiato,31,estate,23
scarpe aperte,n,n,Chiaro,estate,soleggiato,2,primavera,18
scarpe aperte,y,n,Chiaro,primavera_estate,pioggia,15,estate,18
stivaletto alla caviglia,n,y,scuro,inverno,nuvoloso,20,autunno,14
scarpe con tacchi,n,n,Chiaro,autunno_inverno,soleggiato,9,inverno,21
scarpa classica,n,y,scuro,inverno,pioggia,20,estate,18
stivaletto alla caviglia,n,n,Chiaro,autunno_inverno,soleggiato,8,autunno,17
stivaletto alla caviglia,n,n,colorato,autunno_inverno,pioggia,20,estate,22
stivaletto alla caviglia,y,y,scuro,inverno,pioggia,2,inverno,31
scarpa da ginnastica,n,n,Chiaro,estate,pioggia,11,primavera,21
scarpa da ginnastica,y,y,colorato,estate,nuvoloso,-5,inverno,13
scarpa da ginnastica,n,n,colorato,all,pioggia,7,inverno,22
stivaletto alla caviglia,n,y,Chiaro,autunno,pioggia,33,estate,23
scarpa da ginnastica,n,n,colorato,inverno,soleggiato,8,primavera,18
scarpa da ginnastica,y,n,Chiaro,estate,pioggia,8,inverno,16
scarpa da ginnastica,y,n,scuro,all,pioggia,4,inverno,22
scarpa da ginnastica,y,n,colorato,primavera_estate,pioggia,13,primavera,23
scarpa da ginnastica,y,n,Chiaro,autunno_inverno,neve,0,primavera,19
scarpa da ginnastica,y,n,scuro,inverno,soleggiato,34,estate,8
scarpe con tacchi,n,n,scuro,primavera_estate,soleggiato,2,inverno,13
scarpa classica,n,y,scuro,all,pioggia,21,autunno,23
scarpa classica,n,n,Chiaro,all,nuvoloso,7,autunno,19
scarpe con tacchi,y,n,colorato,inverno,soleggiato,3,autunno,21
scarpe aperte,y,n,colorato,primavera_estate,soleggiato,32,estate,23
scarpe aperte,y,n,Chiaro,estate,neve,-6,inverno,10
scarpe aperte,y,n,scuro,primavera,pioggia,30,estate,16
stivaletto alla caviglia,n,y,Chiaro,inverno,pioggia,25,estate,20
stivaletto alla caviglia,n,n,Chiaro,autunno,soleggiato,12,autunno,19
scarpa classica,y,y,Chiaro,autunno_inverno,pioggia,29,autunno,23
scarpe con tacchi,n,n,colorato,autunno_inverno,pioggia,18,autunno,23
scarpa da ginnastica,y,n,colorato,all,pioggia,22,primavera,22
scarpa da ginnastica,y,n,colorato,estate,soleggiato,11,autunno,14
scarpa da ginnastica,y,n,colorato,inverno,soleggiato,1,inverno,24
scarpa da ginnastica,y,n,Chiaro,primavera_estate,soleggiato,-8,inverno,14
scarpa da ginnastica,y,n,scuro,estate,pioggia,18,primavera,23
scarpa da ginnastica,y,n,Chiaro,primavera_estate,soleggiato,10,autunno,16
scarpa da ginnastica,y,n,colorato,all,nuvoloso,5,inverno,19
scarpa da ginnastica,y,n,colorato,autunno_inverno,soleggiato,12,autunno,22
stivaletto alla caviglia,n,y,scuro,autunno,soleggiato,7,inverno,16
stivaletto alla caviglia,y,y,colorato,autunno,nuvoloso,4,inverno,16
stivaletto alla caviglia,n,n,colorato,autunno_inverno,pioggia,11,inverno,29
scarpa da ginnastica,y,y,colorato,autunno_inverno,pioggia,27,autunno,22
scarpa da ginnastica,n,n,colorato,autunno_inverno,soleggiato,10,autunno,22
stivaletto alla caviglia,n,n,scuro,inverno,pioggia,6,inverno,31
stivaletto alla caviglia,n,n,scuro,autunno_inverno,soleggiato,10,autunno,17
scarpa da ginnastica,n,n,Chiaro,estate,soleggiato,26,estate,24
scarpa classica,n,n,colorato,autunno_inverno,nuvoloso,27,estate,15
stivaletto alla caviglia,n,n,Chiaro,autunno_inverno,pioggia,15,autunno,29
scarpa da ginnastica,y,n,Chiaro,estate,pioggia,20,estate,26
scarpa da ginnastica,y,y,Chiaro,primavera_estate,pioggia,19,autunno,20
scarpa da ginnastica,n,n,scuro,all,nuvoloso,8,primavera,19
scarpa da ginnastica,y,n,colorato,all,soleggiato,18,autunno,19
scarpa da ginnastica,y,n,scuro,inverno,pioggia,15,autunno,24
scarpe aperte,n,n,scuro,primavera_estate,pioggia,1,autunno,11
stivaletto alla caviglia,n,n,scuro,inverno,pioggia,11,autunno,29
anfibi,y,y,scuro,inverno,neve,1,inverno,30
scarpa da ginnastica,y,n,colorato,autunno_inverno,pioggia,12,inverno,25
stivaletto alla caviglia,y,n,Chiaro,inverno,neve,4,inverno,29
stivaletto alla caviglia,n,y,scuro,autunno_inverno,soleggiato,34,estate,5
scarpe con tacchi,n,n,scuro,inverno,pioggia,14,primavera,19
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,pioggia,32,estate,22
scarpa da ginnastica,n,n,scuro,autunno_inverno,soleggiato,4,primavera,17
stivaletto alla caviglia,y,y,Chiaro,inverno,pioggia,0,autunno,29
stivaletto alla caviglia,y,y,colorato,autunno_inverno,pioggia,12,primavera,25
stivaletto alla caviglia,n,y,colorato,inverno,soleggiato,35,estate,8
stivaletto alla caviglia,y,n,colorato,autunno_inverno,nuvoloso,1,autunno,17
scarpa da ginnastica,n,y,scuro,inverno,soleggiato,21,autunno,13
scarpe aperte,y,n,Chiaro,primavera_estate,soleggiato,1,inverno,15
stivaletto alla caviglia,n,y,colorato,inverno,pioggia,28,estate,20
scarpe aperte,n,n,colorato,primavera,nuvoloso,2,inverno,10
scarpa da ginnastica,n,y,scuro,inverno,pioggia,19,autunno,24
scarpa da ginnastica,n,y,scuro,inverno,soleggiato,5,inverno,24
stivaletto alla caviglia,n,y,Chiaro,inverno,nuvoloso,3,primavera,14
scarpa da ginnastica,y,y,Chiaro,inverno,soleggiato,30,estate,13
stivaletto alla caviglia,n,n,Chiaro,autunno_inverno,neve,2,primavera,22
scarpe con tacchi,n,n,scuro,primavera_estate,soleggiato,35,estate,16
scarpa da ginnastica,y,n,colorato,all,soleggiato,16,autunno,19
scarpa da ginnastica,y,n,scuro,autunno_inverno,pioggia,9,inverno,25
scarpa da ginnastica,y,y,colorato,autunno_inverno,soleggiato,8,inverno,22
stivaletto alla caviglia,n,y,scuro,autunno,pioggia,14,primavera,27
stivaletto alla caviglia,n,n,Chiaro,autunno_inverno,pioggia,26,estate,22
scarpa classica,n,y,scuro,autunno_inverno,pioggia,8,inverno,26
scarpa da ginnastica,n,y,scuro,inverno,neve,8,primavera,20
scarpa da ginnastica,n,y,scuro,primavera_estate,soleggiato,23,autunno,13
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,nuvoloso,-2,inverno,17
scarpe con tacchi,n,n,Chiaro,primavera_estate,pioggia,7,primavera,19
stivaletto alla caviglia,y,y,colorato,autunno_inverno,pioggia,26,estate,22
anfibi,y,y,colorato,inverno,pioggia,19,autunno,28
scarpa classica,y,n,Chiaro,primavera_estate,pioggia,28,estate,26
anfibi,y,y,colorato,autunno_inverno,pioggia,24,estate,22
stivaletto alla caviglia,y,y,scuro,inverno,pioggia,8,autunno,29
stivaletto alla caviglia,n,n,Chiaro,autunno_inverno,soleggiato,2,inverno,16
scarpa classica,n,y,Chiaro,primavera_estate,soleggiato,20,primavera,21
scarpa classica,y,n,colorato,inverno,pioggia,13,inverno,28
stivaletto alla caviglia,n,n,Chiaro,autunno,pioggia,11,autunno,31
scarpa da ginnastica,y,n,Chiaro,primavera_estate,pioggia,17,estate,24
stivaletto alla caviglia,n,n,Chiaro,autunno,soleggiato,-3,inverno,15
stivaletto alla caviglia,n,y,colorato,inverno,soleggiato,5,primavera,13
stivaletto alla caviglia,n,n,scuro,autunno_inverno,soleggiato,30,estate,5
stivaletto alla caviglia,n,n,scuro,autunno_inverno,pioggia,11,primavera,25
stivaletto alla caviglia,n,n,Chiaro,inverno,pioggia,15,inverno,30
stivaletto alla caviglia,n,y,scuro,autunno_inverno,soleggiato,30,estate,5
scarpa da ginnastica,y,n,scuro,all,neve,-3,inverno,21
scarpa da ginnastica,y,n,Chiaro,primavera_estate,pioggia,-5,inverno,17
scarpa da ginnastica,y,y,scuro,all,soleggiato,15,autunno,19
stivaletto alla caviglia,n,y,scuro,autunno_inverno,soleggiato,4,inverno,16
stivaletto alla caviglia,n,y,Chiaro,inverno,pioggia,22,autunno,25
stivaletto alla caviglia,n,y,scuro,autunno,pioggia,24,autunno,28
scarpa da ginnastica,n,n,colorato,all,nuvoloso,12,autunno,19
stivaletto alla caviglia,n,n,colorato,autunno,soleggiato,26,estate,11
stivaletto alla caviglia,n,n,scuro,autunno_inverno,soleggiato,2,inverno,16
stivaletto alla caviglia,n,n,colorato,autunno,pioggia,22,autunno,28
stivaletto alla caviglia,n,n,colorato,autunno_inverno,pioggia,25,estate,22
stivaletto alla caviglia,y,y,colorato,inverno,pioggia,3,inverno,31
scarpa classica,n,y,Chiaro,all,neve,4,inverno,22
stivaletto alla caviglia,n,y,Chiaro,inverno,soleggiato,18,autunno,16
scarpa da ginnastica,n,n,scuro,primavera_estate,pioggia,16,autunno,20
scarpe con tacchi,y,n,colorato,estate,pioggia,4,inverno,14
scarpe con tacchi,y,n,colorato,estate,pioggia,15,primavera,21
scarpe con tacchi,y,n,scuro,primavera_estate,pioggia,26,estate,23
scarpa classica,n,n,colorato,autunno_inverno,nuvoloso,5,inverno,22
scarpe con tacchi,y,n,colorato,inverno,nuvoloso,0,inverno,21
scarpe con tacchi,y,n,colorato,inverno,soleggiato,1,inverno,23
scarpe con tacchi,n,n,Chiaro,autunno_inverno,soleggiato,8,primavera,17
scarpa classica,y,y,scuro,all,soleggiato,10,autunno,18
scarpa classica,n,y,scuro,inverno,pioggia,5,autunno,26
scarpa classica,n,n,Chiaro,all,soleggiato,-1,primavera,18
scarpe con tacchi,n,n,Chiaro,inverno,soleggiato,15,primavera,16
scarpe aperte,y,n,Chiaro,primavera,pioggia,20,estate,19
scarpe aperte,n,n,Chiaro,estate,soleggiato,28,estate,25
stivaletto alla caviglia,y,n,Chiaro,inverno,pioggia,17,primavera,24
scarpa classica,y,y,Chiaro,primavera_estate,soleggiato,30,estate,21
scarpa classica,y,y,colorato,autunno_inverno,soleggiato,20,autunno,18
scarpa da ginnastica,y,y,scuro,inverno,pioggia,15,primavera,20
scarpa da ginnastica,n,n,scuro,estate,soleggiato,29,estate,19
stivaletto alla caviglia,n,n,colorato,inverno,neve,-5,inverno,29
scarpa da ginnastica,n,n,scuro,autunno_inverno,nuvoloso,6,inverno,22
stivaletto alla caviglia,n,n,colorato,inverno,pioggia,12,primavera,25
stivaletto alla caviglia,n,n,colorato,autunno_inverno,soleggiato,25,primavera,10
stivaletto alla caviglia,n,y,Chiaro,autunno_inverno,pioggia,21,primavera,22
stivaletto alla caviglia,n,n,Chiaro,inverno,pioggia,11,primavera,25
stivaletto alla caviglia,n,n,scuro,autunno_inverno,pioggia,-7,primavera,24
stivaletto alla caviglia,n,n,scuro,autunno,pioggia,10,autunno,31
stivaletto alla caviglia,n,n,colorato,autunno_inverno,pioggia,29,estate,22
stivaletto alla caviglia,n,n,colorato,autunno,pioggia,29,estate,23
stivaletto alla caviglia,n,n,Chiaro,autunno,pioggia,10,inverno,29
scarpa da ginnastica,n,n,scuro,primavera_estate,soleggiato,6,primavera,18
scarpa da ginnastica,n,y,colorato,inverno,pioggia,13,estate,21
scarpe con tacchi,n,n,colorato,inverno,soleggiato,30,autunno,16
stivaletto alla caviglia,y,n,colorato,autunno,soleggiato,-1,inverno,15
scarpe aperte,y,n,scuro,estate,pioggia,26,autunno,15
stivaletto alla caviglia,y,y,colorato,inverno,soleggiato,13,primavera,13
stivaletto alla caviglia,y,y,scuro,autunno,neve,0,inverno,25
scarpa da ginnastica,y,n,colorato,inverno,pioggia,14,autunno,25
scarpa da ginnastica,y,n,Chiaro,all,soleggiato,20,primavera,19
scarpa da ginnastica,y,n,colorato,primavera_estate,soleggiato,24,estate,22
scarpa da ginnastica,y,n,colorato,estate,pioggia,18,autunno,19
scarpa da ginnastica,y,n,scuro,inverno,soleggiato,6,inverno,24
scarpa da ginnastica,y,n,colorato,autunno_inverno,pioggia,20,estate,18
scarpa da ginnastica,y,y,colorato,all,nuvoloso,11,primavera,19
scarpa da ginnastica,n,n,colorato,primavera_estate,nuvoloso,8,autunno,14
scarpe con tacchi,n,n,colorato,inverno,soleggiato,19,autunno,20
stivaletto alla caviglia,n,n,scuro,autunno,pioggia,5,autunno,30
stivaletto alla caviglia,n,y,scuro,autunno,soleggiato,24,autunno,11
stivaletto alla caviglia,n,y,colorato,autunno,nuvoloso,-2,inverno,16
scarpa classica,n,y,Chiaro,primavera_estate,soleggiato,13,primavera,19
scarpa da ginnastica,n,n,Chiaro,inverno,pioggia,15,estate,20
stivaletto alla caviglia,n,n,Chiaro,autunno_inverno,neve,5,primavera,23
scarpa da ginnastica,y,n,Chiaro,estate,soleggiato,19,autunno,16
stivaletto alla caviglia,y,n,scuro,autunno,soleggiato,-3,inverno,15
stivaletto alla caviglia,y,n,Chiaro,autunno,soleggiato,26,estate,11
stivaletto alla caviglia,y,n,Chiaro,autunno_inverno,pioggia,12,primavera,25
stivaletto alla caviglia,y,n,scuro,autunno,soleggiato,17,autunno,19
stivaletto alla caviglia,y,n,Chiaro,autunno_inverno,soleggiato,9,primavera,13
stivaletto alla caviglia,y,n,scuro,inverno,nuvoloso,8,inverno,20
stivaletto alla caviglia,y,n,Chiaro,inverno,pioggia,6,primavera,25
stivaletto alla caviglia,n,n,scuro,autunno,pioggia,1,inverno,27
stivaletto alla caviglia,y,n,colorato,autunno,neve,-6,inverno,25
stivaletto alla caviglia,y,n,colorato,autunno_inverno,pioggia,32,autunno,26
scarpa da ginnastica,n,n,colorato,all,pioggia,8,inverno,22
stivaletto alla caviglia,n,n,Chiaro,inverno,pioggia,5,inverno,31
scarpe con tacchi,n,n,scuro,inverno,pioggia,10,inverno,25
scarpa classica,n,y,scuro,inverno,nuvoloso,1,inverno,24
scarpa da ginnastica,n,y,scuro,estate,soleggiato,17,autunno,16
scarpa da ginnastica,n,n,Chiaro,inverno,soleggiato,10,primavera,18
scarpa da ginnastica,n,n,scuro,autunno_inverno,pioggia,10,autunno,25
scarpa da ginnastica,n,n,scuro,autunno_inverno,pioggia,8,primavera,21
scarpa da ginnastica,y,y,Chiaro,all,pioggia,6,primavera,22
scarpa da ginnastica,y,y,scuro,autunno_inverno,soleggiato,15,primavera,18
scarpa da ginnastica,n,n,Chiaro,primavera_estate,pioggia,26,autunno,21
scarpa da ginnastica,y,y,colorato,primavera_estate,soleggiato,2,inverno,14
scarpa da ginnastica,n,y,colorato,all,pioggia,20,primavera,22
scarpa da ginnastica,n,n,colorato,estate,soleggiato,31,estate,24
scarpa da ginnastica,n,n,Chiaro,inverno,pioggia,1,primavera,21
scarpa classica,n,n,colorato,all,soleggiato,17,primavera,18
scarpe aperte,y,n,scuro,estate,soleggiato,11,primavera,19
scarpe aperte,y,n,scuro,primavera,pioggia,14,autunno,15
scarpe aperte,n,n,Chiaro,primavera,pioggia,9,inverno,13
scarpe aperte,n,n,colorato,primavera,soleggiato,26,estate,21
scarpa da ginnastica,y,y,Chiaro,all,pioggia,23,primavera,22
stivaletto alla caviglia,n,y,Chiaro,autunno,soleggiato,18,autunno,19
stivaletto alla caviglia,n,y,scuro,inverno,pioggia,30,estate,20
stivaletto alla caviglia,y,y,scuro,inverno,soleggiato,19,primavera,12
stivaletto alla caviglia,n,y,colorato,inverno,soleggiato,3,inverno,19
scarpa da ginnastica,y,n,colorato,estate,pioggia,20,autunno,20
stivaletto alla caviglia,n,n,scuro,inverno,soleggiato,27,estate,3
scarpa da ginnastica,n,y,Chiaro,primavera_estate,soleggiato,11,primavera,20
scarpa da ginnastica,y,y,Chiaro,autunno_inverno,pioggia,-5,primavera,20
scarpa da ginnastica,n,y,colorato,primavera_estate,pioggia,25,estate,25
scarpe aperte,y,n,scuro,estate,soleggiato,0,inverno,14
scarpe con tacchi,n,n,colorato,estate,pioggia,16,autunno,17
scarpa da ginnastica,y,y,colorato,estate,pioggia,26,estate,27
scarpa da ginnastica,n,n,Chiaro,all,pioggia,24,estate,22
scarpa da ginnastica,y,n,scuro,estate,soleggiato,18,autunno,16
scarpa da ginnastica,y,n,scuro,autunno_inverno,pioggia,28,estate,18
scarpa da ginnastica,y,n,scuro,inverno,soleggiato,14,primavera,18
scarpa da ginnastica,n,n,colorato,all,soleggiato,11,autunno,19
scarpa da ginnastica,y,n,scuro,inverno,nuvoloso,0,inverno,24
scarpa da ginnastica,y,y,Chiaro,estate,soleggiato,11,primavera,18
scarpa da ginnastica,y,y,Chiaro,all,nuvoloso,8,inverno,19
scarpa classica,n,y,scuro,inverno,soleggiato,27,estate,7
scarpa da ginnastica,y,n,Chiaro,autunno_inverno,soleggiato,28,estate,15
scarpa classica,n,y,colorato,autunno_inverno,nuvoloso,16,autunno,22
stivaletto alla caviglia,n,y,colorato,inverno,pioggia,9,inverno,31
scarpa classica,n,y,scuro,autunno_inverno,soleggiato,31,estate,9
scarpa da ginnastica,n,y,Chiaro,all,pioggia,27,estate,22
anfibi,n,y,scuro,inverno,soleggiato,7,primavera,13
scarpa da ginnastica,n,y,colorato,autunno_inverno,neve,-3,inverno,23
scarpa da ginnastica,n,n,colorato,autunno_inverno,soleggiato,30,estate,15
scarpa da ginnastica,y,n,Chiaro,primavera_estate,nuvoloso,30,estate,22
scarpa da ginnastica,y,n,colorato,inverno,pioggia,4,primavera,21
scarpe aperte,n,n,colorato,estate,pioggia,-2,primavera,14
stivaletto alla caviglia,n,n,scuro,autunno,pioggia,24,estate,24
scarpa da ginnastica,y,n,colorato,estate,soleggiato,3,inverno,13
stivaletto alla caviglia,n,y,Chiaro,inverno,soleggiato,32,estate,8
scarpa da ginnastica,y,y,colorato,inverno,nuvoloso,2,primavera,18
scarpe con tacchi,n,n,Chiaro,primavera_estate,pioggia,34,estate,23
scarpa da ginnastica,n,n,Chiaro,all,soleggiato,36,estate,19
scarpa da ginnastica,y,n,colorato,primavera_estate,soleggiato,29,estate,22
scarpa da ginnastica,y,n,Chiaro,autunno_inverno,nuvoloso,-3,primavera,17
scarpa da ginnastica,y,n,scuro,inverno,soleggiato,5,primavera,18
scarpa da ginnastica,n,n,Chiaro,primavera_estate,pioggia,3,autunno,17
scarpa da ginnastica,y,y,scuro,autunno_inverno,soleggiato,30,estate,10
scarpa da ginnastica,y,n,scuro,autunno_inverno,nuvoloso,16,primavera,18
scarpa da ginnastica,n,n,scuro,inverno,soleggiato,4,primavera,18
scarpa da ginnastica,n,n,colorato,inverno,nuvoloso,10,primavera,18
scarpa da ginnastica,n,y,colorato,all,neve,0,inverno,21
scarpa da ginnastica,y,n,scuro,inverno,pioggia,13,inverno,27
scarpa da ginnastica,n,y,scuro,autunno_inverno,soleggiato,17,autunno,22
scarpa da ginnastica,y,n,Chiaro,all,soleggiato,8,primavera,19
scarpa da ginnastica,n,n,scuro,autunno_inverno,soleggiato,24,autunno,14
scarpa da ginnastica,y,n,scuro,inverno,pioggia,11,autunno,25
scarpa da ginnastica,y,y,Chiaro,autunno_inverno,nuvoloso,19,autunno,22
scarpe con tacchi,n,n,Chiaro,inverno,soleggiato,11,primavera,17
scarpa da ginnastica,y,n,Chiaro,autunno_inverno,pioggia,25,estate,18
scarpa da ginnastica,y,y,scuro,autunno_inverno,soleggiato,5,inverno,22
scarpa da ginnastica,y,n,scuro,autunno_inverno,neve,0,primavera,19
scarpa da ginnastica,n,y,Chiaro,all,pioggia,9,inverno,22
scarpa da ginnastica,y,n,colorato,primavera_estate,neve,3,primavera,20
scarpa da ginnastica,n,y,Chiaro,estate,nuvoloso,3,inverno,13
scarpa da ginnastica,y,n,Chiaro,inverno,pioggia,8,primavera,21
scarpa da ginnastica,n,y,Chiaro,primavera_estate,pioggia,4,inverno,17
scarpa da ginnastica,n,y,colorato,estate,soleggiato,30,estate,24
scarpa da ginnastica,y,y,colorato,primavera_estate,pioggia,8,primavera,21
scarpa da ginnastica,y,n,scuro,estate,soleggiato,16,primavera,20
scarpa da ginnastica,n,n,Chiaro,estate,soleggiato,28,estate,24
scarpa da ginnastica,n,n,scuro,autunno_inverno,soleggiato,21,autunno,14
scarpa classica,n,y,Chiaro,all,nuvoloso,1,inverno,19
scarpa da ginnastica,y,n,colorato,estate,neve,2,primavera,19
scarpa da ginnastica,n,y,colorato,autunno_inverno,soleggiato,5,inverno,22
scarpa da ginnastica,y,y,Chiaro,inverno,pioggia,13,inverno,27
scarpa da ginnastica,y,y,colorato,primavera_estate,pioggia,28,estate,25
stivaletto alla caviglia,y,y,colorato,inverno,pioggia,14,inverno,31
scarpa classica,n,y,Chiaro,all,pioggia,29,estate,23
scarpa da ginnastica,y,y,Chiaro,inverno,soleggiato,19,autunno,21
anfibi,y,y,Chiaro,autunno_inverno,soleggiato,28,estate,10
scarpe aperte,n,n,scuro,primavera_estate,soleggiato,28,estate,18
stivaletto alla caviglia,y,n,Chiaro,inverno,pioggia,18,primavera,24
scarpa da ginnastica,n,y,colorato,all,pioggia,23,estate,22
scarpa da ginnastica,y,y,colorato,primavera_estate,soleggiato,5,inverno,14
scarpa da ginnastica,y,y,Chiaro,primavera_estate,nuvoloso,18,primavera,21
anfibi,n,y,scuro,autunno,pioggia,12,inverno,29
scarpa da ginnastica,y,y,Chiaro,autunno_inverno,soleggiato,23,primavera,15
scarpa classica,y,y,Chiaro,autunno_inverno,pioggia,16,estate,22
scarpa classica,y,n,scuro,all,neve,-2,autunno,22
scarpa da ginnastica,y,y,colorato,primavera_estate,pioggia,8,inverno,17
anfibi,n,y,colorato,inverno,pioggia,28,estate,20
scarpa da ginnastica,n,n,colorato,autunno_inverno,nuvoloso,18,autunno,22
scarpa da ginnastica,n,y,Chiaro,estate,soleggiato,22,estate,23
stivaletto alla caviglia,n,y,colorato,autunno_inverno,nuvoloso,6,primavera,14
scarpe con tacchi,n,n,scuro,primavera_estate,soleggiato,8,primavera,17
stivaletto alla caviglia,y,y,scuro,autunno_inverno,pioggia,11,inverno,29
anfibi,y,n,Chiaro,inverno,soleggiato,11,autunno,17
anfibi,n,n,scuro,inverno,pioggia,21,primavera,21
stivaletto alla caviglia,y,y,colorato,autunno,nuvoloso,11,primavera,16
scarpa da ginnastica,n,n,colorato,primavera_estate,pioggia,16,primavera,24
scarpa da ginnastica,y,n,scuro,estate,pioggia,2,inverno,16
scarpa da ginnastica,y,n,colorato,inverno,soleggiato,30,estate,13
scarpa da ginnastica,y,y,Chiaro,estate,pioggia,17,primavera,23
scarpa da ginnastica,y,y,Chiaro,all,nuvoloso,15,primavera,19
scarpa da ginnastica,y,n,Chiaro,primavera_estate,soleggiato,28,estate,22
scarpa da ginnastica,y,n,Chiaro,inverno,pioggia,14,autunno,25
scarpa da ginnastica,y,n,scuro,autunno_inverno,pioggia,16,autunno,25
scarpa da ginnastica,n,n,scuro,estate,pioggia,17,autunno,19
scarpa da ginnastica,n,n,scuro,inverno,soleggiato,17,autunno,21
scarpa da ginnastica,y,n,scuro,primavera_estate,pioggia,4,inverno,17
scarpa da ginnastica,n,n,Chiaro,autunno_inverno,pioggia,19,autunno,25
scarpa da ginnastica,y,n,colorato,all,soleggiato,-1,inverno,19
scarpe aperte,y,n,scuro,primavera_estate,pioggia,17,estate,18
scarpa da ginnastica,y,y,scuro,estate,pioggia,28,estate,27
scarpa da ginnastica,y,y,colorato,primavera_estate,soleggiato,25,estate,22
stivaletto alla caviglia,y,n,Chiaro,autunno,soleggiato,25,estate,11
scarpa da ginnastica,y,n,Chiaro,autunno_inverno,soleggiato,19,autunno,22
scarpa da ginnastica,y,n,scuro,all,soleggiato,15,primavera,19
scarpa da ginnastica,y,n,Chiaro,inverno,soleggiato,22,primavera,14
scarpe con tacchi,n,n,colorato,primavera_estate,soleggiato,-1,primavera,17
stivaletto alla caviglia,n,n,Chiaro,inverno,pioggia,15,autunno,28
scarpa da ginnastica,y,n,scuro,all,soleggiato,32,estate,14
scarpa da ginnastica,y,n,Chiaro,inverno,nuvoloso,4,autunno,22
scarpe con tacchi,y,n,colorato,autunno_inverno,pioggia,28,estate,16
scarpe con tacchi,y,n,Chiaro,primavera_estate,nuvoloso,16,primavera,18
scarpa da ginnastica,y,n,colorato,primavera_estate,soleggiato,27,estate,22
scarpe aperte,n,n,Chiaro,primavera,soleggiato,23,primavera,25
scarpa da ginnastica,y,y,scuro,estate,pioggia,30,autunno,21
scarpa da ginnastica,n,y,scuro,estate,pioggia,3,inverno,16
anfibi,n,y,Chiaro,autunno,soleggiato,3,inverno,15
anfibi,n,y,colorato,autunno_inverno,pioggia,9,autunno,29
scarpa da ginnastica,y,y,scuro,inverno,pioggia,27,estate,16
scarpa da ginnastica,y,y,Chiaro,all,pioggia,12,autunno,22
scarpa da ginnastica,n,n,colorato,primavera_estate,pioggia,19,estate,24
stivaletto alla caviglia,y,y,colorato,inverno,pioggia,17,autunno,28
scarpa da ginnastica,y,n,colorato,inverno,soleggiato,17,autunno,21
scarpa da ginnastica,n,n,colorato,all,soleggiato,14,primavera,19
