Tipo,Materiale,Colore,Manica,Stagione
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Top,Rayon,Khaki,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Baby Pink,Long Sleeve,"['Spring', 'Summer']"
Bottom,Corduroy,Rust Brown,,"['Fall', 'Winter']"
Bottom,Satin,Baby Pink,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,White,,All
Bottom,Polyester,Apricot,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Mint Blue,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Khaki,Long Sleeve,"['Spring', 'Summer']"
Bottom,Cotton,Khaki,,"['Spring', 'Summer', 'Fall']"
Bottom,Cotton,Black,,Summer
Bottom,Velvet,Black,,All
Bottom,Polyester,Baby Pink,,Spring
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Burgundy,,Summer
Top,Polyester,Royal Blue,Cap Sleeve,Summer
Bottom,Cotton,Black and White,,Summer
Top,Polyester,Green,,Summer
Dress,Polyester,Multicolor,Short Sleeve,Summer
Dress,Polyester,Burnt Orange,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Blue,Long Sleeve,"['Spring', 'Summer']"
Top,Cotton,Dusty Pink,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,White,Short Sleeve,Summer
Bottom,Polyester,Baby Pink,,"['Spring', 'Summer', 'Fall']"
Bottom,Cotton Blends,Light Grey,,All
Bottom,Polyester,Multicolor,,Summer
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,White,,Summer
Top,Nylon,Blue,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Rust Brown,Long Sleeve,"['Spring', 'Fall']"
Dress,Rayon,Coffee Brown,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Multicolor,Long Sleeve,Spring
Top,Polyester,Burnt Orange,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Pink,Sleeveless,Summer
Top,Polyester,White,Short Sleeve,Summer
Top,Cotton,Coral Pink,Short Sleeve,Summer
Dress,Polyester,Black,Sleeveless,Summer
Top,PU Leather,Black,,All
Dress,Chiffon,Black,Long Sleeve,"['Spring', 'Summer']"
Dress,Satin,Dusty Pink,Short Sleeve,All
Top,Polyester,White,,Summer
Top,Cotton,White,Long Sleeve,"['Spring', 'Summer']"
Dress,Cotton,Mocha Brown,,Summer
Top,Polyester,Dusty Pink,Short Sleeve,Summer
Dress,Chiffon,Multicolor,Three Quarter Length Sleeve,"['Spring', 'Summer']"
Dress,Velvet,Navy Blue,Long Sleeve,"['Fall', 'Winter']"
Bottom,,Grey,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Multicolor,,"['Spring', 'Summer']"
Top,Polyester,White,,Summer
Top,Cotton,Red,Short Sleeve,Summer
Dress,Polyester,Multicolor,Short Sleeve,Summer
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Top,Cotton Blends,Black,Short Sleeve,Summer
Dress,Polyester,Multicolor,Sleeveless,Summer
Dress,Polyester,Maroon,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Rust Brown,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Black,Half Sleeve,Summer
Top,Polyester,Dusty Blue,,"['Spring', 'Fall']"
Dress,Cotton,Apricot,Long Sleeve,"['Spring', 'Fall']"
Top,Cotton,Black,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Dusty Blue,Sleeveless,Summer
Dress,Polyester,Mocha Brown,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Maroon,Long Sleeve,"['Spring', 'Fall']"
Dress,Mesh,Beige,Long Sleeve,"['Spring', 'Summer']"
Dress,Cotton,White,Sleeveless,Summer
Bottom,PU Leather,Black,,All
Bottom,Polyester,Baby Blue,,Summer
Bottom,Polyester,Silver,,Summer
Dress,Polyester,Dark Grey,Long Sleeve,"['Spring', 'Fall']"
Dress,Sequins,Black,Sleeveless,All
Top,Polyester,Brown,Half Sleeve,Summer
Dress,Cotton,"Pastel, Baby Pink",Three Quarter Length Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Black,,All
Top,Lace,Khaki,Long Sleeve,"['Spring', 'Summer']"
Bottom,PU Leather,Brown,,"['Spring', 'Summer', 'Fall']"
Bottom,Cotton,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Corduroy,Navy Blue,,"['Fall', 'Winter']"
Top,Glitter,Chocolate Brown,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Black,Short Sleeve,All
Bottom,Satin,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Black and White,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Khaki,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Apricot,,All
Dress,Polyester,Multicolor,Sleeveless,Summer
Dress,Polyester,Multicolor,Short Sleeve,Summer
Dress,Cotton,Mustard Yellow,Short Sleeve,Summer
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Redwood,,"['Spring', 'Summer', 'Fall']"
Dress,Cotton,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Baby Pink,Sleeveless,Summer
Top,Polyester,Redwood,Long Sleeve,"['Spring', 'Fall']"
Dress,Cotton,Green,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Orange,,Summer
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Top,Cotton,Black,Short Sleeve,Summer
Top,Polyester,Chocolate Brown,,Summer
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Top,Cotton,White,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Coral Pink,Long Sleeve,"['Spring', 'Fall']"
Dress,Glitter,Purple,Sleeveless,All
Dress,Polyester,Black,Sleeveless,Summer
Dress,Corduroy,Olive Green,Sleeveless,"['Fall', 'Winter']"
Top,Polyester,Dusty Blue,Short Sleeve,Summer
Top,Polyester,Multicolor,,Summer
Top,Polyester,"['Pastel', ' Lilac Purple']",Cap Sleeve,Summer
Dress,Polyester,Multicolor,Short Sleeve,Summer
Top,Cotton,White,Short Sleeve,Summer
Dress,Polyester,Multicolor,Sleeveless,Summer
Top,Polyester,White,Short Sleeve,Summer
Top,Polyester,Black and White,,Summer
Bottom,Polyester,Brown,,All
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,White,,Summer
Bottom,Corduroy,Brown,,"['Fall', 'Winter']"
Dress,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Dark Green,Short Sleeve,"['Spring', 'Summer']"
Dress,Rayon,Burgundy,Sleeveless,Summer
Bottom,Polyester,Black,,All
Top,Cotton Blends,Black,Long Sleeve,"['Spring', 'Fall']"
Bottom,PU Leather,Black,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Army Green,Short Sleeve,Summer
Top,Cotton,White,Short Sleeve,Summer
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Top,Cotton,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Black,,Summer
Bottom,Cotton,Black and White,,Summer
Dress,Velvet,Navy Blue,Long Sleeve,"['Fall', 'Winter']"
Dress,Polyester,White,Sleeveless,Summer
Dress,Corduroy,Coffee Brown,Sleeveless,"['Fall', 'Winter']"
Top,Metallic,Black,,All
Bottom,Corduroy,Grey,,"['Fall', 'Winter']"
Dress,Sequins,Black,Sleeveless,All
Bottom,Rayon,Black,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Brown,Short Sleeve,Summer
Dress,Polyester,Dark Green,Sleeveless,Summer
Top,Mesh,Black,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Grey,,All
Bottom,Nylon,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Nylon,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Rust Brown,Long Sleeve,"['Spring', 'Fall']"
Top,Cotton,Black,Long Sleeve,"['Spring', 'Fall']"
Bottom,PU Leather,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Velvet,Maroon,Long Sleeve,"['Fall', 'Winter']"
Dress,Polyester,Burgundy,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Black,,Summer
Dress,Cotton,Apricot,Long Sleeve,"['Spring', 'Summer']"
Top,Cotton,Chocolate Brown,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Black,,Summer
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,White,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Multicolor,,Summer
Dress,Chiffon,Multicolor,Short Sleeve,Summer
Top,Polyester,Black,,Summer
Top,Cotton,White,Short Sleeve,Summer
Top,Rayon,Light Grey,Short Sleeve,Summer
Bottom,Rayon,Bronze,,"['Spring', 'Summer', 'Fall']"
Top,Rayon,White,Short Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Multicolor,,Summer
Dress,Satin,Coral Pink,Sleeveless,Summer
Dress,Cotton,Black,Long Sleeve,"['Spring', 'Fall']"
Bottom,Satin,Beige,,"['Spring', 'Summer']"
Dress,Cotton,Navy Blue,Short Sleeve,Summer
Bottom,Corduroy,Cadet Blue,,"['Fall', 'Winter']"
Bottom,Polyester,Black and White,,Summer
Dress,Polyester,"['Pastel', ' Mint Green']",Short Sleeve,Summer
Bottom,Polyester,Light Grey,,All
Bottom,Polyester,White,,Summer
Dress,Velvet,Black,Long Sleeve,"['Fall', 'Winter']"
Dress,Polyester,Burgundy,Long Sleeve,"['Spring', 'Fall']"
Dress,Cotton,Lime Green,Long Sleeve,Spring
Bottom,PU Leather,Multicolor,,"['Fall', 'Winter']"
Top,Cotton,Black,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Black,,Summer
Top,Polyester,Multicolor,Half Sleeve,Summer
Bottom,Polyester,Dusty Pink,,"['Spring', 'Summer', 'Fall']"
Dress,Mesh,Burgundy,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Baby Pink,Long Sleeve,"['Spring', 'Summer']"
Top,Cotton,White,Half Sleeve,Summer
Dress,Polyester,Burgundy,Long Sleeve,"['Spring', 'Fall']"
Top,Cotton,Lime Green,Long Sleeve,"['Spring', 'Summer']"
Dress,Tweed,Black and White,Long Sleeve,"['Fall', 'Winter']"
Top,Polyester,Khaki,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Khaki,Half Sleeve,Summer
Top,Polyester,Multicolor,Short Sleeve,Summer
Bottom,Cotton,Light Grey,,All
Top,Polyester,Royal Blue,Cap Sleeve,Summer
Top,Cotton,Brown,,Summer
Top,Rayon,Red,,Summer
Bottom,PU Leather,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Multicolor,Sleeveless,Summer
Bottom,Polyester,Khaki,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,White,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Black,,All
Bottom,Polyester,Multicolor,,Summer
Bottom,Polyester,Black,,Summer
Bottom,Corduroy,Black,,"['Fall', 'Winter']"
Dress,PU Leather,Chocolate Brown,Sleeveless,All
Bottom,PU Leather,Brown,,"['Spring', 'Summer', 'Fall']"
Bottom,Cotton,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Viscose,Black,Sleeveless,Summer
Top,Polyester,Khaki,,Summer
Top,Velvet,Maroon,Long Sleeve,"['Fall', 'Winter']"
Top,Polyester,Black,,All
Dress,Polyester,White,Long Sleeve,"['Spring', 'Fall']"
Bottom,Cotton,White,,All
Top,Cotton,Chocolate Brown,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Black,Short Sleeve,Summer
Dress,Polyester,Rose Red,Long Sleeve,"['Spring', 'Summer']"
Top,Cotton,White,Short Sleeve,Summer
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Dress,Tweed,Multicolor,Long Sleeve,Spring
Bottom,Corduroy,Dark Green,,"['Fall', 'Winter']"
Top,Cotton,Pink,,Summer
Top,Polyester,Army Green,Short Sleeve,Summer
Top,Polyester,Burnt Orange,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Dark Green,,Summer
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Top,Polyester,Black,Short Sleeve,Summer
Dress,Corduroy,Maroon,Sleeveless,"['Fall', 'Winter']"
Dress,Rayon,Beige,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Dusty Pink,Short Sleeve,Summer
Dress,Polyester,White,Sleeveless,Summer
Bottom,Cotton,Light Grey,,All
Top,Polyester,Multicolor,Short Sleeve,Summer
Bottom,Polyester,Black,,
Top,Lace,White,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Rust Brown,Cap Sleeve,Summer
Dress,Cotton,Dark Grey,Short Sleeve,Summer
Bottom,PU Leather,Chocolate Brown,,"['Fall', 'Winter']"
Dress,Cotton,Coffee Brown,Three Quarter Length Sleeve,"['Spring', 'Fall']"
Top,Polyester,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Top,Cotton,Black,Short Sleeve,Summer
Bottom,Polyester,Multicolor,,"['Spring', 'Summer']"
Dress,Polyester,Dark Green,Short Sleeve,Summer
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Top,Rayon,Burgundy,Short Sleeve,Summer
Bottom,Polyester,Multicolor,,Summer
Dress,Polyester,Beige,Sleeveless,Summer
Top,Rayon,White,,Summer
Top,Rayon,Light Grey,,Summer
Bottom,Polyester,Mocha Brown,,"['Fall', 'Winter']"
Bottom,Polyester,Black and White,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Top,Rayon,Coffee Brown,,Summer
Dress,,Navy Blue,Half Sleeve,Summer
Top,Rayon,Baby Pink,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Black and White,,All
Top,Polyester,"['Pastel', ' Baby Pink']",Long Sleeve,"['Spring', 'Summer']"
Bottom,Nylon,"['Orange', ' Bright']",,Spring
Bottom,Corduroy,Rust Brown,,"['Fall', 'Winter']"
Top,Polyester,Black,,Summer
Bottom,Rayon,Black,,All
Top,Polyester,Bronze,,All
Dress,Cotton,Violet Purple,Sleeveless,Summer
Dress,Polyester,Dark Green,Sleeveless,Summer
Bottom,Cotton,Black and White,,Summer
Bottom,Velvet,Dark Green,,"['Fall', 'Winter']"
Top,Polyester,White,,Summer
Bottom,Corduroy,Burgundy,,"['Fall', 'Winter']"
Bottom,Polyester,Dark Grey,,Summer
Bottom,PU Leather,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Tweed,Multicolor,,"['Fall', 'Winter']"
Top,Polyester,White,Cap Sleeve,Summer
Top,Polyester,Army Green,Cap Sleeve,Summer
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Multicolor,Sleeveless,Summer
Dress,Mesh,Burgundy,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Dark Grey,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Chocolate Brown,,All
Top,Mesh,Black,Cap Sleeve,Summer
Bottom,Satin,Black,,All
Bottom,Polyester,White,,Summer
Top,Polyester,Brown,,Summer
Dress,Polyester,Black,Sleeveless,Summer
Bottom,Cotton,Pink,,Summer
Top,Polyester,Black,,Summer
Bottom,Rayon,Black,,Summer
Top,Polyester,Coffee Brown,,Summer
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Bottom,PU Leather,Beige,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Multicolor,Short Sleeve,Summer
Bottom,PU Leather,Black,,All
Bottom,Corduroy,Khaki,,"['Fall', 'Winter']"
Dress,Cotton,White,Long Sleeve,"['Spring', 'Summer']"
Dress,Rayon,Dark Green,Short Sleeve,Summer
Dress,Polyester,Mustard Yellow,Sleeveless,Summer
Top,Cotton,White,,Summer
Top,Cotton,White,Long Sleeve,"['Spring', 'Fall']"
Dress,Viscose,White,Sleeveless,Summer
Dress,Cotton,Black,Short Sleeve,Summer
Bottom,Cotton,Black,,
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Corduroy,Maroon,,"['Fall', 'Winter']"
Bottom,Mesh,Dusty Blue,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Multicolor,Sleeveless,Summer
Dress,Rayon,Dusty Blue,Sleeveless,"['Spring', 'Fall']"
Top,Cotton,Coral Pink,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,"Pastel, Baby Pink",Short Sleeve,Summer
Top,Cotton,"Pastel, Baby Blue",Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Teal Blue,Long Sleeve,"['Spring', 'Fall']"
Top,Cotton,White,Long Sleeve,"['Spring', 'Summer']"
Bottom,Cotton,Black,,"['Fall', 'Winter']"
Bottom,Schiffy,Baby Pink,,"['Spring', 'Summer']"
Dress,Polyester,Red,Sleeveless,Summer
Top,Satin,Black,,Summer
Bottom,Polyester,Black,,Summer
Bottom,,Multicolor,,Summer
Top,Cotton,White,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Multicolor,Sleeveless,Summer
Dress,Polyester,Red,Long Sleeve,Spring
Top,Polyester,Green,Long Sleeve,"['Spring', 'Fall']"
Bottom,Cotton,Black,,Summer
Top,Cotton,Black,Cap Sleeve,Summer
Top,Cotton Blends,Black,Half Sleeve,Summer
Bottom,Polyester,Navy Blue,,All
Bottom,Satin,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Dark Green,,Summer
Bottom,Rayon,Black,,"['Spring', 'Summer']"
Dress,Cotton,"['Burgundy', ' Bright']",Long Sleeve,Spring
Bottom,PU Leather,Black,,All
Dress,Polyester,Multicolor,Half Sleeve,Summer
Top,Polyester,Black,,Summer
Dress,Polyester,Black,Sleeveless,Summer
Top,Polyester,Grey,Long Sleeve,"['Spring', 'Summer']"
Dress,Cotton,White,Sleeveless,Summer
Top,Polyester,Black,Short Sleeve,Summer
Bottom,Polyester,Multicolor,,Summer
Bottom,Polyester,Chocolate Brown,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Black and White,Sleeveless,Summer
Dress,Polyester,Chocolate Brown,Short Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Multicolor,Short Sleeve,Summer
Bottom,Glitter,Purple,,All
Top,Cotton,White,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Khaki,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Multicolor,,Summer
Top,Polyester,Violet Purple,Long Sleeve,"['Spring', 'Summer']"
Dress,Velvet,Black,Long Sleeve,"['Fall', 'Winter']"
Dress,Velvet,Navy Blue,Long Sleeve,"['Fall', 'Winter']"
Dress,Polyester,Blue,Sleeveless,Summer
Top,Polyester,Black,Short Sleeve,Summer
Top,Polyester,Pink,,Summer
Top,Polyester,Army Green,Short Sleeve,Summer
Dress,Polyester,Black and White,Short Sleeve,Summer
Dress,Polyester,Maroon,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,White,,"['Spring', 'Summer', 'Fall']"
Bottom,Shearling,Dark Grey,,"['Fall', 'Winter']"
Dress,Cotton,Grey,Cap Sleeve,Summer
Dress,Polyester,White,Half Sleeve,Spring
Bottom,Cotton,Multicolor,,Summer
Dress,Polyester,Dusty Pink,Sleeveless,Summer
Bottom,Cotton,"Pastel, Baby Blue",,Summer
Bottom,Rayon,Black,,All
Top,Schiffy,Black,Sleeveless,Summer
Top,Lace,Beige,Long Sleeve,"['Spring', 'Summer']"
Bottom,,Black,,Summer
Top,Polyester,Multicolor,,Summer
Dress,Rayon,Khaki,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Navy Blue,,Summer
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Chocolate Brown,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Multicolor,Sleeveless,Summer
Dress,Polyester,Multicolor,Sleeveless,Summer
Top,Polyester,Light Grey,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Brown,,Summer
Top,Polyester,Dusty Blue,Half Sleeve,Summer
Top,Polyester,Beige,,"['Spring', 'Fall']"
Bottom,Polyester,Dark Grey,,Summer
Dress,Cotton,Black,Short Sleeve,Summer
Top,Polyester,Dusty Blue,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Multicolor,Sleeveless,Summer
Bottom,Polyester,Black,,All
Dress,,Red,Sleeveless,Summer
Top,Rayon,White,Long Sleeve,"['Spring', 'Fall']"
Dress,Mesh,Baby Pink,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Multicolor,,Summer
Bottom,Polyester,Black and White,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Hot Pink,Sleeveless,Summer
Bottom,Polyester,Red,,Summer
Bottom,Polyester,Dark Grey,,All
Top,Polyester,Black,Short Sleeve,Summer
Top,Polyester,Black,,Summer
Top,Polyester,White,Cap Sleeve,Summer
Dress,Polyester,Grey,Short Sleeve,Summer
Bottom,Cotton,Black and White,,"['Spring', 'Summer', 'Fall']"
Top,Cotton,"['Pastel', ' Lilac Purple']",Short Sleeve,Summer
Top,Polyester,Dark Grey,,Summer
Dress,Polyester,Khaki,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Mocha Brown,,"['Fall', 'Winter']"
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Burgundy,Short Sleeve,Summer
Dress,Polyester,Mocha Brown,Short Sleeve,Summer
Bottom,Cotton,Multicolor,,"['Fall', 'Winter']"
Top,Cotton,Lime Green,,Summer
Top,Polyester,Grey,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Black and White,,Summer
Bottom,Glitter,Black,,All
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Black and White,,Summer
Top,Polyester,Apricot,,Summer
Top,Polyester,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Apricot,Long Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Black and White,Cap Sleeve,"['Spring', 'Summer']"
Dress,Polyester,Black and White,Sleeveless,Summer
Bottom,Polyester,"['Pastel', ' Mint Blue']",,Summer
Top,Rayon,Apricot,Long Sleeve,"['Spring', 'Summer']"
Dress,Rayon,Burgundy,Sleeveless,Summer
Bottom,Cotton,Apricot,,
Dress,Cotton,Dusty Pink,Short Sleeve,Summer
Top,Cotton,Mint Green,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Mint Green,,Summer
Top,Polyester,Burgundy,Long Sleeve,"['Spring', 'Fall']"
Top,Cotton,Black,Long Sleeve,"['Spring', 'Fall']"
Top,Cotton Blends,Grey,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,"['Pastel', ' Lilac Purple']",,Summer
Dress,,Multicolor,Short Sleeve,Summer
Bottom,Corduroy,Burgundy,,"['Fall', 'Winter']"
Top,Polyester,Black,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Dusty Blue,,"['Spring', 'Summer']"
Bottom,Polyester,Black and White,,Summer
Dress,Polyester,Multicolor,Sleeveless,Summer
Top,Cotton,"['Pastel', ' Lilac Purple']",Long Sleeve,"['Spring', 'Summer']"
Top,Cotton,White,Short Sleeve,Summer
Bottom,Rayon,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Black,,All
Dress,Polyester,Light Grey,Long Sleeve,"['Spring', 'Fall']"
Bottom,Polyester,Multicolor,,All
Top,Polyester,"['Pastel', ' Baby Pink']",Cap Sleeve,Summer
Top,Polyester,Black,,Summer
Bottom,Polyester,Multicolor,,Summer
Top,Polyester,Blue and White,,Summer
Top,Polyester,Black and White,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Lilac Purple,Short Sleeve,Summer
Dress,Polyester,Multicolor,Long Sleeve,"['Spring', 'Summer']"
Bottom,Polyester,Baby Blue,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Black,Short Sleeve,Summer
Dress,Velvet,Dark Green,Long Sleeve,"['Fall', 'Winter']"
Dress,Polyester,Pink,Long Sleeve,"['Spring', 'Summer']"
Top,Polyester,Black,,Summer
Top,Cotton,White,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,Multicolor,Sleeveless,Summer
Dress,Glitter,Rust Brown,Long Sleeve,All
Dress,Polyester,Rust Brown,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,Chocolate Brown,Long Sleeve,"['Spring', 'Fall']"
Top,Polyester,White,,Summer
Dress,Satin,Purple,Sleeveless,Summer
Dress,Cotton,Multicolor,Sleeveless,Summer
Bottom,Polyester,Burgundy,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Burgundy,Short Sleeve,"['Spring', 'Summer']"
Top,Polyester,Yellow,Short Sleeve,Summer
Dress,Velvet,Pink,Long Sleeve,"['Fall', 'Winter']"
Bottom,Rayon,Blue,,Summer
Bottom,Modal,Rusty Rose,,All
Top,Polyester,Multicolor,Short Sleeve,Summer
Bottom,Polyester,Black,,Summer
Dress,Satin,Army Green,Long Sleeve,"['Spring', 'Fall']"
Dress,Polyester,White,Sleeveless,Summer
Bottom,Polyester,Red,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Dusty Pink,Short Sleeve,Summer
Dress,Polyester,Black,Short Sleeve,Summer
Top,Cotton,Multicolor,Long Sleeve,"['Spring', 'Fall']"
Dress,,Black,Long Sleeve,All
Bottom,Polyester,Maroon,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Black,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Burgundy,Short Sleeve,Summer
Bottom,PU Leather,Black,,"['Spring', 'Summer', 'Fall']"
Bottom,Polyester,Grey,,All
Top,Rayon,Black,Long Sleeve,"['Spring', 'Fall']"
Dress,Cotton,"['Pastel', ' Baby Blue']",Short Sleeve,Summer
Bottom,Polyester,Grey,,All
Top,Cotton,White,Cap Sleeve,Summer
Top,Cotton,"['Green', ' Bright']",,Summer
Bottom,Polyester,Black,,"['Spring', 'Fall']"
Bottom,Polyester,Green,,"['Spring', 'Summer', 'Fall']"
Dress,Polyester,Apricot,Sleeveless,Summer
Top,Cotton,Light Grey,Cap Sleeve,Summer
Top,Satin,Champagne,,Summer
Bottom,Cotton,Dark Grey,,"['Spring', 'Summer']"
Top,Velvet,Black,,All
Bottom,Polyester,Multicolor,,"['Spring', 'Summer', 'Fall']"
Bottom,Corduroy,Black,,Summer
Dress,Polyester,Army Green,Sleeveless,Summer
Dress,Cotton,Army Green,Short Sleeve,"['Spring', 'Summer']"
Top,Rayon,Dark Green,,Summer
Dress,Corduroy,Brown,Sleeveless,"['Spring', 'Fall']"
Top,Cotton,Burgundy,Long Sleeve,"['Spring', 'Fall']"
Bottom,PU Leather,Mocha Brown,,All
Top,Cotton,Apricot,,Summer
Dress,Rayon,Multicolor,Short Sleeve,Summer
Top,Polyester,White,Long Sleeve,"['Spring', 'Summer']"
