Tipo,Materiale,Colore,Manica,Stagione
Top,seta,chiaro,lunga,primavera_estate
Top,seta,scuro,lunga,estate
Top,lino,scuro,lunga,primavera
Top,seta,colorato,lunga,estate
Top,raso,chiaro,corta,primavera_estate
Top,lino,chiaro,lunga,estate
Top,lino,chiaro,corta,primavera
Top,seta,chiaro,lunga,primavera_estate
Top,seta,scuro,lunga,primavera
Top,lino,scuro,lunga,estate
Top,seta,scuro,lunga,estate
Top,lino,scuro,lunga,primavera_estate
Top,lino,scuro,corta,estate
Top,seta,colorato,lunga,primavera
Top,raso,chiaro,lunga,primavera_estate
Top,seta,scuro,corta,primavera_estate
Top,raso,colorato,corta,primavera_estate
Top,lino,colorato,lunga,estate
Top,seta,scuro,lunga,primavera
Top,raso,scuro,corta,primavera
Top,seta,scuro,corta,estate
Top,seta,colorato,corta,estate
Top,seta,colorato,corta,primavera_estate
Top,raso,colorato,lunga,estate
Top,lino,chiaro,corta,primavera
Top,seta,chiaro,corta,estate
Top,raso,chiaro,lunga,primavera_estate
Top,seta,scuro,lunga,estate
Top,raso,chiaro,lunga,estate
Top,raso,colorato,lunga,primavera
Top,seta,chiaro,lunga,estate
Top,lino,colorato,corta,estate
Top,raso,colorato,corta,estate
Top,raso,chiaro,lunga,primavera
Top,lino,colorato,lunga,primavera_estate
Top,raso,chiaro,lunga,primavera_estate
Top,lino,chiaro,lunga,estate
Top,raso,scuro,lunga,estate
Top,seta,scuro,corta,primavera
Top,raso,chiaro,lunga,estate
Top,lino,chiaro,corta,primavera
Top,lino,scuro,corta,primavera_estate
Top,lino,colorato,lunga,primavera
Top,raso,chiaro,lunga,estate
Top,raso,colorato,lunga,estate
Top,raso,chiaro,corta,primavera
Top,raso,scuro,lunga,primavera
Top,raso,scuro,corta,primavera
Top,lino,colorato,lunga,primavera
Top,raso,scuro,lunga,estate
Top,lino,chiaro,corta,primavera
Top,raso,scuro,lunga,primavera_estate
Top,raso,chiaro,corta,primavera
Top,raso,chiaro,corta,primavera_estate
Top,raso,chiaro,corta,primavera
Top,lino,scuro,lunga,primavera
Top,raso,scuro,corta,primavera_estate
Top,lino,chiaro,corta,primavera_estate
Top,seta,scuro,lunga,primavera_estate
Top,seta,chiaro,corta,estate
Top,lino,chiaro,lunga,primavera
Top,raso,colorato,corta,primavera_estate
Top,seta,chiaro,lunga,primavera
Top,seta,colorato,corta,primavera
Top,raso,chiaro,lunga,estate
Top,lino,chiaro,lunga,primavera_estate
Top,seta,chiaro,lunga,estate
Top,seta,colorato,lunga,estate
Top,lino,chiaro,lunga,primavera
Top,raso,colorato,corta,primavera
Top,seta,scuro,lunga,primavera
Top,raso,chiaro,corta,estate
Top,lino,scuro,corta,primavera_estate
Top,raso,colorato,corta,estate
Top,lino,chiaro,lunga,estate
Top,lino,scuro,lunga,primavera
Top,lino,chiaro,lunga,primavera_estate
Top,lino,chiaro,lunga,primavera_estate
Top,seta,colorato,lunga,primavera
Top,lino,chiaro,lunga,estate
Top,seta,chiaro,lunga,primavera
Top,lino,colorato,corta,primavera_estate
Top,lino,scuro,lunga,estate
Top,lino,colorato,corta,primavera_estate
Top,lino,scuro,corta,primavera
Top,lino,scuro,corta,estate
Top,raso,chiaro,lunga,primavera
Top,lino,chiaro,corta,estate
Top,lino,chiaro,lunga,estate
Top,lino,scuro,lunga,primavera
Top,raso,colorato,corta,primavera_estate
Top,seta,scuro,lunga,primavera
Top,seta,colorato,lunga,primavera
Top,raso,chiaro,corta,primavera_estate
Top,raso,colorato,lunga,primavera
Top,raso,colorato,lunga,primavera
Top,seta,scuro,lunga,estate
Top,seta,scuro,lunga,primavera
Top,seta,colorato,lunga,primavera_estate
Top,raso,scuro,lunga,primavera
Top,raso,scuro,corta,primavera_estate
Top,seta,chiaro,lunga,primavera
Top,seta,scuro,lunga,primavera_estate
Top,seta,chiaro,corta,estate
Top,seta,colorato,lunga,primavera_estate
Top,raso,colorato,corta,primavera
Top,lino,chiaro,corta,estate
Top,lino,chiaro,corta,primavera
Top,lino,scuro,lunga,primavera_estate
Top,lino,scuro,lunga,primavera
Top,raso,scuro,lunga,estate
Top,seta,colorato,corta,primavera_estate
Top,lino,scuro,corta,primavera_estate
Top,seta,chiaro,lunga,primavera
Top,seta,colorato,corta,primavera
Top,lino,chiaro,lunga,estate
Top,raso,colorato,corta,primavera
Top,seta,scuro,lunga,primavera_estate
Top,seta,chiaro,lunga,primavera
Top,seta,scuro,corta,primavera
Top,raso,chiaro,lunga,estate
Top,seta,scuro,lunga,estate
Top,seta,colorato,corta,primavera
Top,seta,chiaro,corta,primavera_estate
Top,seta,chiaro,corta,primavera_estate
Top,raso,chiaro,lunga,estate
Top,raso,scuro,corta,primavera
Top,seta,chiaro,corta,primavera
Top,raso,scuro,corta,primavera_estate
Top,lino,chiaro,corta,primavera
Top,lino,colorato,lunga,primavera_estate
Top,lino,scuro,corta,primavera_estate
Top,raso,chiaro,lunga,primavera
Top,seta,chiaro,lunga,primavera
Top,lino,scuro,corta,primavera
Top,raso,chiaro,corta,primavera
Top,seta,colorato,lunga,primavera_estate
Top,seta,colorato,lunga,primavera
Top,seta,colorato,lunga,primavera
Top,raso,scuro,corta,estate
Top,seta,colorato,lunga,primavera_estate
Top,raso,scuro,corta,primavera_estate
Top,raso,scuro,corta,estate
Top,raso,colorato,lunga,estate
Top,seta,scuro,lunga,primavera_estate
Top,raso,colorato,corta,estate
Top,raso,colorato,lunga,primavera_estate
Top,seta,colorato,lunga,primavera
Top,seta,colorato,corta,primavera
Top,seta,colorato,lunga,primavera_estate
Top,raso,colorato,lunga,primavera
Top,raso,chiaro,corta,primavera
Top,raso,colorato,lunga,estate
Top,lino,colorato,lunga,primavera
Top,seta,scuro,lunga,primavera_estate
Top,raso,colorato,lunga,primavera_estate
Top,raso,colorato,corta,primavera_estate
Top,raso,chiaro,lunga,estate
Top,lino,chiaro,lunga,estate
Top,raso,colorato,corta,primavera
Top,seta,colorato,lunga,primavera_estate
Top,lino,chiaro,lunga,estate
Top,lino,colorato,lunga,estate
Top,seta,chiaro,corta,estate
Top,seta,chiaro,corta,primavera
Top,seta,chiaro,corta,primavera
Top,lino,chiaro,corta,primavera_estate
Top,raso,colorato,corta,estate
Top,raso,chiaro,corta,estate
Top,lino,chiaro,corta,primavera
Top,seta,colorato,lunga,primavera_estate
Top,raso,colorato,lunga,estate
Top,lino,chiaro,lunga,primavera
Top,seta,colorato,lunga,primavera
Top,seta,scuro,corta,estate
Top,seta,chiaro,lunga,primavera_estate
Top,raso,chiaro,corta,estate
Top,seta,colorato,lunga,primavera
Top,lino,chiaro,corta,estate
Top,raso,chiaro,lunga,estate
Top,lino,scuro,corta,primavera
Top,lino,scuro,corta,estate
Top,seta,scuro,lunga,primavera_estate
Top,lino,scuro,corta,primavera_estate
Top,seta,colorato,lunga,primavera
Top,lino,scuro,lunga,primavera_estate
Top,raso,colorato,corta,primavera_estate
Top,seta,colorato,lunga,primavera_estate
Top,raso,scuro,corta,primavera
Top,lino,chiaro,lunga,estate
Top,lino,scuro,lunga,primavera
Top,raso,chiaro,corta,primavera
Top,raso,colorato,lunga,primavera_estate
Top,raso,scuro,corta,primavera_estate
Top,seta,chiaro,lunga,primavera_estate
Top,raso,colorato,lunga,primavera
Top,lino,chiaro,corta,estate
Top,lino,colorato,lunga,primavera
Top,raso,scuro,corta,primavera
Top,lino,scuro,corta,primavera
Top,raso,chiaro,corta,primavera_estate
Top,seta,scuro,lunga,primavera_estate
Top,seta,chiaro,lunga,estate
Top,seta,chiaro,lunga,primavera_estate
Top,raso,scuro,corta,primavera
Top,raso,chiaro,lunga,primavera
Top,raso,colorato,corta,estate
Top,raso,scuro,lunga,estate
Top,raso,scuro,corta,primavera_estate
Top,lino,chiaro,lunga,primavera_estate
Top,seta,chiaro,lunga,estate
Top,lino,scuro,lunga,primavera
Top,seta,chiaro,lunga,primavera_estate
Top,raso,chiaro,lunga,estate
Top,lino,colorato,lunga,primavera_estate
Top,lino,colorato,lunga,primavera_estate
Top,lino,colorato,corta,primavera_estate
Top,raso,colorato,lunga,estate
Top,raso,scuro,lunga,primavera_estate
Top,raso,chiaro,lunga,primavera
Top,raso,colorato,corta,primavera
Top,raso,chiaro,lunga,estate
Top,seta,scuro,corta,estate
Top,lino,chiaro,corta,primavera
Top,raso,scuro,corta,primavera
Top,lino,scuro,lunga,primavera
Top,raso,scuro,lunga,estate
Top,raso,scuro,corta,primavera_estate
Top,raso,chiaro,lunga,primavera_estate
Top,lino,scuro,lunga,primavera
Top,raso,chiaro,lunga,estate
Top,lino,scuro,lunga,primavera_estate
Top,seta,scuro,lunga,primavera
Top,lino,colorato,corta,estate
Top,raso,scuro,corta,estate
Top,raso,scuro,lunga,primavera
Top,seta,scuro,corta,primavera
Top,lino,chiaro,corta,primavera_estate
Top,raso,colorato,lunga,primavera_estate
Top,seta,colorato,lunga,primavera
Top,seta,scuro,lunga,estate
Top,lino,scuro,corta,primavera
Top,seta,scuro,corta,primavera_estate
Top,lino,colorato,corta,estate
Top,raso,colorato,corta,estate
Top,seta,colorato,corta,estate
Top,seta,scuro,lunga,primavera_estate
Top,lino,scuro,lunga,primavera_estate
Top,raso,colorato,corta,primavera
Top,lino,colorato,corta,estate
Top,lino,chiaro,corta,primavera
Top,raso,colorato,corta,primavera
Top,raso,colorato,lunga,primavera
Top,lino,scuro,corta,estate
Top,lino,scuro,corta,estate
Top,raso,colorato,lunga,primavera
Top,raso,colorato,lunga,primavera_estate
Top,lino,scuro,corta,estate
Top,raso,chiaro,lunga,primavera
Top,raso,chiaro,lunga,primavera_estate
Top,seta,chiaro,lunga,primavera_estate
Top,lino,scuro,corta,estate
Top,seta,scuro,lunga,primavera_estate
Top,lino,scuro,lunga,primavera_estate
Top,lino,chiaro,corta,primavera
Top,seta,colorato,corta,primavera
Top,lino,scuro,lunga,estate
Top,lino,colorato,corta,primavera
Top,raso,scuro,lunga,estate
Top,raso,chiaro,corta,primavera
Top,lino,chiaro,lunga,estate
Top,seta,colorato,lunga,estate
Top,lino,scuro,lunga,primavera
Top,raso,chiaro,lunga,primavera
Top,lino,colorato,lunga,primavera_estate
Top,raso,colorato,corta,primavera
Top,raso,chiaro,lunga,primavera_estate
Top,lino,chiaro,corta,primavera_estate
Top,raso,scuro,lunga,primavera_estate
Top,raso,colorato,corta,estate
Top,seta,scuro,corta,primavera_estate
Top,seta,colorato,lunga,primavera
Top,seta,colorato,corta,estate
Top,lino,scuro,lunga,primavera_estate
Top,lino,chiaro,lunga,estate
Top,lino,colorato,lunga,primavera_estate
Top,seta,scuro,corta,primavera_estate
Top,seta,scuro,corta,primavera_estate
Top,lino,colorato,lunga,estate
Top,raso,chiaro,corta,primavera
Top,raso,scuro,lunga,primavera_estate
Top,lino,colorato,corta,estate
Top,raso,colorato,lunga,primavera
Top,seta,scuro,corta,estate
Top,seta,scuro,corta,primavera
Top,raso,colorato,corta,primavera
Top,raso,scuro,corta,primavera
Top,seta,colorato,corta,primavera_estate
Top,raso,chiaro,lunga,primavera_estate
Top,seta,chiaro,lunga,primavera
Top,lino,colorato,corta,estate
Top,seta,scuro,corta,primavera_estate
Top,raso,scuro,corta,estate
Top,seta,chiaro,corta,primavera_estate
Top,raso,colorato,corta,primavera_estate
Top,seta,colorato,corta,estate
Top,seta,scuro,lunga,primavera_estate
Top,raso,scuro,lunga,primavera_estate
Top,lino,chiaro,lunga,primavera_estate
Top,seta,chiaro,lunga,primavera
Top,raso,colorato,lunga,primavera_estate
Top,seta,chiaro,corta,primavera_estate
Top,lino,chiaro,lunga,primavera
Top,lino,scuro,lunga,estate
Top,seta,scuro,corta,primavera
Top,raso,chiaro,lunga,estate
Top,lino,chiaro,corta,estate
Top,raso,chiaro,corta,estate
Top,lino,scuro,corta,primavera_estate
Top,raso,scuro,lunga,primavera
Top,seta,colorato,lunga,estate
Top,lino,scuro,lunga,primavera
Top,seta,colorato,lunga,primavera
Top,lino,scuro,corta,primavera_estate
Top,lino,colorato,lunga,primavera
Top,seta,scuro,lunga,primavera
Top,lino,scuro,lunga,primavera
Top,seta,scuro,corta,estate
Top,seta,colorato,corta,primavera_estate
Top,seta,scuro,lunga,estate
Top,lino,colorato,lunga,primavera_estate
Top,lino,colorato,lunga,estate
Top,seta,colorato,corta,estate
Top,lino,chiaro,lunga,primavera
Top,raso,scuro,lunga,primavera_estate
Top,seta,scuro,lunga,estate
Top,lino,scuro,lunga,primavera_estate
Top,lino,chiaro,lunga,primavera
Top,seta,colorato,corta,primavera_estate
Top,seta,colorato,corta,estate
Top,raso,scuro,lunga,primavera_estate
Top,seta,scuro,lunga,primavera
Top,seta,chiaro,lunga,primavera_estate
Top,raso,scuro,lunga,primavera
Top,seta,colorato,corta,estate
Top,raso,scuro,lunga,primavera
Top,lino,chiaro,lunga,primavera_estate
Top,lino,colorato,lunga,primavera_estate
Top,lino,colorato,corta,estate
Top,seta,chiaro,lunga,primavera_estate
Top,lino,colorato,corta,primavera_estate
Top,lino,colorato,corta,primavera_estate
Top,raso,scuro,corta,estate
Top,lino,colorato,lunga,primavera_estate
Top,raso,colorato,corta,primavera_estate
Top,raso,scuro,lunga,primavera_estate
Top,seta,scuro,corta,primavera_estate
Top,seta,colorato,lunga,primavera
Top,raso,chiaro,corta,primavera
Top,raso,chiaro,lunga,primavera_estate
Top,seta,chiaro,corta,primavera
Top,lino,scuro,lunga,primavera_estate
Top,lino,chiaro,lunga,primavera_estate
Top,raso,scuro,corta,primavera
Top,raso,chiaro,lunga,primavera_estate
Top,raso,chiaro,lunga,estate
Top,seta,scuro,lunga,primavera
Top,lino,colorato,corta,estate
Top,seta,colorato,lunga,primavera_estate
Top,raso,scuro,lunga,primavera
Top,raso,scuro,lunga,estate
Top,seta,colorato,corta,estate
Top,raso,chiaro,lunga,primavera
Top,lino,colorato,lunga,estate
Top,seta,scuro,corta,primavera_estate
Top,seta,scuro,lunga,primavera
Top,lino,colorato,lunga,primavera_estate
Top,seta,colorato,lunga,primavera_estate
Top,lino,colorato,corta,estate
Top,raso,colorato,lunga,primavera
Top,seta,colorato,corta,estate
Top,lino,colorato,corta,primavera
Top,seta,scuro,corta,estate
Top,lino,colorato,lunga,primavera
Top,seta,scuro,lunga,estate
Top,raso,colorato,corta,primavera_estate
Top,lino,scuro,lunga,estate
Top,lino,chiaro,lunga,primavera
Top,seta,scuro,corta,estate
Top,raso,chiaro,lunga,primavera_estate
Top,lino,chiaro,corta,estate
Top,lino,colorato,corta,estate
Top,raso,chiaro,corta,primavera
Top,lino,scuro,corta,primavera_estate
Top,lino,chiaro,corta,estate
Top,lino,scuro,corta,primavera
Top,seta,chiaro,lunga,primavera
Top,seta,chiaro,corta,primavera_estate
Top,seta,scuro,lunga,primavera
Top,raso,chiaro,lunga,primavera_estate
Top,lino,chiaro,lunga,primavera_estate
Top,seta,chiaro,corta,primavera_estate
Top,raso,colorato,lunga,estate
Top,seta,scuro,corta,primavera
Top,raso,scuro,corta,estate
Top,lino,chiaro,corta,estate
Top,raso,colorato,corta,estate
Top,lino,chiaro,corta,primavera_estate
Top,raso,chiaro,corta,estate
Top,lino,colorato,corta,primavera
Top,seta,colorato,lunga,estate
Top,seta,scuro,lunga,primavera_estate
Top,seta,scuro,lunga,estate
Top,raso,scuro,lunga,estate
Top,seta,scuro,lunga,primavera_estate
Top,seta,colorato,corta,primavera
Top,seta,chiaro,lunga,primavera_estate
Top,lino,chiaro,lunga,estate
Top,seta,scuro,lunga,estate
Top,seta,scuro,corta,primavera
Top,seta,chiaro,lunga,primavera_estate
Top,raso,colorato,corta,primavera_estate
Top,seta,colorato,corta,primavera
Top,raso,scuro,corta,primavera_estate
Top,lino,scuro,corta,estate
Top,lino,colorato,lunga,estate
Top,lino,colorato,lunga,primavera
Top,seta,chiaro,corta,estate
Top,raso,scuro,lunga,primavera_estate
Top,seta,scuro,lunga,primavera_estate
Top,seta,chiaro,corta,primavera_estate
Top,seta,scuro,lunga,primavera
Top,seta,chiaro,corta,primavera
Top,seta,scuro,corta,primavera
Top,lino,scuro,lunga,primavera
Top,seta,colorato,corta,primavera_estate
Top,raso,colorato,lunga,estate
Top,raso,scuro,lunga,estate
Top,raso,chiaro,corta,estate
Top,lino,colorato,corta,primavera
Top,seta,chiaro,lunga,primavera
Top,seta,scuro,lunga,primavera_estate
Top,seta,chiaro,lunga,estate
Top,seta,colorato,corta,primavera_estate
Top,seta,chiaro,corta,primavera_estate
Top,seta,colorato,corta,estate
Top,raso,colorato,lunga,primavera_estate
Top,raso,chiaro,corta,primavera
Top,raso,scuro,corta,estate
Top,lino,colorato,corta,primavera_estate
Top,seta,colorato,corta,primavera_estate
Top,seta,colorato,corta,estate
Top,raso,colorato,corta,estate
Top,lino,chiaro,corta,estate
Top,lino,colorato,lunga,estate
Top,seta,colorato,lunga,primavera
Top,seta,chiaro,corta,primavera
Top,seta,scuro,corta,estate
Top,raso,chiaro,corta,estate
Top,lino,chiaro,lunga,estate
Top,lino,chiaro,corta,primavera_estate
Top,raso,chiaro,corta,primavera_estate
Top,lino,chiaro,corta,primavera
Top,seta,scuro,lunga,primavera_estate
Top,raso,scuro,corta,primavera
Top,seta,chiaro,corta,primavera
Top,seta,scuro,lunga,primavera
Top,raso,chiaro,lunga,primavera
Top,seta,chiaro,lunga,estate
Top,raso,chiaro,lunga,estate
Top,lino,scuro,corta,primavera_estate
Top,seta,scuro,corta,estate
Top,lino,scuro,lunga,estate
Top,lino,colorato,corta,estate
Top,raso,colorato,lunga,primavera_estate
Top,raso,chiaro,corta,primavera
Top,seta,scuro,lunga,estate
Top,seta,scuro,lunga,estate
Top,seta,chiaro,lunga,primavera_estate
Top,lino,colorato,lunga,primavera
Top,raso,colorato,corta,estate
Top,seta,chiaro,corta,primavera_estate
Top,seta,chiaro,lunga,primavera
Top,lino,scuro,lunga,estate
Top,raso,chiaro,lunga,primavera_estate
Top,raso,chiaro,lunga,estate
Top,seta,chiaro,lunga,estate
Top,seta,chiaro,lunga,estate
Top,seta,colorato,lunga,estate
Top,raso,colorato,corta,primavera_estate
Top,lino,chiaro,corta,primavera
Top,seta,colorato,corta,primavera
Top,raso,scuro,corta,estate
Top,lino,colorato,lunga,estate
Top,lino,colorato,corta,primavera
Top,seta,chiaro,lunga,primavera
Top,lino,colorato,lunga,estate
Top,seta,colorato,lunga,primavera_estate
Top,seta,scuro,corta,estate
Top,lino,chiaro,lunga,primavera
Top,raso,chiaro,corta,estate
Top,seta,colorato,corta,estate
Top,lino,colorato,lunga,primavera
Top,seta,scuro,lunga,primavera
Top,seta,scuro,lunga,primavera_estate
Top,seta,chiaro,lunga,primavera
Top,seta,chiaro,corta,primavera_estate
Top,lino,colorato,lunga,estate
Top,lino,colorato,lunga,primavera
Top,raso,scuro,corta,primavera
Top,lino,chiaro,corta,primavera_estate
Top,seta,scuro,lunga,estate
Top,seta,chiaro,lunga,primavera_estate
Top,lino,colorato,corta,primavera
Top,lino,chiaro,lunga,estate
Top,seta,colorato,lunga,primavera_estate
Top,seta,chiaro,lunga,primavera_estate
Top,raso,colorato,lunga,primavera_estate
Top,seta,chiaro,lunga,primavera_estate
Top,lino,scuro,lunga,primavera_estate
Top,raso,scuro,lunga,primavera_estate
Top,seta,colorato,corta,primavera
Top,seta,chiaro,lunga,estate
Top,seta,scuro,lunga,estate
Top,seta,colorato,lunga,estate
Top,seta,colorato,lunga,primavera
Top,seta,chiaro,corta,primavera_estate
Top,seta,colorato,lunga,estate
Top,raso,colorato,lunga,primavera
Top,lino,scuro,lunga,estate
Top,seta,chiaro,lunga,primavera_estate
Top,seta,chiaro,corta,estate
Top,raso,colorato,corta,primavera_estate
Top,seta,colorato,lunga,primavera_estate
Top,raso,chiaro,corta,primavera
Top,raso,scuro,corta,primavera
Top,lino,scuro,corta,primavera_estate
Top,lino,colorato,corta,primavera_estate
Top,lino,scuro,lunga,primavera_estate
Top,seta,chiaro,lunga,primavera_estate
Top,raso,colorato,corta,estate
Top,raso,scuro,lunga,estate
Top,seta,chiaro,lunga,primavera_estate
Top,lino,scuro,lunga,primavera_estate
Top,raso,chiaro,corta,estate
Top,seta,chiaro,corta,primavera
Top,seta,colorato,lunga,primavera_estate
Top,raso,chiaro,corta,primavera
Top,seta,chiaro,lunga,estate
Top,raso,scuro,lunga,primavera
Top,raso,scuro,corta,primavera
Top,lino,colorato,lunga,primavera
Top,lino,chiaro,corta,primavera
Top,seta,scuro,lunga,primavera
Top,lino,chiaro,lunga,primavera_estate
Top,raso,scuro,corta,primavera_estate
Top,raso,chiaro,corta,estate
Top,raso,chiaro,corta,primavera_estate
Top,seta,chiaro,lunga,estate
Top,lino,colorato,lunga,primavera_estate
Top,seta,scuro,lunga,estate
Top,seta,colorato,corta,primavera
Top,raso,colorato,corta,primavera_estate
Top,lino,colorato,lunga,primavera
Top,seta,chiaro,lunga,estate
Top,seta,colorato,lunga,primavera_estate
Top,seta,chiaro,lunga,estate
Top,seta,scuro,lunga,estate
Top,raso,scuro,lunga,primavera_estate
Top,seta,scuro,lunga,estate
Top,raso,scuro,corta,primavera_estate
Top,raso,colorato,lunga,primavera_estate
Top,lino,scuro,corta,primavera
Top,raso,scuro,corta,primavera_estate
