Materiale,Colore,Lunghezza,Stagione,Meteo,TemperaturaPercepita,StagionePrevisione,Punteggio
poliestere,scuro,corto,all,nuvoloso,12.15,autunno,17
cotone,scuro,corto,all,nuvoloso,22.65,autunno,23
velluto,scuro,corto,autunno_inverno,soleggiato,0.9999999999999998,inverno,19
poliestere,scuro,corto,all,nuvoloso,9.0,autunno,16
poliestere,chiaro,corto,estate,soleggiato,21.75,primavera,26
poliestere,colorato,corto,estate,pioggia,6.449999999999999,autunno,13
cotone,scuro,corto,all,pioggia,17.35,autunno,20
poliestere,scuro,corto,estate,pioggia,10.8,inverno,14
poliestere,scuro,corto,all,nuvoloso,1.85,primavera,16
poliestere,scuro,corto,all,nuvoloso,1.6,inverno,16
poliestere,colorato,corto,primavera_estate,nuvoloso,18.1,autunno,16
poliestere,colorato,corto,estate,pioggia,5.35,autunno,13
poliestere,colorato,corto,all,pioggia,7.35,inverno,16
cotone,scuro,corto,estate,soleggiato,10.75,autunno,15
poliestere,colorato,corto,estate,pioggia,14.1,inverno,14
poliestere,colorato,corto,estate,soleggiato,25.5,autunno,18
poliestere,scuro,corto,all,soleggiato,3.25,inverno,16
cotone,scuro,corto,all,pioggia,8.6,autunno,16
poliestere,colorato,corto,all,soleggiato,13.55,primavera,17
poliestere,scuro,corto,all,soleggiato,5.35,inverno,16
poliestere,colorato,corto,estate,soleggiato,0.9500000000000002,primavera,17
cotone,scuro,corto,estate,soleggiato,7.3,primavera,17
cotone,scuro,corto,all,soleggiato,24.6,primavera,18
poliestere,chiaro,corto,estate,soleggiato,18.45,autunno,15
poliestere,chiaro,corto,all,soleggiato,14.35,inverno,17
poliestere,scuro,corto,all,soleggiato,27.450000000000003,estate,16
poliestere,scuro,corto,all,pioggia,8.35,autunno,16
velluto,scuro,corto,autunno_inverno,soleggiato,2.8500000000000005,primavera,15
poliestere,colorato,corto,all,neve,-6.1,primavera,16
poliestere,colorato,corto,estate,nuvoloso,20.2,autunno,17
poliestere,colorato,corto,estate,pioggia,13.75,primavera,18
poliestere,scuro,corto,estate,soleggiato,26.4,autunno,13
cotone,colorato,corto,estate,nuvoloso,10.85,primavera,19
poliestere,scuro,corto,estate,soleggiato,18.3,autunno,15
poliestere,scuro,corto,estate,soleggiato,1.3000000000000005,inverno,13
cotone,colorato,corto,estate,soleggiato,5.85,inverno,13
cotone,scuro,corto,estate,soleggiato,19.8,autunno,17
poliestere,scuro,corto,all,soleggiato,8.7,autunno,16
velluto,scuro,corto,all,nuvoloso,14.85,autunno,15
poliestere,scuro,corto,estate,soleggiato,27.05,estate,19
poliestere,colorato,corto,estate,pioggia,5.75,autunno,13
poliestere,colorato,corto,estate,pioggia,23.05,autunno,17
poliestere,chiaro,corto,all,nuvoloso,23.1,estate,20
cotone,scuro,corto,estate,nuvoloso,28.1,autunno,23
cotone,colorato,corto,estate,pioggia,12.2,primavera,19
velluto,colorato,corto,autunno_inverno,soleggiato,16.9,autunno,17
raso,chiaro,corto,estate,pioggia,27.85,estate,26
cotone,scuro,corto,estate,pioggia,14.6,autunno,15
cotone,scuro,corto,estate,soleggiato,16.1,primavera,21
poliestere,colorato,corto,estate,soleggiato,-3.05,inverno,13
poliestere,colorato,corto,estate,soleggiato,30.75,estate,25
poliestere,scuro,corto,all,neve,2.35,primavera,16
poliestere,colorato,corto,estate,soleggiato,11.45,primavera,18
poliestere,scuro,corto,primavera_estate,neve,-6.4,autunno,14
poliestere,scuro,corto,estate,pioggia,8.85,autunno,13
poliestere,scuro,corto,all,pioggia,3.3,inverno,16
poliestere,scuro,corto,estate,neve,2.0,inverno,13
poliestere,scuro,corto,estate,soleggiato,32.5,estate,20
poliestere,scuro,corto,estate,soleggiato,3.3000000000000003,primavera,17
poliestere,colorato,corto,estate,soleggiato,31.95,estate,25
poliestere,scuro,corto,estate,pioggia,20.85,autunno,17
poliestere,scuro,corto,estate,neve,-6.6000000000000005,inverno,13
poliestere,chiaro,corto,all,soleggiato,11.35,primavera,17
poliestere,scuro,corto,estate,pioggia,9.5,inverno,13
poliestere,colorato,corto,estate,pioggia,10.6,primavera,18
poliestere,scuro,corto,all,pioggia,33.8,estate,22
poliestere,scuro,corto,all,nuvoloso,16.15,primavera,18
poliestere,colorato,corto,estate,pioggia,0.5500000000000003,inverno,13
poliestere,scuro,corto,all,soleggiato,31.3,estate,17
cotone,colorato,corto,estate,neve,8.65,autunno,13
poliestere,scuro,corto,estate,soleggiato,13.4,primavera,18
poliestere,colorato,corto,estate,pioggia,19.85,estate,21
cotone,scuro,corto,estate,soleggiato,9.65,autunno,13
poliestere,colorato,corto,primavera_estate,nuvoloso,17.0,autunno,16
poliestere,chiaro,corto,all,soleggiato,15.3,primavera,18
cotone,colorato,corto,primavera_estate,pioggia,29.05,estate,28
poliestere,scuro,corto,estate,pioggia,18.55,autunno,15
poliestere,scuro,corto,all,soleggiato,9.3,inverno,16
poliestere,scuro,corto,all,soleggiato,26.6,estate,16
poliestere,colorato,corto,estate,pioggia,31.7,estate,25
poliestere,scuro,corto,estate,pioggia,6.05,primavera,17
raso,chiaro,corto,primavera,pioggia,14.1,inverno,11
poliestere,colorato,corto,estate,pioggia,5.35,primavera,17
poliestere,scuro,corto,estate,soleggiato,29.9,estate,19
poliestere,colorato,corto,estate,pioggia,30.3,estate,25
poliestere,chiaro,corto,all,soleggiato,16.95,primavera,18
poliestere,colorato,corto,all,soleggiato,0.7500000000000002,inverno,16
poliestere,colorato,corto,estate,soleggiato,10.65,inverno,14
poliestere,colorato,corto,all,soleggiato,-5.85,inverno,16
cotone,colorato,corto,estate,pioggia,18.8,autunno,17
velluto,colorato,corto,autunno_inverno,neve,-2.9,inverno,19
cotone,scuro,corto,all,pioggia,9.3,inverno,16
cotone,colorato,corto,estate,pioggia,0.05,inverno,13
poliestere,colorato,corto,all,pioggia,7.75,primavera,16
cotone,colorato,corto,estate,nuvoloso,23.4,autunno,20
poliestere,scuro,corto,all,soleggiato,24.75,autunno,15
cotone,colorato,corto,all,soleggiato,2.75,inverno,16
cotone,scuro,corto,all,soleggiato,28.25,estate,21
poliestere,scuro,corto,all,pioggia,6.1000000000000005,primavera,16
raso,colorato,lungo,estate,nuvoloso,-2.45,inverno,16
raso,colorato,medio,autunno,neve,-0.7,inverno,10
cotone,scuro,lungo,inverno,pioggia,24.4,estate,20
velluto,colorato,lungo,estate,nuvoloso,14.15,autunno,20
tweed,colorato,corto,inverno,nuvoloso,13.0,inverno,18
lino,scuro,medio,autunno_inverno,soleggiato,9.9,primavera,8
cotone,chiaro,lungo,autunno_inverno,pioggia,31.75,estate,15
seta,chiaro,corto,primavera,pioggia,18.15,autunno,16
tweed,colorato,corto,estate,pioggia,28.6,estate,21
tweed,colorato,corto,autunno_inverno,pioggia,8.2,autunno,17
raso,colorato,medio,autunno_inverno,soleggiato,5.05,inverno,12
velluto,chiaro,corto,primavera,soleggiato,5.1000000000000005,inverno,15
poliestere,colorato,medio,inverno,pioggia,19.6,estate,17
poliestere,scuro,corto,estate,soleggiato,30.3,estate,20
raso,chiaro,lungo,autunno,pioggia,17.700000000000003,autunno,23
cotone,chiaro,medio,primavera,pioggia,7.800000000000001,autunno,15
seta,scuro,corto,estate,soleggiato,26.15,estate,22
poliestere,chiaro,lungo,primavera,soleggiato,26.25,estate,21
lino,chiaro,medio,inverno,nuvoloso,14.6,primavera,13
poliestere,colorato,corto,estate,pioggia,14.7,inverno,14
tweed,colorato,corto,autunno_inverno,nuvoloso,10.65,inverno,17
lino,scuro,corto,autunno_inverno,pioggia,17.35,autunno,18
tweed,scuro,medio,estate,pioggia,7.0,inverno,12
tweed,colorato,corto,primavera,pioggia,2.85,primavera,19
cotone,chiaro,medio,autunno_inverno,pioggia,6.9,inverno,18
raso,chiaro,lungo,primavera,soleggiato,30.200000000000003,estate,22
velluto,colorato,lungo,autunno,pioggia,10.5,primavera,22
cotone,chiaro,medio,autunno,soleggiato,10.75,inverno,21
velluto,chiaro,lungo,inverno,pioggia,-1.55,inverno,30
cotone,scuro,corto,autunno,pioggia,27.25,autunno,29
cotone,colorato,corto,primavera,pioggia,9.15,autunno,15
seta,scuro,corto,primavera_estate,soleggiato,28.450000000000003,estate,21
tweed,scuro,corto,primavera,pioggia,21.4,estate,16
poliestere,scuro,lungo,inverno,soleggiato,22.700000000000003,estate,12
tweed,chiaro,lungo,primavera_estate,soleggiato,1.2500000000000002,inverno,24
poliestere,scuro,lungo,estate,soleggiato,16.0,autunno,21
lino,chiaro,lungo,estate,nuvoloso,25.75,primavera,20
velluto,chiaro,lungo,inverno,pioggia,26.85,estate,10
poliestere,scuro,corto,autunno_inverno,pioggia,20.55,estate,18
tweed,chiaro,corto,estate,pioggia,23.6,estate,18
cotone,scuro,corto,inverno,pioggia,13.1,inverno,21
lino,scuro,medio,autunno,pioggia,27.1,estate,22
poliestere,chiaro,lungo,inverno,pioggia,12.35,autunno,26
cotone,chiaro,corto,autunno,soleggiato,33.3,estate,31
cotone,chiaro,lungo,autunno,pioggia,21.45,estate,22
poliestere,scuro,corto,estate,nuvoloso,-14.5,inverno,13
velluto,chiaro,corto,primavera_estate,pioggia,21.9,autunno,15
lino,scuro,corto,primavera,pioggia,7.0,autunno,9
velluto,colorato,corto,primavera,soleggiato,8.15,inverno,15
cotone,scuro,corto,estate,pioggia,9.3,inverno,13
tweed,chiaro,lungo,primavera_estate,soleggiato,3.0,primavera,28
velluto,chiaro,corto,estate,pioggia,7.800000000000001,primavera,17
tweed,scuro,lungo,estate,soleggiato,29.450000000000003,estate,10
poliestere,chiaro,medio,inverno,soleggiato,1.9,inverno,19
poliestere,colorato,medio,autunno_inverno,nuvoloso,2.15,inverno,18
raso,colorato,medio,primavera,soleggiato,8.25,autunno,9
velluto,colorato,corto,inverno,pioggia,21.95,estate,14
cotone,chiaro,corto,estate,pioggia,18.15,primavera,21
seta,chiaro,lungo,inverno,soleggiato,23.8,estate,24
poliestere,colorato,medio,inverno,pioggia,34.650000000000006,estate,12
velluto,chiaro,medio,inverno,soleggiato,22.4,estate,24
raso,scuro,lungo,autunno,soleggiato,19.55,autunno,23
raso,colorato,medio,inverno,pioggia,8.9,autunno,11
poliestere,colorato,medio,autunno_inverno,soleggiato,-1.85,inverno,18
seta,scuro,lungo,primavera_estate,pioggia,19.55,autunno,21
poliestere,colorato,medio,primavera,pioggia,8.95,inverno,15
tweed,chiaro,medio,inverno,soleggiato,9.3,primavera,12
tweed,colorato,lungo,primavera,soleggiato,4.15,primavera,29
cotone,chiaro,corto,autunno,soleggiato,16.75,autunno,23
tweed,chiaro,medio,estate,pioggia,17.35,autunno,15
cotone,scuro,corto,primavera,pioggia,8.1,autunno,15
tweed,chiaro,medio,inverno,pioggia,28.0,estate,13
raso,colorato,medio,autunno_inverno,soleggiato,17.85,autunno,18
cotone,chiaro,medio,autunno,nuvoloso,13.6,autunno,23
velluto,colorato,lungo,autunno_inverno,soleggiato,26.35,estate,11
tweed,colorato,medio,estate,pioggia,16.75,estate,21
seta,scuro,corto,autunno_inverno,pioggia,21.6,estate,20
lino,scuro,lungo,primavera_estate,soleggiato,8.2,primavera,22
cotone,scuro,corto,estate,soleggiato,27.65,estate,24
seta,colorato,lungo,inverno,pioggia,1.4,autunno,22
cotone,chiaro,lungo,autunno_inverno,nuvoloso,10.05,primavera,24
lino,scuro,medio,autunno,pioggia,-7.050000000000001,primavera,7
seta,colorato,corto,estate,pioggia,12.3,primavera,16
poliestere,chiaro,corto,estate,soleggiato,24.85,autunno,22
velluto,colorato,corto,inverno,pioggia,9.95,primavera,13
tweed,scuro,corto,autunno,pioggia,21.3,primavera,14
poliestere,chiaro,lungo,primavera_estate,nuvoloso,21.35,autunno,18
lino,colorato,lungo,autunno,soleggiato,11.5,primavera,21
velluto,scuro,medio,primavera,soleggiato,18.3,autunno,16
cotone,colorato,corto,autunno,pioggia,18.35,autunno,23
cotone,scuro,corto,primavera_estate,soleggiato,26.65,estate,23
tweed,colorato,lungo,inverno,pioggia,11.05,autunno,24
velluto,chiaro,lungo,primavera,nuvoloso,2.75,primavera,30
seta,chiaro,corto,inverno,pioggia,29.4,estate,21
lino,scuro,lungo,autunno_inverno,pioggia,5.75,primavera,18
raso,scuro,corto,primavera_estate,pioggia,13.4,primavera,14
tweed,chiaro,medio,primavera,pioggia,8.7,autunno,14
lino,scuro,medio,primavera,soleggiato,5.0,primavera,13
tweed,colorato,corto,primavera,soleggiato,14.65,autunno,14
seta,chiaro,medio,autunno_inverno,pioggia,23.9,estate,25
cotone,scuro,medio,estate,soleggiato,8.95,autunno,13
tweed,scuro,medio,estate,soleggiato,8.35,autunno,12
poliestere,scuro,lungo,inverno,soleggiato,0.4499999999999997,inverno,29
tweed,chiaro,lungo,autunno_inverno,pioggia,18.85,estate,20
seta,scuro,lungo,primavera,nuvoloso,20.75,primavera,25
tweed,colorato,medio,autunno_inverno,pioggia,12.85,inverno,19
cotone,chiaro,lungo,primavera_estate,soleggiato,28.4,estate,27
cotone,colorato,medio,autunno,pioggia,17.299999999999997,estate,21
poliestere,colorato,corto,primavera,soleggiato,14.65,autunno,16
poliestere,colorato,lungo,autunno,pioggia,24.45,estate,19
lino,colorato,medio,autunno,pioggia,14.4,primavera,15
poliestere,colorato,lungo,inverno,soleggiato,23.05,primavera,17
cotone,colorato,medio,autunno_inverno,pioggia,29.4,estate,22
raso,chiaro,medio,primavera_estate,soleggiato,2.25,primavera,11
cotone,colorato,corto,autunno_inverno,soleggiato,27.85,estate,24
seta,scuro,corto,autunno_inverno,soleggiato,26.950000000000003,estate,17
cotone,colorato,corto,autunno,pioggia,25.5,autunno,29
cotone,colorato,corto,autunno,soleggiato,33.0,estate,26
cotone,scuro,medio,primavera,soleggiato,6.15,primavera,19
cotone,chiaro,lungo,autunno,nuvoloso,5.9,inverno,27
raso,chiaro,corto,primavera_estate,soleggiato,18.2,autunno,12
poliestere,scuro,corto,autunno,pioggia,27.0,estate,20
cotone,scuro,lungo,autunno_inverno,soleggiato,24.45,estate,16
lino,chiaro,lungo,inverno,soleggiato,25.05,estate,21
velluto,colorato,corto,primavera_estate,pioggia,5.65,autunno,14
cotone,chiaro,lungo,primavera,pioggia,3.4000000000000004,primavera,29
cotone,chiaro,medio,primavera,soleggiato,20.7,autunno,32
lino,colorato,medio,inverno,soleggiato,30.85,estate,18
tweed,scuro,corto,primavera_estate,pioggia,5.5,inverno,13
poliestere,colorato,corto,estate,soleggiato,15.0,autunno,15
seta,chiaro,lungo,estate,pioggia,8.9,autunno,19
cotone,chiaro,lungo,inverno,pioggia,31.1,estate,14
lino,colorato,lungo,estate,pioggia,30.5,estate,21
lino,scuro,medio,primavera,pioggia,11.5,inverno,15
cotone,colorato,lungo,autunno,soleggiato,27.0,estate,19
tweed,chiaro,lungo,autunno,pioggia,12.55,primavera,22
cotone,chiaro,medio,autunno_inverno,pioggia,16.2,estate,20
poliestere,colorato,lungo,primavera,pioggia,24.15,estate,21
cotone,colorato,medio,primavera,pioggia,9.0,primavera,19
raso,scuro,corto,autunno_inverno,soleggiato,2.0,inverno,11
tweed,colorato,lungo,autunno_inverno,pioggia,8.45,primavera,23
lino,chiaro,medio,autunno_inverno,soleggiato,20.15,autunno,33
seta,scuro,lungo,inverno,pioggia,16.75,autunno,24
lino,colorato,lungo,estate,pioggia,15.1,primavera,23
seta,chiaro,lungo,inverno,pioggia,27.6,estate,15
cotone,colorato,lungo,estate,pioggia,16.9,autunno,23
tweed,scuro,lungo,inverno,pioggia,3.2,inverno,29
velluto,chiaro,corto,autunno,soleggiato,25.0,estate,23
raso,colorato,medio,estate,pioggia,23.6,autunno,21
cotone,colorato,medio,primavera_estate,soleggiato,1.0,primavera,18
seta,chiaro,medio,autunno_inverno,pioggia,3.45,autunno,13
raso,chiaro,corto,estate,pioggia,8.15,primavera,11
poliestere,scuro,lungo,primavera_estate,soleggiato,8.6,inverno,24
poliestere,colorato,lungo,autunno_inverno,pioggia,21.3,estate,18
velluto,chiaro,lungo,autunno,pioggia,24.5,estate,16
tweed,colorato,medio,estate,soleggiato,11.0,primavera,18
cotone,colorato,corto,autunno,neve,-4.25,inverno,17
poliestere,chiaro,medio,estate,soleggiato,29.15,estate,27
velluto,colorato,corto,estate,pioggia,15.65,primavera,16
cotone,scuro,medio,inverno,neve,-0.2999999999999998,inverno,19
seta,scuro,medio,inverno,pioggia,20.3,primavera,24
cotone,chiaro,medio,primavera_estate,pioggia,16.65,primavera,24
tweed,chiaro,corto,estate,soleggiato,-2.25,inverno,13
seta,chiaro,lungo,inverno,pioggia,18.1,autunno,24
cotone,chiaro,medio,autunno,pioggia,22.6,estate,27
raso,chiaro,lungo,primavera,nuvoloso,4.85,inverno,18
poliestere,colorato,medio,estate,pioggia,18.9,autunno,17
seta,chiaro,lungo,primavera,pioggia,4.95,autunno,20
lino,chiaro,corto,autunno_inverno,pioggia,12.3,primavera,12
cotone,colorato,corto,autunno_inverno,soleggiato,8.3,inverno,18
poliestere,colorato,lungo,autunno_inverno,soleggiato,16.25,autunno,26
poliestere,colorato,corto,autunno,pioggia,17.5,primavera,17
cotone,chiaro,corto,autunno_inverno,soleggiato,8.3,primavera,14
tweed,colorato,corto,primavera_estate,soleggiato,3.1,inverno,14
seta,colorato,corto,autunno,soleggiato,11.4,primavera,14
raso,chiaro,lungo,autunno,nuvoloso,22.3,primavera,18
poliestere,chiaro,lungo,autunno,soleggiato,35.05,estate,16
velluto,scuro,lungo,primavera,pioggia,8.0,inverno,25
lino,chiaro,lungo,autunno_inverno,pioggia,12.6,inverno,24
lino,chiaro,corto,autunno_inverno,pioggia,32.35,estate,26
lino,chiaro,corto,estate,pioggia,25.4,estate,28
velluto,scuro,lungo,inverno,nuvoloso,1.65,inverno,30
cotone,scuro,medio,inverno,pioggia,14.7,autunno,21
raso,colorato,corto,inverno,pioggia,21.65,estate,16
velluto,chiaro,lungo,primavera,soleggiato,35.95,estate,17
lino,chiaro,medio,estate,pioggia,11.9,autunno,13
poliestere,colorato,medio,inverno,pioggia,23.2,estate,22
lino,scuro,corto,autunno,pioggia,10.85,primavera,13
poliestere,scuro,medio,autunno_inverno,pioggia,18.35,estate,18
seta,colorato,lungo,autunno_inverno,soleggiato,28.35,estate,16
velluto,colorato,lungo,primavera_estate,neve,0.5,inverno,25
seta,colorato,corto,estate,soleggiato,1.5500000000000005,primavera,12
tweed,scuro,medio,estate,soleggiato,17.3,autunno,15
velluto,colorato,lungo,estate,nuvoloso,3.6,inverno,24
poliestere,colorato,lungo,inverno,soleggiato,28.9,estate,12
lino,chiaro,corto,autunno_inverno,soleggiato,8.8,primavera,8
velluto,colorato,corto,autunno,neve,0.4500000000000002,inverno,18
cotone,colorato,medio,estate,neve,1.3,primavera,17
velluto,chiaro,medio,inverno,neve,10.45,inverno,20
lino,chiaro,corto,estate,pioggia,25.55,autunno,22
cotone,scuro,lungo,autunno,pioggia,9.4,primavera,25
seta,colorato,corto,primavera_estate,pioggia,24.5,autunno,20
lino,chiaro,corto,autunno,soleggiato,0.0,inverno,9
cotone,scuro,lungo,estate,pioggia,26.0,estate,23
tweed,chiaro,corto,estate,soleggiato,33.25,estate,28
lino,colorato,corto,autunno_inverno,soleggiato,23.0,autunno,23
raso,scuro,medio,primavera_estate,pioggia,13.15,inverno,12
velluto,scuro,lungo,autunno_inverno,soleggiato,9.05,primavera,24
cotone,chiaro,corto,inverno,neve,0.8999999999999999,primavera,13
poliestere,scuro,lungo,autunno_inverno,soleggiato,33.7,estate,5
velluto,chiaro,corto,inverno,soleggiato,34.4,estate,23
seta,scuro,medio,primavera,pioggia,32.75,estate,21
cotone,colorato,lungo,inverno,pioggia,21.75,primavera,20
poliestere,colorato,corto,autunno,soleggiato,10.75,inverno,18
tweed,chiaro,corto,primavera,soleggiato,12.15,autunno,14
poliestere,scuro,corto,inverno,soleggiato,25.65,autunno,17
lino,colorato,corto,autunno,neve,-0.25,inverno,9
cotone,chiaro,medio,autunno,nuvoloso,15.55,primavera,21
lino,colorato,lungo,estate,soleggiato,5.05,primavera,21
tweed,scuro,lungo,autunno_inverno,soleggiato,22.2,primavera,8
poliestere,chiaro,medio,estate,pioggia,14.65,autunno,16
seta,colorato,medio,autunno_inverno,pioggia,17.25,autunno,21
tweed,scuro,medio,primavera,pioggia,2.6,primavera,19
lino,scuro,corto,autunno,nuvoloso,9.55,primavera,9
velluto,chiaro,medio,autunno,pioggia,12.15,autunno,20
lino,chiaro,medio,autunno,soleggiato,28.3,estate,27
tweed,chiaro,medio,primavera,soleggiato,26.1,estate,22
poliestere,chiaro,lungo,primavera,pioggia,19.1,autunno,23
poliestere,scuro,medio,primavera_estate,pioggia,11.1,autunno,17
lino,scuro,medio,inverno,soleggiato,17.4,autunno,19
seta,scuro,corto,primavera,pioggia,21.8,estate,23
cotone,scuro,medio,primavera,pioggia,28.35,estate,25
cotone,chiaro,corto,autunno,soleggiato,25.15,autunno,34
cotone,scuro,medio,estate,soleggiato,1.85,inverno,13
seta,chiaro,medio,primavera,nuvoloso,15.2,primavera,22
seta,colorato,corto,autunno_inverno,nuvoloso,-5.45,inverno,13
raso,colorato,medio,primavera,soleggiato,23.75,estate,25
cotone,scuro,medio,autunno,soleggiato,13.9,primavera,19
tweed,scuro,medio,autunno,soleggiato,8.95,inverno,16
poliestere,chiaro,lungo,autunno_inverno,neve,8.05,inverno,28
cotone,scuro,medio,estate,pioggia,19.05,autunno,19
cotone,colorato,lungo,estate,soleggiato,4.7,inverno,23
tweed,chiaro,medio,estate,soleggiato,22.5,primavera,26
tweed,chiaro,corto,inverno,pioggia,15.95,estate,13
poliestere,scuro,lungo,autunno_inverno,soleggiato,6.15,primavera,24
tweed,chiaro,corto,primavera,soleggiato,6.699999999999999,inverno,14
velluto,scuro,medio,autunno_inverno,nuvoloso,19.45,primavera,15
cotone,colorato,medio,autunno_inverno,soleggiato,15.25,primavera,20
raso,colorato,corto,estate,pioggia,8.55,autunno,7
poliestere,scuro,medio,autunno_inverno,soleggiato,3.6,inverno,18
lino,scuro,lungo,autunno_inverno,pioggia,6.85,primavera,18
cotone,scuro,corto,autunno,nuvoloso,5.25,inverno,17
tweed,chiaro,lungo,estate,pioggia,30.65,estate,13
poliestere,colorato,lungo,primavera_estate,nuvoloso,3.7,autunno,24
lino,scuro,medio,primavera,soleggiato,30.55,autunno,15
cotone,chiaro,corto,estate,soleggiato,30.55,estate,35
poliestere,chiaro,medio,estate,pioggia,29.3,estate,22
velluto,colorato,medio,inverno,pioggia,9.4,autunno,17
seta,chiaro,medio,primavera,soleggiato,-5.8,primavera,14
velluto,chiaro,corto,primavera,soleggiato,18.3,estate,16
cotone,chiaro,corto,inverno,soleggiato,15.65,primavera,17
lino,colorato,medio,autunno_inverno,pioggia,8.649999999999999,autunno,12
seta,chiaro,corto,inverno,nuvoloso,22.9,autunno,23
seta,colorato,medio,estate,soleggiato,16.65,autunno,16
seta,chiaro,medio,primavera,soleggiato,3.0,inverno,10
tweed,colorato,corto,autunno,pioggia,27.95,estate,17
seta,colorato,corto,estate,pioggia,-1.0500000000000005,autunno,8
velluto,colorato,lungo,autunno_inverno,nuvoloso,2.6499999999999995,inverno,29
poliestere,scuro,medio,inverno,neve,1.95,inverno,19
lino,colorato,medio,inverno,soleggiato,13.15,autunno,17
velluto,scuro,medio,autunno,nuvoloso,2.2,inverno,18
raso,scuro,lungo,autunno_inverno,soleggiato,20.8,primavera,12
seta,colorato,corto,autunno,nuvoloso,6.5,primavera,11
cotone,scuro,medio,inverno,pioggia,9.0,inverno,19
cotone,chiaro,lungo,autunno,pioggia,26.75,autunno,23
cotone,colorato,corto,estate,pioggia,10.65,primavera,19
seta,scuro,lungo,autunno,pioggia,17.0,primavera,22
lino,colorato,corto,autunno_inverno,nuvoloso,19.6,autunno,18
cotone,chiaro,corto,autunno_inverno,pioggia,13.65,inverno,20
seta,colorato,corto,primavera_estate,nuvoloso,5.8500000000000005,primavera,14
raso,colorato,lungo,estate,neve,-1.4,inverno,16
lino,scuro,lungo,inverno,neve,3.9,inverno,21
raso,colorato,medio,autunno,pioggia,7.050000000000001,inverno,11
velluto,colorato,medio,autunno_inverno,soleggiato,30.85,estate,12
cotone,colorato,medio,autunno_inverno,pioggia,22.45,autunno,30
cotone,colorato,medio,autunno_inverno,soleggiato,14.35,autunno,22
cotone,chiaro,lungo,estate,pioggia,6.3,primavera,27
tweed,scuro,medio,autunno,soleggiato,28.65,estate,10
raso,colorato,lungo,inverno,pioggia,9.75,inverno,23
cotone,scuro,corto,inverno,pioggia,13.45,estate,15
cotone,scuro,corto,inverno,soleggiato,23.55,estate,15
cotone,colorato,medio,autunno_inverno,nuvoloso,14.2,autunno,22
cotone,chiaro,lungo,autunno_inverno,soleggiato,-2.5500000000000003,inverno,28
velluto,colorato,lungo,estate,soleggiato,24.25,primavera,18
velluto,scuro,corto,estate,nuvoloso,11.6,inverno,12
cotone,colorato,medio,primavera_estate,soleggiato,25.2,estate,26
tweed,colorato,medio,primavera_estate,pioggia,21.2,estate,22
seta,colorato,lungo,autunno,pioggia,25.35,autunno,21
velluto,scuro,lungo,inverno,nuvoloso,10.85,primavera,20
cotone,scuro,corto,primavera_estate,soleggiato,18.9,autunno,18
lino,colorato,corto,primavera,pioggia,5.4,inverno,9
lino,colorato,corto,primavera,nuvoloso,27.2,estate,26
velluto,colorato,lungo,estate,soleggiato,31.6,estate,14
seta,scuro,medio,autunno_inverno,pioggia,14.25,primavera,15
seta,scuro,corto,estate,soleggiato,-4.95,autunno,8
raso,colorato,lungo,autunno,soleggiato,0.2999999999999998,primavera,18
lino,scuro,medio,inverno,pioggia,30.7,estate,18
poliestere,chiaro,lungo,autunno_inverno,pioggia,26.25,autunno,17
poliestere,colorato,medio,primavera,nuvoloso,-0.4000000000000001,inverno,15
raso,scuro,medio,estate,neve,-12.3,inverno,6
cotone,colorato,lungo,autunno_inverno,soleggiato,19.3,autunno,28
poliestere,scuro,lungo,estate,nuvoloso,15.75,primavera,25
poliestere,chiaro,corto,autunno,pioggia,25.9,estate,20
seta,colorato,medio,autunno_inverno,soleggiato,4.45,inverno,13
cotone,scuro,lungo,autunno_inverno,pioggia,14.05,inverno,28
lino,colorato,medio,estate,pioggia,18.2,estate,21
seta,chiaro,lungo,primavera,soleggiato,0.3500000000000001,inverno,20
cotone,scuro,medio,estate,nuvoloso,19.25,autunno,19
raso,chiaro,lungo,primavera_estate,pioggia,9.9,inverno,18
lino,colorato,medio,primavera_estate,pioggia,7.5,autunno,8
cotone,chiaro,medio,estate,soleggiato,12.75,primavera,21
velluto,chiaro,corto,primavera,soleggiato,6.65,inverno,15
poliestere,scuro,corto,autunno_inverno,nuvoloso,11.7,primavera,15
velluto,chiaro,lungo,primavera,neve,3.35,primavera,30
raso,chiaro,lungo,autunno,pioggia,19.7,autunno,23
poliestere,chiaro,medio,primavera,soleggiato,21.6,autunno,29
seta,chiaro,medio,estate,pioggia,24.9,estate,30
tweed,scuro,medio,autunno_inverno,soleggiato,25.700000000000003,estate,9
lino,scuro,lungo,estate,soleggiato,35.5,estate,16
tweed,chiaro,medio,inverno,soleggiato,2.55,inverno,19
cotone,colorato,medio,autunno,nuvoloso,4.8,primavera,15
raso,chiaro,medio,autunno,pioggia,17.4,autunno,19
cotone,colorato,medio,autunno_inverno,pioggia,24.3,autunno,30
cotone,colorato,lungo,inverno,soleggiato,17.8,autunno,27
cotone,chiaro,medio,autunno_inverno,soleggiato,31.25,estate,23
seta,scuro,lungo,estate,soleggiato,3.65,primavera,22
cotone,scuro,corto,primavera_estate,pioggia,15.95,autunno,18
lino,scuro,lungo,primavera,pioggia,25.2,estate,20
tweed,colorato,corto,inverno,soleggiato,29.700000000000003,estate,15
tweed,colorato,medio,autunno_inverno,soleggiato,10.75,primavera,15
