Tipo,Antiscivolo,Impermeabile,Colore,Stagione
scarpa classica,y,n,scuro,inverno
stivaletto alla caviglia,n,n,chiaro,autunno_inverno
scarpa da ginnastica,y,n,chiaro,inverno
stivaletto alla caviglia,n,n,scuro,autunno_inverno
stivaletto alla caviglia,n,y,scuro,inverno
stivaletto alla caviglia,n,n,colorato,autunno_inverno
stivaletto alla caviglia,n,n,chiaro,autunno
stivaletto alla caviglia,n,n,scuro,autunno
stivaletto alla caviglia,n,y,colorato,autunno
scarpa da ginnastica,y,n,chiaro,autunno_inverno
scarpa da ginnastica,y,n,chiaro,primavera_estate
scarpa da ginnastica,y,y,scuro,inverno
stivaletto alla caviglia,n,y,colorato,autunno
stivaletto alla caviglia,n,y,scuro,inverno
stivaletto alla caviglia,n,y,chiaro,autunno
scarpa da ginnastica,n,n,chiaro,all
stivaletto alla caviglia,n,n,scuro,autunno
stivaletto alla caviglia,n,n,chiaro,inverno
stivaletto alla caviglia,n,n,colorato,inverno
stivaletto alla caviglia,n,n,scuro,autunno_inverno
stivaletto alla caviglia,y,y,scuro,autunno_inverno
scarpa classica,n,y,chiaro,inverno
stivaletto alla caviglia,n,y,scuro,autunno
scarpa da ginnastica,n,n,chiaro,estate
scarpe con tacchi,y,n,chiaro,primavera_estate
scarpe con tacchi,y,n,chiaro,inverno
scarpe con tacchi,y,n,scuro,autunno_inverno
scarpa classica,n,n,chiaro,primavera_estate
scarpe con tacchi,y,n,chiaro,estate
scarpe con tacchi,y,n,chiaro,inverno
scarpe con tacchi,n,n,chiaro,autunno_inverno
scarpa classica,y,y,scuro,all
scarpa classica,n,y,scuro,all
scarpa classica,n,n,colorato,inverno
stivaletto alla caviglia,y,y,chiaro,inverno
scarpe con tacchi,n,n,chiaro,autunno_inverno
scarpe aperte,y,n,scuro,estate
scarpe aperte,n,n,colorato,primavera_estate
stivaletto alla caviglia,y,n,colorato,autunno_inverno
scarpa classica,y,y,scuro,all
scarpa classica,y,y,colorato,all
scarpa da ginnastica,y,y,colorato,estate
scarpa da ginnastica,y,y,colorato,autunno_inverno
scarpa da ginnastica,n,n,chiaro,estate
stivaletto alla caviglia,n,n,colorato,inverno
scarpa da ginnastica,n,n,chiaro,all
stivaletto alla caviglia,n,n,scuro,autunno
stivaletto alla caviglia,n,n,scuro,autunno
stivaletto alla caviglia,n,y,colorato,inverno
stivaletto alla caviglia,n,n,scuro,autunno_inverno
stivaletto alla caviglia,n,n,scuro,autunno_inverno
stivaletto alla caviglia,n,n,colorato,autunno
stivaletto alla caviglia,n,n,colorato,autunno
stivaletto alla caviglia,n,n,colorato,autunno
stivaletto alla caviglia,n,n,chiaro,autunno
scarpa da ginnastica,n,n,colorato,estate
scarpa da ginnastica,n,y,chiaro,all
stivaletto alla caviglia,y,n,chiaro,autunno
scarpe con tacchi,n,n,colorato,inverno
stivaletto alla caviglia,y,n,chiaro,autunno_inverno
scarpe aperte,y,n,colorato,primavera_estate
stivaletto alla caviglia,y,y,colorato,autunno_inverno
stivaletto alla caviglia,y,y,colorato,autunno
scarpa da ginnastica,y,n,chiaro,autunno_inverno
scarpa da ginnastica,y,n,colorato,primavera_estate
stivaletto alla caviglia,n,y,colorato,autunno
scarpa da ginnastica,y,n,colorato,autunno_inverno
scarpa da ginnastica,y,n,chiaro,inverno
scarpa da ginnastica,y,n,colorato,estate
scarpa da ginnastica,y,n,chiaro,estate
scarpa da ginnastica,y,n,colorato,autunno_inverno
scarpa da ginnastica,y,y,scuro,primavera_estate
scarpa da ginnastica,n,n,colorato,autunno_inverno
scarpe con tacchi,n,n,chiaro,estate
stivaletto alla caviglia,n,y,colorato,autunno_inverno
stivaletto alla caviglia,n,n,scuro,inverno
stivaletto alla caviglia,n,y,scuro,autunno_inverno
stivaletto alla caviglia,n,y,scuro,inverno
scarpa classica,n,y,chiaro,inverno
scarpa da ginnastica,n,n,scuro,inverno
stivaletto alla caviglia,n,n,scuro,inverno
scarpa da ginnastica,y,n,scuro,estate
stivaletto alla caviglia,y,n,colorato,autunno
stivaletto alla caviglia,y,n,scuro,autunno
stivaletto alla caviglia,y,n,colorato,autunno_inverno
stivaletto alla caviglia,y,n,colorato,autunno_inverno
stivaletto alla caviglia,y,n,colorato,inverno
stivaletto alla caviglia,y,n,colorato,autunno
stivaletto alla caviglia,y,n,chiaro,inverno
stivaletto alla caviglia,n,n,scuro,inverno
stivaletto alla caviglia,y,n,chiaro,autunno
stivaletto alla caviglia,y,n,scuro,autunno_inverno
scarpa da ginnastica,n,n,chiaro,primavera_estate
stivaletto alla caviglia,n,n,chiaro,inverno
stivaletto alla caviglia,y,n,chiaro,inverno
scarpe con tacchi,n,n,scuro,estate
scarpa classica,n,y,colorato,autunno_inverno
scarpa da ginnastica,n,y,chiaro,autunno_inverno
scarpa da ginnastica,n,n,scuro,primavera_estate
scarpa da ginnastica,n,n,chiaro,all
scarpa da ginnastica,n,n,colorato,primavera_estate
scarpa da ginnastica,y,y,chiaro,estate
scarpa da ginnastica,y,y,colorato,inverno
scarpa da ginnastica,n,n,colorato,all
scarpa da ginnastica,y,y,scuro,primavera_estate
scarpa da ginnastica,n,y,colorato,all
scarpa da ginnastica,n,n,scuro,all
scarpa da ginnastica,n,n,colorato,all
scarpa classica,n,n,colorato,all
scarpe aperte,y,n,chiaro,primavera
scarpe aperte,y,n,chiaro,primavera_estate
scarpe aperte,n,n,chiaro,estate
scarpe aperte,n,n,chiaro,primavera
scarpa da ginnastica,y,y,scuro,primavera_estate
stivaletto alla caviglia,n,y,chiaro,autunno_inverno
stivaletto alla caviglia,n,y,scuro,inverno
stivaletto alla caviglia,y,y,scuro,inverno
stivaletto alla caviglia,n,y,colorato,autunno
scarpa da ginnastica,y,n,chiaro,inverno
stivaletto alla caviglia,n,n,colorato,autunno
scarpa da ginnastica,n,y,colorato,autunno_inverno
scarpa da ginnastica,y,y,scuro,all
scarpa da ginnastica,n,y,chiaro,all
scarpe aperte,y,n,chiaro,primavera
scarpe con tacchi,n,n,chiaro,estate
scarpa da ginnastica,y,y,colorato,estate
scarpa da ginnastica,n,n,chiaro,inverno
scarpa da ginnastica,y,n,colorato,estate
scarpa da ginnastica,y,n,colorato,autunno_inverno
scarpa da ginnastica,y,n,colorato,autunno_inverno
scarpa da ginnastica,n,n,chiaro,all
scarpa da ginnastica,y,n,chiaro,estate
scarpa da ginnastica,y,y,scuro,autunno_inverno
scarpa da ginnastica,y,y,colorato,all
scarpa classica,n,y,scuro,inverno
scarpa da ginnastica,y,n,colorato,autunno_inverno
scarpa classica,n,y,chiaro,autunno_inverno
stivaletto alla caviglia,n,y,scuro,inverno
scarpa classica,n,y,scuro,primavera_estate
scarpa da ginnastica,n,y,colorato,primavera_estate
scarpa classica,n,y,scuro,all
anfibi,n,y,scuro,autunno_inverno
scarpa da ginnastica,n,y,chiaro,inverno
stivaletto alla caviglia,y,y,colorato,autunno_inverno
scarpa da ginnastica,n,n,colorato,inverno
scarpa da ginnastica,y,n,scuro,autunno_inverno
scarpa da ginnastica,y,n,scuro,estate
scarpe aperte,n,n,scuro,primavera
stivaletto alla caviglia,n,n,scuro,autunno_inverno
scarpa da ginnastica,y,n,colorato,estate
scarpa da ginnastica,y,n,scuro,primavera_estate
stivaletto alla caviglia,n,y,scuro,autunno
scarpa da ginnastica,y,y,colorato,inverno
scarpe con tacchi,n,n,chiaro,autunno_inverno
scarpa da ginnastica,n,n,colorato,primavera_estate
scarpa da ginnastica,y,n,colorato,autunno_inverno
scarpa da ginnastica,y,n,scuro,primavera_estate
scarpa da ginnastica,y,n,chiaro,autunno_inverno
scarpa da ginnastica,n,n,chiaro,autunno_inverno
scarpa da ginnastica,y,y,chiaro,inverno
scarpa da ginnastica,y,n,scuro,inverno
scarpa da ginnastica,n,n,scuro,autunno_inverno
scarpa da ginnastica,n,n,colorato,estate
scarpa da ginnastica,n,y,scuro,primavera_estate
scarpa da ginnastica,y,n,chiaro,all
scarpa da ginnastica,n,y,colorato,primavera_estate
scarpa da ginnastica,y,n,chiaro,estate
scarpa da ginnastica,n,n,chiaro,all
scarpa da ginnastica,y,n,scuro,autunno_inverno
scarpa da ginnastica,y,y,chiaro,estate
scarpe con tacchi,n,n,colorato,estate
stivaletto alla caviglia,n,y,colorato,autunno_inverno
scarpa da ginnastica,y,n,scuro,all
scarpa da ginnastica,y,y,colorato,inverno
scarpa da ginnastica,y,n,scuro,estate
scarpa da ginnastica,n,y,chiaro,primavera_estate
scarpa da ginnastica,y,n,scuro,autunno_inverno
scarpa da ginnastica,n,y,scuro,inverno
scarpa da ginnastica,y,n,colorato,all
scarpa da ginnastica,n,y,chiaro,autunno_inverno
scarpa da ginnastica,n,y,scuro,primavera_estate
scarpa da ginnastica,y,y,colorato,all
scarpa da ginnastica,y,n,colorato,inverno
scarpa da ginnastica,n,n,chiaro,all
scarpa da ginnastica,n,n,scuro,estate
scarpa classica,n,y,chiaro,primavera_estate
scarpa da ginnastica,y,n,scuro,estate
scarpa da ginnastica,n,n,colorato,autunno_inverno
scarpa da ginnastica,n,y,scuro,estate
scarpa da ginnastica,y,y,chiaro,primavera_estate
scarpa da ginnastica,y,y,colorato,inverno
stivaletto alla caviglia,y,y,chiaro,autunno_inverno
stivaletto alla caviglia,y,y,colorato,autunno
scarpa classica,n,y,chiaro,autunno_inverno
scarpa da ginnastica,y,y,chiaro,inverno
anfibi,y,y,chiaro,autunno
scarpe aperte,n,n,scuro,estate
stivaletto alla caviglia,y,n,colorato,autunno
scarpa da ginnastica,n,y,scuro,inverno
scarpa da ginnastica,y,y,colorato,all
scarpa da ginnastica,y,y,colorato,autunno_inverno
anfibi,n,y,chiaro,autunno
scarpa da ginnastica,y,y,chiaro,inverno
scarpa classica,y,y,chiaro,primavera_estate
scarpa classica,y,n,colorato,primavera_estate
scarpa da ginnastica,y,y,scuro,primavera_estate
anfibi,n,y,scuro,autunno
scarpa da ginnastica,n,n,colorato,all
scarpa da ginnastica,n,y,chiaro,all
stivaletto alla caviglia,n,y,chiaro,inverno
scarpe con tacchi,n,n,chiaro,inverno
stivaletto alla caviglia,y,y,colorato,autunno
anfibi,y,n,colorato,autunno_inverno
anfibi,n,n,colorato,autunno
stivaletto alla caviglia,y,y,colorato,autunno
scarpa da ginnastica,n,n,chiaro,primavera_estate
scarpa da ginnastica,n,y,colorato,estate
scarpa da ginnastica,y,n,chiaro,estate
scarpa da ginnastica,y,n,scuro,primavera_estate
scarpa da ginnastica,y,y,scuro,primavera_estate
scarpa da ginnastica,y,y,colorato,estate
scarpa da ginnastica,y,n,colorato,primavera_estate
scarpa da ginnastica,y,n,colorato,estate
scarpa da ginnastica,y,n,chiaro,all
scarpa da ginnastica,n,n,scuro,autunno_inverno
scarpa da ginnastica,n,n,scuro,inverno
scarpa da ginnastica,n,n,scuro,primavera_estate
scarpa da ginnastica,y,n,chiaro,estate
stivaletto alla caviglia,n,y,scuro,autunno_inverno
scarpa da ginnastica,n,n,scuro,inverno
scarpa da ginnastica,y,n,chiaro,all
scarpe aperte,y,n,colorato,estate
scarpa da ginnastica,y,y,scuro,all
scarpa da ginnastica,y,y,scuro,primavera_estate
stivaletto alla caviglia,y,n,colorato,autunno_inverno
scarpa da ginnastica,y,n,scuro,primavera_estate
scarpa da ginnastica,y,n,colorato,inverno
scarpa da ginnastica,y,n,scuro,autunno_inverno
scarpe con tacchi,n,n,scuro,estate
stivaletto alla caviglia,n,n,colorato,autunno_inverno
scarpa da ginnastica,y,n,scuro,estate
scarpa da ginnastica,y,n,chiaro,autunno_inverno
scarpe con tacchi,y,n,scuro,estate
scarpe con tacchi,y,n,scuro,estate
scarpa da ginnastica,y,n,colorato,inverno
scarpe aperte,n,n,colorato,estate
scarpa da ginnastica,y,y,colorato,autunno_inverno
scarpa da ginnastica,n,y,chiaro,autunno_inverno
anfibi,n,y,scuro,autunno_inverno
anfibi,n,y,chiaro,autunno_inverno
scarpa da ginnastica,y,n,colorato,inverno
scarpa da ginnastica,y,y,chiaro,primavera_estate
scarpa da ginnastica,y,y,chiaro,primavera_estate
scarpa da ginnastica,y,y,colorato,primavera_estate
anfibi,n,y,colorato,autunno_inverno
scarpa da ginnastica,n,n,chiaro,all
stivaletto alla caviglia,y,y,chiaro,autunno
scarpa da ginnastica,y,n,chiaro,primavera_estate
scarpa da ginnastica,n,n,chiaro,primavera_estate
scarpa da ginnastica,y,n,chiaro,estate
scarpa da ginnastica,y,y,colorato,primavera_estate
scarpa da ginnastica,n,n,scuro,inverno
scarpa da ginnastica,y,n,scuro,autunno_inverno
stivaletto alla caviglia,y,n,colorato,inverno
stivaletto alla caviglia,n,n,chiaro,inverno
scarpa da ginnastica,n,n,chiaro,estate
scarpa da ginnastica,y,y,scuro,primavera_estate
scarpe aperte,n,n,scuro,primavera
scarpe con tacchi,n,n,chiaro,estate
scarpa da ginnastica,n,n,colorato,autunno_inverno
scarpa classica,n,y,chiaro,inverno
scarpa classica,n,y,colorato,primavera_estate
stivaletto alla caviglia,n,y,chiaro,inverno
scarpa da ginnastica,y,y,scuro,autunno_inverno
scarpa da ginnastica,n,y,colorato,primavera_estate
scarpa da ginnastica,n,y,scuro,autunno_inverno
scarpa da ginnastica,n,y,scuro,inverno
stivaletto alla caviglia,y,n,colorato,inverno
stivaletto alla caviglia,n,y,chiaro,inverno
scarpa da ginnastica,y,y,chiaro,primavera_estate
stivaletto alla caviglia,y,y,scuro,autunno_inverno
scarpa da ginnastica,n,n,chiaro,primavera_estate
scarpa da ginnastica,n,y,colorato,autunno_inverno
scarpa da ginnastica,n,y,chiaro,estate
scarpa da ginnastica,y,n,colorato,estate
scarpa da ginnastica,y,y,scuro,autunno_inverno
scarpa da ginnastica,y,n,colorato,all
stivaletto alla caviglia,n,n,chiaro,inverno
scarpa da ginnastica,y,n,chiaro,inverno
stivaletto alla caviglia,y,n,chiaro,inverno
scarpa da ginnastica,y,n,chiaro,primavera_estate
stivaletto alla caviglia,n,n,chiaro,autunno_inverno
scarpa da ginnastica,n,n,chiaro,primavera_estate
scarpa classica,n,n,scuro,inverno
scarpe aperte,y,n,scuro,primavera
scarpa da ginnastica,y,y,chiaro,autunno_inverno
scarpa da ginnastica,y,n,scuro,autunno_inverno
scarpa da ginnastica,y,n,chiaro,inverno
scarpa classica,n,n,colorato,primavera_estate
scarpa da ginnastica,y,y,chiaro,inverno
scarpa classica,n,n,chiaro,inverno
scarpa da ginnastica,y,y,chiaro,inverno
scarpa da ginnastica,y,n,chiaro,inverno
scarpa da ginnastica,y,y,chiaro,autunno_inverno
scarpa da ginnastica,y,y,scuro,all
scarpa da ginnastica,n,n,colorato,autunno_inverno
scarpa da ginnastica,y,n,scuro,estate
scarpa da ginnastica,n,y,colorato,primavera_estate
stivaletto alla caviglia,n,y,chiaro,autunno
stivaletto alla caviglia,y,n,scuro,inverno
stivaletto alla caviglia,n,y,chiaro,autunno_inverno
stivaletto alla caviglia,n,n,chiaro,inverno
stivaletto alla caviglia,n,n,chiaro,autunno_inverno
scarpe aperte,n,n,chiaro,primavera
scarpa classica,y,y,colorato,autunno_inverno
scarpa da ginnastica,y,y,colorato,estate
stivaletto alla caviglia,n,y,chiaro,autunno_inverno
scarpa da ginnastica,y,n,colorato,autunno_inverno
scarpa da ginnastica,y,n,colorato,primavera_estate
scarpa da ginnastica,y,n,colorato,estate
stivaletto alla caviglia,y,n,scuro,autunno
stivaletto alla caviglia,y,n,scuro,autunno
scarpa da ginnastica,y,n,scuro,autunno_inverno
stivaletto alla caviglia,y,y,colorato,autunno
stivaletto alla caviglia,y,y,colorato,inverno
scarpa classica,n,y,scuro,autunno_inverno
scarpa da ginnastica,y,n,scuro,inverno
scarpa da ginnastica,y,n,scuro,primavera_estate
stivaletto alla caviglia,n,y,scuro,inverno
scarpe aperte,n,n,chiaro,primavera_estate
stivaletto alla caviglia,y,y,scuro,autunno_inverno
scarpa classica,y,n,chiaro,primavera_estate
scarpa da ginnastica,y,n,chiaro,primavera_estate
scarpe aperte,n,n,chiaro,primavera_estate
scarpe aperte,y,n,chiaro,primavera
scarpe aperte,n,n,colorato,primavera
stivaletto alla caviglia,n,n,chiaro,autunno_inverno
stivaletto alla caviglia,n,y,colorato,autunno
scarpa da ginnastica,n,n,colorato,estate
scarpa da ginnastica,y,y,scuro,primavera_estate
scarpe aperte,y,n,colorato,estate
scarpe con tacchi,n,n,chiaro,inverno
scarpe aperte,n,n,chiaro,estate
scarpe aperte,n,n,scuro,primavera
scarpe con tacchi,n,n,scuro,autunno_inverno
scarpa classica,n,y,scuro,autunno_inverno
stivaletto alla caviglia,n,y,scuro,autunno
scarpa da ginnastica,y,y,chiaro,primavera_estate
scarpa da ginnastica,y,y,scuro,all
scarpa classica,n,y,chiaro,inverno
scarpa classica,n,y,chiaro,primavera_estate
scarpa classica,y,y,colorato,autunno_inverno
scarpa classica,n,y,chiaro,primavera_estate
stivaletto alla caviglia,n,n,colorato,autunno
stivaletto alla caviglia,y,y,chiaro,autunno
scarpa da ginnastica,y,n,colorato,autunno_inverno
stivaletto alla caviglia,y,y,scuro,inverno
scarpa da ginnastica,y,y,colorato,autunno_inverno
anfibi,y,n,chiaro,autunno_inverno
stivaletto alla caviglia,n,y,colorato,autunno_inverno
scarpa da ginnastica,y,n,chiaro,inverno
scarpa da ginnastica,y,n,chiaro,all
scarpa da ginnastica,y,n,colorato,estate
scarpa da ginnastica,y,n,chiaro,primavera_estate
scarpa da ginnastica,n,n,chiaro,inverno
scarpa da ginnastica,y,n,colorato,autunno_inverno
scarpa da ginnastica,y,n,chiaro,all
scarpa da ginnastica,y,y,chiaro,primavera_estate
scarpa da ginnastica,n,y,chiaro,inverno
scarpa da ginnastica,y,y,colorato,inverno
stivaletto alla caviglia,n,n,chiaro,inverno
stivaletto alla caviglia,y,n,scuro,autunno_inverno
stivaletto alla caviglia,n,n,colorato,autunno
anfibi,n,y,colorato,autunno_inverno
scarpe aperte,y,n,colorato,primavera_estate
scarpe aperte,y,n,scuro,estate
scarpe aperte,y,n,chiaro,primavera_estate
scarpa da ginnastica,n,n,colorato,all
stivaletto alla caviglia,y,y,scuro,autunno_inverno
scarpa classica,n,y,colorato,all
stivaletto alla caviglia,y,y,chiaro,autunno_inverno
stivaletto alla caviglia,y,y,chiaro,autunno_inverno
stivaletto alla caviglia,y,y,scuro,autunno
stivaletto alla caviglia,y,y,chiaro,autunno
stivaletto alla caviglia,n,y,chiaro,inverno
stivaletto alla caviglia,y,y,chiaro,autunno
scarpa da ginnastica,n,y,scuro,primavera_estate
scarpa classica,n,y,scuro,primavera_estate
stivaletto alla caviglia,n,y,colorato,autunno_inverno
scarpa da ginnastica,y,y,colorato,inverno
scarpa da ginnastica,n,n,colorato,primavera_estate
scarpa da ginnastica,n,y,colorato,inverno
scarpa da ginnastica,y,n,scuro,estate
scarpa da ginnastica,y,y,chiaro,estate
stivaletto alla caviglia,y,y,chiaro,inverno
stivaletto alla caviglia,n,y,chiaro,autunno_inverno
stivaletto alla caviglia,n,y,colorato,inverno
stivaletto alla caviglia,y,y,scuro,autunno
stivaletto alla caviglia,y,y,scuro,inverno
scarpa da ginnastica,n,n,colorato,all
stivaletto alla caviglia,n,y,chiaro,inverno
stivaletto alla caviglia,y,y,scuro,autunno
scarpa da ginnastica,n,y,colorato,all
stivaletto alla caviglia,y,y,colorato,autunno_inverno
scarpa da ginnastica,n,n,chiaro,inverno
scarpa da ginnastica,n,n,colorato,autunno_inverno
scarpa classica,y,n,scuro,primavera_estate
scarpa da ginnastica,y,n,colorato,primavera_estate
stivaletto alla caviglia,n,y,chiaro,autunno_inverno
stivaletto alla caviglia,n,y,chiaro,inverno
scarpe aperte,n,n,scuro,primavera
scarpa da ginnastica,n,y,chiaro,inverno
scarpe con tacchi,n,n,scuro,primavera_estate
scarpa classica,n,y,chiaro,primavera_estate
scarpa da ginnastica,n,y,colorato,inverno
scarpe con tacchi,n,n,scuro,autunno_inverno
scarpe con tacchi,n,n,chiaro,inverno
scarpa da ginnastica,n,n,colorato,primavera_estate
scarpa da ginnastica,n,y,scuro,primavera_estate
scarpa da ginnastica,y,n,colorato,all
scarpa da ginnastica,n,y,colorato,estate
scarpa da ginnastica,n,n,chiaro,primavera_estate
scarpa da ginnastica,n,n,colorato,estate
stivaletto alla caviglia,y,y,colorato,autunno
scarpe con tacchi,y,n,colorato,autunno_inverno
stivali,y,y,scuro,autunno_inverno
stivaletto alla caviglia,y,n,chiaro,autunno
scarpe con tacchi,y,n,scuro,autunno_inverno
scarpe con tacchi,y,n,chiaro,estate
scarpa da ginnastica,y,y,chiaro,all
scarpa da ginnastica,n,y,scuro,autunno_inverno
scarpa da ginnastica,n,y,colorato,estate
stivaletto alla caviglia,y,y,scuro,autunno
stivaletto alla caviglia,n,y,chiaro,inverno
scarpa da ginnastica,n,y,colorato,all
scarpe con tacchi,n,n,chiaro,primavera_estate
scarpe con tacchi,n,n,scuro,inverno
stivaletto alla caviglia,y,y,chiaro,autunno_inverno
stivaletto alla caviglia,n,y,chiaro,autunno_inverno
scarpa classica,n,y,chiaro,all
stivaletto alla caviglia,n,y,colorato,autunno_inverno
stivaletto alla caviglia,n,y,colorato,autunno_inverno
scarpa da ginnastica,n,n,colorato,inverno
scarpe con tacchi,y,n,scuro,estate
stivaletto alla caviglia,n,y,colorato,autunno
scarpa da ginnastica,n,n,chiaro,autunno_inverno
stivaletto alla caviglia,n,n,colorato,autunno_inverno
scarpa classica,y,y,scuro,autunno_inverno
scarpa classica,y,y,colorato,all
scarpa da ginnastica,y,y,scuro,inverno
stivaletto alla caviglia,n,y,chiaro,autunno
scarpa da ginnastica,y,n,scuro,autunno_inverno
scarpa da ginnastica,y,n,colorato,primavera_estate
scarpa classica,n,y,chiaro,autunno_inverno
scarpa da ginnastica,n,n,scuro,primavera_estate
scarpa da ginnastica,y,n,chiaro,autunno_inverno
scarpa da ginnastica,y,y,colorato,estate
scarpa da ginnastica,y,y,scuro,primavera_estate
scarpa da ginnastica,n,n,chiaro,autunno_inverno
scarpa da ginnastica,n,y,chiaro,estate
scarpa da ginnastica,n,y,colorato,autunno_inverno
anfibi,n,y,chiaro,autunno_inverno
scarpa da ginnastica,n,n,colorato,autunno_inverno
scarpa classica,n,n,colorato,primavera_estate
scarpe con tacchi,n,n,chiaro,primavera_estate
scarpa da ginnastica,n,n,scuro,inverno
scarpe con tacchi,n,n,scuro,estate
scarpa da ginnastica,y,n,scuro,autunno_inverno
scarpe con tacchi,n,n,colorato,autunno_inverno
scarpa da ginnastica,n,n,chiaro,autunno_inverno
scarpa da ginnastica,y,n,chiaro,all
scarpa da ginnastica,y,n,chiaro,autunno_inverno
scarpa da ginnastica,y,y,colorato,all
scarpe con tacchi,n,n,scuro,estate
scarpa da ginnastica,y,n,colorato,autunno_inverno
scarpa da ginnastica,y,n,chiaro,inverno
scarpa classica,n,y,colorato,inverno
scarpa da ginnastica,y,y,chiaro,all
scarpa da ginnastica,y,n,colorato,estate
scarpa da ginnastica,y,n,colorato,inverno
scarpa da ginnastica,n,n,chiaro,inverno
scarpa da ginnastica,y,n,colorato,primavera_estate
scarpa da ginnastica,n,n,chiaro,primavera_estate
scarpa da ginnastica,n,n,chiaro,estate
scarpa da ginnastica,n,y,scuro,estate
scarpa classica,n,n,chiaro,inverno
scarpa da ginnastica,y,y,chiaro,inverno
scarpa da ginnastica,y,y,scuro,inverno
scarpa da ginnastica,y,y,colorato,primavera_estate
scarpa da ginnastica,y,y,scuro,autunno_inverno
scarpa da ginnastica,y,y,scuro,autunno_inverno
scarpa da ginnastica,n,n,colorato,autunno_inverno
scarpa da ginnastica,n,n,scuro,estate
scarpa da ginnastica,n,n,chiaro,all
scarpa da ginnastica,n,n,chiaro,inverno
scarpa da ginnastica,y,n,scuro,inverno
scarpa da ginnastica,y,y,colorato,all
scarpa da ginnastica,y,n,chiaro,autunno_inverno
scarpa da ginnastica,y,y,scuro,primavera_estate
scarpa da ginnastica,y,n,colorato,all
scarpa da ginnastica,y,n,chiaro,estate
anfibi,n,n,scuro,autunno
anfibi,n,n,chiaro,autunno_inverno
scarpa da ginnastica,y,n,chiaro,all
stivaletto alla caviglia,n,y,chiaro,autunno
stivaletto alla caviglia,n,n,scuro,autunno_inverno
stivaletto alla caviglia,n,n,scuro,autunno
scarpa da ginnastica,n,y,scuro,inverno
scarpe con tacchi,n,n,chiaro,inverno
scarpe con tacchi,n,n,scuro,autunno_inverno
scarpe aperte,y,n,chiaro,estate
scarpa da ginnastica,y,n,scuro,autunno_inverno
scarpe aperte,n,n,scuro,primavera_estate
stivaletto alla caviglia,y,y,colorato,autunno
stivaletto alla caviglia,y,y,colorato,autunno
scarpa da ginnastica,y,y,scuro,inverno
scarpe aperte,n,n,colorato,primavera
scarpa classica,y,y,chiaro,autunno_inverno
scarpa classica,y,y,chiaro,primavera_estate
scarpa classica,y,y,colorato,all
stivaletto alla caviglia,n,y,colorato,inverno
scarpa classica,n,n,chiaro,all
scarpa classica,n,y,colorato,autunno_inverno
scarpa classica,n,y,scuro,inverno
stivaletto alla caviglia,n,n,scuro,inverno
scarpa da ginnastica,n,n,colorato,inverno
scarpa da ginnastica,n,n,scuro,estate
scarpa da ginnastica,n,n,chiaro,all
scarpa da ginnastica,n,n,chiaro,primavera_estate
scarpe con tacchi,n,n,colorato,estate
scarpe con tacchi,n,n,chiaro,primavera_estate
scarpe con tacchi,n,n,chiaro,autunno_inverno
scarpe con tacchi,n,n,chiaro,autunno_inverno
stivaletto alla caviglia,n,n,colorato,autunno
scarpa da ginnastica,n,n,scuro,all
scarpa da ginnastica,y,n,scuro,inverno
scarpa da ginnastica,y,n,chiaro,estate
scarpa da ginnastica,y,y,chiaro,all
scarpa da ginnastica,y,y,colorato,primavera_estate
scarpa da ginnastica,y,y,chiaro,inverno
scarpa da ginnastica,y,y,colorato,primavera_estate
scarpa da ginnastica,y,y,chiaro,all
stivaletto alla caviglia,n,n,scuro,inverno
scarpa da ginnastica,n,n,chiaro,all
scarpa da ginnastica,y,n,chiaro,primavera_estate
scarpa da ginnastica,n,y,chiaro,primavera_estate
scarpa da ginnastica,y,y,chiaro,inverno
scarpa da ginnastica,n,n,colorato,primavera_estate
scarpa classica,y,y,chiaro,all
scarpa classica,y,y,chiaro,autunno_inverno
scarpe aperte,y,n,colorato,primavera
scarpa da ginnastica,n,y,scuro,autunno_inverno
stivaletto alla caviglia,n,y,chiaro,autunno_inverno
stivaletto alla caviglia,n,y,scuro,autunno_inverno
scarpe con tacchi,y,n,colorato,autunno_inverno
scarpe con tacchi,n,n,colorato,autunno_inverno
stivaletto alla caviglia,y,y,colorato,autunno_inverno
stivaletto alla caviglia,y,y,colorato,inverno
scarpe con tacchi,n,n,colorato,estate
scarpa da ginnastica,n,n,colorato,all
scarpa da ginnastica,n,n,colorato,autunno_inverno
stivaletto alla caviglia,n,y,scuro,inverno
stivaletto alla caviglia,y,y,colorato,inverno
scarpa da ginnastica,y,y,scuro,estate
scarpa da ginnastica,y,y,chiaro,autunno_inverno
scarpa da ginnastica,y,y,chiaro,autunno_inverno
stivaletto alla caviglia,y,y,scuro,autunno_inverno
stivaletto alla caviglia,n,y,chiaro,inverno
stivaletto alla caviglia,y,n,colorato,autunno
scarpe con tacchi,n,n,colorato,inverno
scarpa da ginnastica,y,n,colorato,all
scarpa da ginnastica,y,y,colorato,all
scarpa da ginnastica,y,y,chiaro,all
scarpa da ginnastica,y,n,chiaro,estate
scarpa da ginnastica,y,y,scuro,inverno
scarpa da ginnastica,y,y,colorato,autunno_inverno
stivaletto alla caviglia,n,n,chiaro,inverno
stivaletto alla caviglia,n,y,chiaro,autunno_inverno
stivaletto alla caviglia,n,y,scuro,inverno
scarpa da ginnastica,n,n,chiaro,all
