Materiale,Colore,Manica,Stagione,time,Meteo,TemperaturaPercepita,StagionePrevisione,Mese,Punteggio
poliestere,scuro,corta,estate,2022-03-02,nuvoloso,2.05,primavera,marzo,17
cotone,scuro,corta,estate,2022-08-04,soleggiato,29.3,estate,agosto,24
cotone,colorato,corta,estate,2022-11-17,neve,7.300000000000001,autunno,novembre,13
cotone,scuro,lunga,primavera_estate,2022-07-27,pioggia,26.8,estate,luglio,22
poliestere,chiaro,corta,estate,2022-10-20,pioggia,17.0,autunno,ottobre,15
poliestere,scuro,corta,estate,2022-04-07,pioggia,13.65,primavera,aprile,18
cotone,scuro,lunga,estate,2022-10-21,soleggiato,18.85,autunno,ottobre,23
poliestere,colorato,lunga,primavera_estate,2022-01-06,pioggia,9.6,inverno,gennaio,24
cotone,scuro,lunga,autunno,2022-07-26,pioggia,27.2,estate,luglio,19
cotone,colorato,corta,estate,2022-01-14,soleggiato,0.1999999999999997,inverno,gennaio,13
poliestere,scuro,lunga,autunno,2022-07-30,pioggia,24.15,estate,luglio,19
cotone,scuro,corta,estate,2022-04-13,soleggiato,12.0,primavera,aprile,19
poliestere,scuro,lunga,autunno,2022-11-03,pioggia,15.8,autunno,novembre,27
poliestere,scuro,lunga,estate,2022-05-03,pioggia,14.85,primavera,maggio,26
poliestere,scuro,lunga,estate,2022-04-22,neve,11.45,primavera,aprile,26
poliestere,scuro,lunga,estate,2022-05-26,pioggia,24.35,primavera,maggio,21
poliestere,scuro,lunga,primavera_estate,2022-08-02,pioggia,25.3,estate,agosto,17
cotone,scuro,lunga,autunno,2022-11-06,soleggiato,9.85,autunno,novembre,29
poliestere,scuro,lunga,primavera_estate,2022-07-01,pioggia,30.9,estate,luglio,14
poliestere,colorato,lunga,estate,2022-05-12,pioggia,14.6,primavera,maggio,26
poliestere,scuro,corta,estate,2022-02-06,pioggia,9.45,inverno,febbraio,13
cotone,chiaro,corta,estate,2022-09-14,soleggiato,30.0,autunno,settembre,29
poliestere,colorato,lunga,autunno,2022-10-16,nuvoloso,22.05,autunno,ottobre,23
poliestere,colorato,corta,estate,2022-03-14,soleggiato,4.5,primavera,marzo,17
cotone,scuro,lunga,autunno,2022-12-10,nuvoloso,2.5500000000000003,inverno,dicembre,27
poliestere,chiaro,lunga,estate,2022-05-04,soleggiato,19.7,primavera,maggio,25
poliestere,scuro,corta,estate,2022-03-06,soleggiato,1.1999999999999995,primavera,marzo,17
raso,scuro,lunga,autunno,2022-04-20,neve,8.1,primavera,aprile,19
poliestere,scuro,lunga,estate,2022-10-09,pioggia,15.55,autunno,ottobre,21
poliestere,scuro,lunga,primavera_estate,2022-09-29,pioggia,12.85,autunno,settembre,23
poliestere,scuro,corta,estate,2022-12-25,soleggiato,10.75,inverno,dicembre,14
velluto,scuro,lunga,all,2022-12-05,pioggia,11.85,inverno,dicembre,23
poliestere,scuro,corta,estate,2022-11-05,pioggia,14.45,autunno,novembre,14
cotone,scuro,lunga,primavera_estate,2022-07-01,pioggia,28.1,estate,luglio,22
poliestere,chiaro,corta,estate,2022-11-17,pioggia,16.65,autunno,novembre,15
cotone,colorato,corta,estate,2022-09-12,nuvoloso,18.75,autunno,settembre,17
poliestere,colorato,lunga,primavera_estate,2022-04-15,soleggiato,13.2,primavera,aprile,27
poliestere,colorato,lunga,autunno,2022-09-27,pioggia,17.55,autunno,settembre,27
poliestere,scuro,lunga,estate,2022-01-06,pioggia,3.1,inverno,gennaio,23
cotone,colorato,lunga,primavera_estate,2022-10-21,pioggia,18.8,autunno,ottobre,24
cotone,scuro,lunga,autunno,2022-06-22,soleggiato,25.6,estate,giugno,14
poliestere,scuro,corta,estate,2022-03-20,pioggia,5.85,primavera,marzo,17
cotone,chiaro,lunga,primavera_estate,2022-09-19,pioggia,18.55,autunno,settembre,24
raso,colorato,lunga,estate,2022-11-06,soleggiato,8.55,autunno,novembre,17
poliestere,chiaro,lunga,primavera_estate,2022-12-21,pioggia,-4.4,inverno,dicembre,24
poliestere,chiaro,lunga,primavera_estate,2022-02-23,soleggiato,4.15,inverno,febbraio,24
cotone,scuro,lunga,primavera_estate,2022-04-07,pioggia,8.5,primavera,aprile,28
poliestere,colorato,lunga,autunno,2022-02-08,soleggiato,5.85,inverno,febbraio,27
cotone,scuro,corta,estate,2022-09-23,soleggiato,16.7,autunno,settembre,17
cotone,scuro,corta,estate,2022-10-27,soleggiato,15.55,autunno,ottobre,17
poliestere,colorato,corta,estate,2022-01-28,nuvoloso,5.95,inverno,gennaio,13
cotone,scuro,lunga,autunno,2022-06-09,pioggia,22.25,estate,giugno,22
cotone,colorato,lunga,primavera_estate,2022-06-16,soleggiato,29.6,estate,giugno,22
poliestere,colorato,corta,primavera_estate,2022-01-09,pioggia,8.75,inverno,gennaio,14
poliestere,chiaro,lunga,estate,2022-10-02,soleggiato,17.799999999999997,autunno,ottobre,21
poliestere,colorato,corta,estate,2022-12-13,neve,-4.6,inverno,dicembre,13
cotone,scuro,lunga,estate,2022-02-27,pioggia,7.05,inverno,febbraio,23
poliestere,colorato,lunga,autunno,2022-11-25,pioggia,7.6,autunno,novembre,29
cotone,colorato,corta,estate,2022-07-11,pioggia,13.9,estate,luglio,21
poliestere,scuro,corta,all,2022-03-25,soleggiato,10.4,primavera,marzo,17
poliestere,colorato,lunga,primavera,2022-09-23,soleggiato,21.5,autunno,settembre,19
poliestere,scuro,lunga,autunno,2022-08-08,pioggia,32.4,estate,agosto,11
poliestere,scuro,lunga,primavera_estate,2022-07-04,pioggia,30.950000000000003,estate,luglio,14
poliestere,scuro,lunga,estate,2022-03-15,pioggia,8.45,primavera,marzo,27
poliestere,chiaro,lunga,estate,2022-09-01,pioggia,25.700000000000003,autunno,settembre,12
cotone,scuro,lunga,estate,2022-06-02,soleggiato,25.55,estate,giugno,18
poliestere,scuro,lunga,primavera,2022-08-22,soleggiato,26.8,estate,agosto,11
poliestere,chiaro,lunga,primavera_estate,2022-04-18,soleggiato,9.4,primavera,aprile,28
cotone,chiaro,corta,estate,2022-10-15,nuvoloso,17.450000000000003,autunno,ottobre,17
poliestere,colorato,corta,estate,2022-04-15,pioggia,6.15,primavera,aprile,17
poliestere,scuro,lunga,autunno,2022-06-20,soleggiato,30.200000000000003,estate,giugno,6
poliestere,scuro,lunga,estate,2022-12-05,pioggia,13.0,inverno,dicembre,22
cotone,scuro,lunga,primavera_estate,2022-10-08,soleggiato,18.6,autunno,ottobre,24
poliestere,chiaro,lunga,primavera,2022-10-11,soleggiato,15.6,autunno,ottobre,23
poliestere,chiaro,lunga,primavera,2022-05-08,pioggia,10.3,primavera,maggio,28
poliestere,colorato,corta,estate,2022-12-06,nuvoloso,4.55,inverno,dicembre,13
poliestere,colorato,lunga,autunno,2022-12-16,pioggia,19.65,inverno,dicembre,25
cotone,chiaro,corta,estate,2022-06-30,soleggiato,30.3,estate,giugno,35
raso,colorato,lunga,estate,2022-01-23,soleggiato,3.55,inverno,gennaio,16
poliestere,colorato,corta,estate,2022-04-14,soleggiato,12.75,primavera,aprile,18
raso,colorato,lunga,estate,2022-08-05,soleggiato,32.0,estate,agosto,19
poliestere,scuro,lunga,autunno,2022-10-27,soleggiato,18.8,autunno,ottobre,27
poliestere,scuro,lunga,estate,2022-07-07,pioggia,34.85,estate,luglio,15
cotone,colorato,lunga,estate,2022-03-08,soleggiato,1.65,primavera,marzo,27
cotone,colorato,lunga,primavera_estate,2022-05-19,soleggiato,20.25,primavera,maggio,25
raso,chiaro,corta,estate,2022-11-10,pioggia,5.0,autunno,novembre,7
cotone,chiaro,lunga,estate,2022-04-10,pioggia,7.1,primavera,aprile,27
cotone,colorato,lunga,autunno,2022-02-03,nuvoloso,5.050000000000001,inverno,febbraio,27
cotone,colorato,lunga,estate,2022-11-08,soleggiato,15.5,autunno,novembre,23
cotone,scuro,lunga,autunno,2022-10-12,pioggia,14.65,autunno,ottobre,29
poliestere,colorato,corta,estate,2022-03-19,pioggia,7.85,primavera,marzo,17
poliestere,colorato,lunga,autunno,2022-03-30,neve,0.5,primavera,marzo,25
cotone,colorato,lunga,estate,2022-07-30,soleggiato,23.6,estate,luglio,26
poliestere,scuro,lunga,primavera,2022-06-29,soleggiato,30.5,estate,giugno,8
poliestere,chiaro,corta,estate,2022-06-23,pioggia,27.65,estate,giugno,24
velluto,scuro,lunga,autunno_inverno,2022-01-03,nuvoloso,-1.9,inverno,gennaio,29
poliestere,scuro,lunga,primavera_estate,2022-07-29,soleggiato,36.45,estate,luglio,9
poliestere,colorato,lunga,primavera_estate,2022-12-15,neve,-1.7,inverno,dicembre,24
poliestere,scuro,lunga,primavera_estate,2022-08-30,soleggiato,25.450000000000003,estate,agosto,12
poliestere,colorato,lunga,autunno_inverno,2022-06-05,pioggia,28.05,estate,giugno,13
poliestere,chiaro,lunga,primavera_estate,2022-03-09,pioggia,0.75,primavera,marzo,28
poliestere,scuro,lunga,estate,2022-10-05,pioggia,17.450000000000003,autunno,ottobre,21
poliestere,colorato,lunga,estate,2022-01-06,pioggia,2.85,inverno,gennaio,23
cotone,scuro,lunga,autunno,2022-07-18,soleggiato,29.5,estate,luglio,14
cotone,colorato,corta,estate,2022-03-13,soleggiato,4.4,primavera,marzo,17
poliestere,scuro,lunga,estate,2022-01-20,pioggia,5.2,inverno,gennaio,23
cotone,scuro,lunga,autunno,2022-04-23,pioggia,10.9,primavera,aprile,25
poliestere,scuro,lunga,primavera_estate,2022-05-25,soleggiato,23.8,primavera,maggio,17
poliestere,colorato,corta,estate,2022-08-31,pioggia,30.1,estate,agosto,25
raso,chiaro,lunga,all,2022-08-05,pioggia,31.65,estate,agosto,16
cotone,colorato,lunga,primavera_estate,2022-06-29,soleggiato,25.75,estate,giugno,22
poliestere,chiaro,corta,estate,2022-07-08,soleggiato,23.9,estate,luglio,28
poliestere,scuro,lunga,autunno,2022-09-07,pioggia,27.4,autunno,settembre,18
poliestere,scuro,lunga,autunno,2022-10-13,soleggiato,17.6,autunno,ottobre,27
raso,colorato,lunga,primavera_estate,2022-04-30,pioggia,14.05,primavera,aprile,22
raso,scuro,lunga,estate,2022-12-17,pioggia,13.9,inverno,dicembre,17
cotone,scuro,lunga,autunno,2022-06-27,soleggiato,31.9,estate,giugno,11
cotone,scuro,corta,estate,2022-02-02,soleggiato,6.25,inverno,febbraio,13
poliestere,colorato,lunga,estate,2022-10-08,pioggia,17.85,autunno,ottobre,21
poliestere,colorato,lunga,estate,2022-05-27,nuvoloso,28.0,primavera,maggio,16
poliestere,chiaro,lunga,estate,2022-05-11,soleggiato,21.25,primavera,maggio,26
poliestere,scuro,corta,estate,2022-02-21,pioggia,2.6,inverno,febbraio,13
poliestere,chiaro,lunga,estate,2022-04-24,pioggia,10.65,primavera,aprile,26
poliestere,colorato,corta,estate,2022-04-15,soleggiato,13.5,primavera,aprile,18
poliestere,colorato,lunga,primavera_estate,2022-11-09,nuvoloso,13.5,autunno,novembre,23
poliestere,scuro,corta,estate,2022-12-10,pioggia,10.55,inverno,dicembre,14
poliestere,colorato,corta,estate,2022-07-21,soleggiato,32.25,estate,luglio,25
poliestere,chiaro,lunga,estate,2022-06-23,soleggiato,28.55,estate,giugno,23
poliestere,scuro,lunga,autunno,2022-02-11,nuvoloso,10.05,inverno,febbraio,26
poliestere,chiaro,lunga,estate,2022-05-07,pioggia,14.3,primavera,maggio,26
poliestere,colorato,lunga,estate,2022-09-08,pioggia,21.6,autunno,settembre,17
cotone,colorato,corta,estate,2022-03-05,soleggiato,1.5499999999999998,primavera,marzo,17
poliestere,chiaro,corta,estate,2022-05-21,soleggiato,26.4,primavera,maggio,27
cotone,chiaro,lunga,primavera_estate,2022-01-11,soleggiato,4.6000000000000005,inverno,gennaio,24
poliestere,scuro,lunga,autunno,2022-06-03,soleggiato,24.55,estate,giugno,14
poliestere,scuro,lunga,estate,2022-09-20,nuvoloso,15.25,autunno,settembre,21
raso,scuro,lunga,all,2022-06-11,pioggia,17.95,estate,giugno,20
poliestere,chiaro,lunga,estate,2022-06-09,pioggia,23.1,estate,giugno,23
poliestere,colorato,corta,estate,2022-04-22,pioggia,7.85,primavera,aprile,17
cotone,colorato,corta,estate,2022-01-13,soleggiato,-2.1500000000000004,inverno,gennaio,13
poliestere,chiaro,lunga,estate,2022-07-16,soleggiato,24.6,estate,luglio,28
raso,scuro,lunga,estate,2022-04-13,soleggiato,11.95,primavera,aprile,21
cotone,scuro,lunga,autunno,2022-06-12,soleggiato,26.450000000000003,estate,giugno,14
poliestere,colorato,lunga,autunno,2022-11-26,nuvoloso,-4.7,autunno,novembre,29
poliestere,chiaro,lunga,autunno,2022-08-14,pioggia,19.95,estate,agosto,23
poliestere,colorato,lunga,autunno,2022-06-01,soleggiato,25.0,estate,giugno,14
cotone,chiaro,corta,estate,2022-07-20,soleggiato,27.65,estate,luglio,34
cotone,chiaro,lunga,primavera_estate,2022-07-21,pioggia,20.15,estate,luglio,25
poliestere,chiaro,lunga,autunno,2022-04-10,soleggiato,7.6,primavera,aprile,25
poliestere,colorato,lunga,autunno,2022-12-17,pioggia,10.0,inverno,dicembre,26
poliestere,colorato,lunga,primavera,2022-05-13,soleggiato,23.8,primavera,maggio,23
cotone,colorato,lunga,autunno,2022-02-14,nuvoloso,0.6499999999999999,inverno,febbraio,27
poliestere,scuro,lunga,autunno,2022-07-04,soleggiato,30.9,estate,luglio,6
cotone,colorato,corta,estate,2022-03-08,soleggiato,0.3,primavera,marzo,17
poliestere,colorato,corta,estate,2022-01-03,nuvoloso,12.35,inverno,gennaio,14
poliestere,scuro,lunga,estate,2022-07-17,soleggiato,27.200000000000003,estate,luglio,13
poliestere,scuro,corta,estate,2022-06-03,pioggia,26.7,estate,giugno,24
poliestere,scuro,lunga,estate,2022-01-12,soleggiato,0.25,inverno,gennaio,23
cotone,scuro,lunga,primavera_estate,2022-11-05,soleggiato,10.55,autunno,novembre,24
poliestere,scuro,lunga,primavera_estate,2022-03-21,nuvoloso,3.6,primavera,marzo,28
poliestere,scuro,lunga,autunno,2022-01-18,soleggiato,0.4500000000000002,inverno,gennaio,27
poliestere,colorato,corta,estate,2022-04-21,pioggia,10.0,primavera,aprile,18
cotone,chiaro,lunga,autunno,2022-04-30,soleggiato,14.0,primavera,aprile,25
raso,colorato,lunga,autunno,2022-09-18,soleggiato,25.45,autunno,settembre,20
poliestere,chiaro,lunga,autunno,2022-10-23,pioggia,19.15,autunno,ottobre,27
poliestere,scuro,lunga,estate,2022-09-07,pioggia,27.65,autunno,settembre,12
poliestere,colorato,corta,estate,2022-11-07,soleggiato,8.15,autunno,novembre,13
poliestere,scuro,lunga,primavera_estate,2022-10-16,soleggiato,19.75,autunno,ottobre,22
poliestere,colorato,corta,estate,2022-08-23,soleggiato,22.05,estate,agosto,23
poliestere,colorato,lunga,estate,2022-03-06,neve,-2.85,primavera,marzo,27
poliestere,scuro,lunga,autunno,2022-12-13,neve,-0.8500000000000001,inverno,dicembre,27
cotone,scuro,lunga,autunno,2022-04-08,pioggia,13.35,primavera,aprile,25
poliestere,scuro,lunga,autunno,2022-04-15,soleggiato,14.95,primavera,aprile,24
poliestere,chiaro,lunga,primavera_estate,2022-09-17,pioggia,19.4,autunno,settembre,22
poliestere,scuro,lunga,autunno,2022-05-09,pioggia,13.0,primavera,maggio,24
poliestere,colorato,corta,estate,2022-12-24,nuvoloso,7.4,inverno,dicembre,13
poliestere,colorato,corta,estate,2022-04-01,pioggia,7.85,primavera,aprile,17
poliestere,chiaro,corta,estate,2022-07-16,soleggiato,29.5,estate,luglio,29
poliestere,scuro,lunga,autunno,2022-06-16,soleggiato,28.95,estate,giugno,9
poliestere,colorato,lunga,primavera_estate,2022-10-01,pioggia,16.9,autunno,ottobre,22
poliestere,colorato,corta,estate,2022-11-23,neve,-3.5,autunno,novembre,13
poliestere,chiaro,lunga,primavera_estate,2022-05-07,pioggia,9.3,primavera,maggio,28
poliestere,colorato,lunga,primavera_estate,2022-09-29,pioggia,15.75,autunno,settembre,22
poliestere,scuro,corta,estate,2022-09-12,soleggiato,24.2,autunno,settembre,12
poliestere,colorato,corta,estate,2022-02-17,soleggiato,7.1,inverno,febbraio,13
poliestere,chiaro,lunga,estate,2022-12-01,neve,-2.3,inverno,dicembre,23
poliestere,colorato,lunga,estate,2022-05-05,pioggia,14.05,primavera,maggio,26
poliestere,scuro,corta,estate,2022-09-06,soleggiato,26.85,autunno,settembre,13
poliestere,chiaro,lunga,autunno,2022-09-14,pioggia,26.65,autunno,settembre,18
poliestere,scuro,lunga,autunno,2022-09-06,pioggia,15.4,autunno,settembre,27
poliestere,colorato,corta,estate,2022-03-24,soleggiato,10.25,primavera,marzo,18
cotone,colorato,corta,estate,2022-07-22,soleggiato,32.65,estate,luglio,30
poliestere,scuro,lunga,autunno,2022-04-24,pioggia,13.25,primavera,aprile,24
poliestere,scuro,lunga,primavera_estate,2022-12-11,pioggia,9.35,inverno,dicembre,24
poliestere,scuro,lunga,autunno,2022-09-11,pioggia,24.55,autunno,settembre,23
poliestere,scuro,corta,estate,2022-08-28,pioggia,24.7,estate,agosto,23
poliestere,scuro,lunga,autunno,2022-11-04,pioggia,18.0,autunno,novembre,27
poliestere,chiaro,lunga,autunno,2022-08-15,pioggia,21.25,estate,agosto,19
poliestere,scuro,lunga,autunno,2022-11-19,pioggia,13.7,autunno,novembre,28
poliestere,scuro,lunga,estate,2022-11-28,neve,3.7,autunno,novembre,23
poliestere,colorato,lunga,estate,2022-03-28,soleggiato,9.95,primavera,marzo,27
poliestere,scuro,lunga,autunno,2022-08-16,pioggia,26.8,estate,agosto,14
cotone,scuro,corta,estate,2022-06-01,pioggia,17.6,estate,giugno,23
cotone,chiaro,lunga,primavera_estate,2022-01-21,soleggiato,0.8,inverno,gennaio,24
cotone,scuro,lunga,primavera_estate,2022-05-19,soleggiato,23.8,primavera,maggio,20
cotone,chiaro,corta,estate,2022-08-27,pioggia,26.35,estate,agosto,29
poliestere,chiaro,lunga,autunno,2022-09-23,soleggiato,14.6,autunno,settembre,28
poliestere,scuro,lunga,autunno,2022-10-14,soleggiato,17.3,autunno,ottobre,27
poliestere,colorato,lunga,primavera_estate,2022-03-22,soleggiato,4.4,primavera,marzo,28
cotone,chiaro,corta,estate,2022-12-06,soleggiato,2.8000000000000003,inverno,dicembre,13
cotone,chiaro,corta,estate,2022-08-02,pioggia,17.45,estate,agosto,23
poliestere,chiaro,lunga,estate,2022-04-10,pioggia,6.35,primavera,aprile,27
poliestere,chiaro,lunga,estate,2022-03-13,soleggiato,5.8,primavera,marzo,27
poliestere,colorato,lunga,estate,2022-02-21,neve,-2.7,inverno,febbraio,23
poliestere,scuro,corta,estate,2022-10-26,pioggia,9.95,autunno,ottobre,13
poliestere,scuro,lunga,primavera_estate,2022-11-18,pioggia,13.8,autunno,novembre,23
poliestere,scuro,corta,estate,2022-10-06,pioggia,17.6,autunno,ottobre,15
cotone,scuro,lunga,primavera_estate,2022-05-23,pioggia,21.85,primavera,maggio,25
poliestere,chiaro,lunga,estate,2022-07-22,pioggia,32.599999999999994,estate,luglio,15
cotone,scuro,corta,estate,2022-10-06,nuvoloso,19.35,autunno,ottobre,17
velluto,colorato,lunga,autunno_inverno,2022-11-04,pioggia,20.85,autunno,novembre,19
cotone,colorato,lunga,autunno,2022-10-20,soleggiato,20.45,autunno,ottobre,26
poliestere,colorato,corta,estate,2022-04-23,neve,3.75,primavera,aprile,17
poliestere,scuro,lunga,autunno,2022-05-06,pioggia,15.4,primavera,maggio,23
poliestere,chiaro,lunga,primavera_estate,2022-01-31,neve,1.2,inverno,gennaio,24
poliestere,chiaro,corta,estate,2022-07-21,soleggiato,27.4,estate,luglio,29
poliestere,scuro,corta,estate,2022-05-16,soleggiato,20.0,primavera,maggio,16
raso,colorato,lunga,autunno,2022-01-11,pioggia,4.6,inverno,gennaio,20
poliestere,colorato,lunga,estate,2022-12-19,neve,0.8500000000000001,inverno,dicembre,23
poliestere,chiaro,lunga,primavera_estate,2022-04-16,pioggia,14.75,primavera,aprile,27
poliestere,colorato,corta,estate,2022-07-22,soleggiato,29.15,estate,luglio,24
cotone,scuro,lunga,autunno,2022-04-09,pioggia,2.85,primavera,aprile,25
poliestere,chiaro,lunga,primavera_estate,2022-10-11,soleggiato,17.75,autunno,ottobre,22
cotone,scuro,corta,estate,2022-01-21,nuvoloso,0.8499999999999999,inverno,gennaio,13
poliestere,chiaro,lunga,estate,2022-11-12,soleggiato,10.95,autunno,novembre,22
poliestere,colorato,corta,estate,2022-01-29,soleggiato,1.7000000000000002,inverno,gennaio,13
poliestere,scuro,lunga,autunno,2022-03-06,nuvoloso,0.6499999999999999,primavera,marzo,25
poliestere,scuro,lunga,primavera_estate,2022-04-10,pioggia,7.2,primavera,aprile,28
cotone,scuro,lunga,primavera_estate,2022-01-23,soleggiato,3.2,inverno,gennaio,24
cotone,scuro,lunga,autunno,2022-12-07,soleggiato,1.85,inverno,dicembre,27
cotone,chiaro,lunga,primavera_estate,2022-03-04,pioggia,7.05,primavera,marzo,28
cotone,chiaro,lunga,estate,2022-06-12,soleggiato,24.65,estate,giugno,31
cotone,colorato,lunga,estate,2022-10-29,nuvoloso,13.6,autunno,ottobre,23
cotone,colorato,corta,primavera_estate,2022-08-29,pioggia,24.8,estate,agosto,25
poliestere,colorato,lunga,primavera_estate,2022-03-16,pioggia,8.35,primavera,marzo,28
raso,scuro,lunga,estate,2022-03-30,pioggia,16.0,primavera,marzo,21
cotone,scuro,lunga,autunno,2022-12-16,pioggia,14.55,inverno,dicembre,27
poliestere,colorato,lunga,estate,2022-02-12,soleggiato,2.9,inverno,febbraio,23
poliestere,colorato,lunga,estate,2022-06-28,soleggiato,32.45,estate,giugno,15
cotone,colorato,corta,estate,2022-06-10,soleggiato,21.75,estate,giugno,26
poliestere,chiaro,lunga,autunno,2022-02-10,nuvoloso,7.15,inverno,febbraio,27
poliestere,scuro,corta,estate,2022-03-07,soleggiato,-3.0500000000000003,primavera,marzo,17
cotone,chiaro,lunga,primavera_estate,2022-06-11,soleggiato,20.85,estate,giugno,30
poliestere,scuro,lunga,primavera_estate,2022-05-12,soleggiato,22.950000000000003,primavera,maggio,17
poliestere,colorato,lunga,estate,2022-09-29,pioggia,19.950000000000003,autunno,settembre,21
cotone,chiaro,lunga,primavera_estate,2022-07-30,pioggia,30.75,estate,luglio,19
cotone,scuro,lunga,autunno,2022-01-19,nuvoloso,1.7,inverno,gennaio,27
poliestere,colorato,lunga,primavera_estate,2022-03-20,neve,-0.8,primavera,marzo,28
poliestere,scuro,lunga,primavera_estate,2022-01-14,soleggiato,2.75,inverno,gennaio,24
poliestere,colorato,corta,estate,2022-12-15,pioggia,-0.6000000000000001,inverno,dicembre,13
poliestere,chiaro,lunga,autunno,2022-09-23,soleggiato,15.5,autunno,settembre,27
poliestere,colorato,lunga,primavera_estate,2022-08-26,pioggia,27.5,estate,agosto,17
cotone,scuro,corta,estate,2022-02-16,nuvoloso,4.75,inverno,febbraio,13
poliestere,chiaro,lunga,autunno,2022-12-05,pioggia,12.85,inverno,dicembre,26
poliestere,scuro,corta,estate,2022-10-02,soleggiato,19.8,autunno,ottobre,15
poliestere,chiaro,corta,estate,2022-12-23,pioggia,-1.5499999999999998,inverno,dicembre,13
poliestere,chiaro,lunga,estate,2022-01-20,pioggia,7.75,inverno,gennaio,23
poliestere,chiaro,corta,estate,2022-08-16,pioggia,28.200000000000003,estate,agosto,24
poliestere,scuro,lunga,primavera_estate,2022-11-16,pioggia,16.55,autunno,novembre,22
poliestere,scuro,lunga,autunno,2022-06-08,nuvoloso,27.0,estate,giugno,14
poliestere,colorato,lunga,estate,2022-11-03,pioggia,17.1,autunno,novembre,21
cotone,chiaro,corta,estate,2022-01-31,soleggiato,0.5499999999999998,inverno,gennaio,13
cotone,scuro,corta,estate,2022-06-08,nuvoloso,26.5,estate,giugno,29
cotone,colorato,lunga,primavera_estate,2022-02-22,soleggiato,-2.35,inverno,febbraio,24
poliestere,scuro,lunga,primavera_estate,2022-02-16,pioggia,6.85,inverno,febbraio,24
cotone,chiaro,corta,estate,2022-09-21,pioggia,15.15,autunno,settembre,17
poliestere,chiaro,lunga,primavera,2022-12-07,soleggiato,3.85,inverno,dicembre,25
raso,scuro,lunga,all,2022-07-18,soleggiato,32.25,estate,luglio,11
poliestere,chiaro,lunga,estate,2022-12-18,nuvoloso,2.4,inverno,dicembre,23
poliestere,chiaro,lunga,primavera_estate,2022-05-17,soleggiato,22.55,primavera,maggio,27
poliestere,colorato,corta,estate,2022-03-18,pioggia,8.7,primavera,marzo,17
poliestere,scuro,lunga,estate,2022-10-18,soleggiato,20.7,autunno,ottobre,12
cotone,chiaro,lunga,autunno,2022-05-14,nuvoloso,19.05,primavera,maggio,25
poliestere,colorato,lunga,primavera_estate,2022-11-08,soleggiato,9.55,autunno,novembre,24
cotone,colorato,lunga,estate,2022-09-16,nuvoloso,33.55,autunno,settembre,14
poliestere,colorato,lunga,autunno,2022-03-30,pioggia,5.2,primavera,marzo,25
cotone,scuro,lunga,estate,2022-12-08,nuvoloso,5.9,inverno,dicembre,23
cotone,scuro,corta,estate,2022-05-06,pioggia,14.6,primavera,maggio,19
poliestere,scuro,lunga,primavera_estate,2022-07-28,pioggia,25.2,estate,luglio,17
poliestere,scuro,lunga,autunno,2022-04-28,soleggiato,15.2,primavera,aprile,23
poliestere,chiaro,lunga,primavera_estate,2022-07-06,pioggia,24.2,estate,luglio,22
poliestere,scuro,lunga,primavera_estate,2022-03-09,pioggia,-6.75,primavera,marzo,28
cotone,colorato,lunga,primavera_estate,2022-10-15,pioggia,22.4,autunno,ottobre,21
cotone,colorato,corta,estate,2022-07-31,soleggiato,29.9,estate,luglio,29
poliestere,colorato,lunga,autunno,2022-01-28,nuvoloso,1.35,inverno,gennaio,27
poliestere,scuro,corta,estate,2022-03-02,nuvoloso,-7.25,primavera,marzo,17
poliestere,colorato,lunga,estate,2022-08-11,pioggia,22.2,estate,agosto,23
cotone,scuro,lunga,autunno,2022-12-08,nuvoloso,-6.35,inverno,dicembre,27
cotone,scuro,corta,estate,2022-08-30,soleggiato,28.3,estate,agosto,24
poliestere,colorato,lunga,estate,2022-07-12,pioggia,28.05,estate,luglio,18
cotone,scuro,lunga,estate,2022-05-12,soleggiato,21.6,primavera,maggio,19
cotone,chiaro,corta,estate,2022-04-06,nuvoloso,8.6,primavera,aprile,17
poliestere,chiaro,corta,estate,2022-08-01,soleggiato,29.8,estate,agosto,29
velluto,scuro,lunga,autunno_inverno,2022-09-05,pioggia,15.6,autunno,settembre,23
poliestere,chiaro,lunga,all,2022-08-25,soleggiato,26.35,estate,agosto,20
poliestere,chiaro,corta,estate,2022-09-20,soleggiato,17.05,autunno,settembre,15
velluto,colorato,lunga,autunno_inverno,2022-01-01,nuvoloso,2.2,inverno,gennaio,29
poliestere,chiaro,corta,estate,2022-05-17,nuvoloso,18.85,primavera,maggio,19
cotone,scuro,lunga,estate,2022-02-28,pioggia,4.1000000000000005,inverno,febbraio,23
cotone,colorato,lunga,estate,2022-09-21,soleggiato,15.4,autunno,settembre,23
poliestere,colorato,corta,estate,2022-07-28,pioggia,25.05,estate,luglio,24
poliestere,chiaro,corta,estate,2022-05-27,pioggia,22.6,primavera,maggio,21
poliestere,chiaro,lunga,estate,2022-09-24,pioggia,15.3,autunno,settembre,21
cotone,scuro,corta,estate,2022-01-25,soleggiato,1.85,inverno,gennaio,13
poliestere,colorato,corta,estate,2022-05-03,nuvoloso,15.3,primavera,maggio,19
poliestere,scuro,lunga,primavera_estate,2022-03-18,soleggiato,8.0,primavera,marzo,28
poliestere,colorato,lunga,autunno,2022-11-26,nuvoloso,6.75,autunno,novembre,29
velluto,colorato,lunga,all,2022-02-28,pioggia,2.0500000000000003,inverno,febbraio,27
