Tipo,Antiscivolo,Impermeabile,Colore,Stagione,Meteo,TemperaturaPercepita,StagionePrevisione,Punteggio
stivaletto alla caviglia,n,y,scuro,autunno,soleggiato,21,autunno,11
scarpa da ginnastica,y,y,chiaro,inverno,pioggia,31,estate,16
scarpa da ginnastica,y,y,scuro,primavera_estate,nuvoloso,29,estate,22
scarpa classica,n,y,colorato,all,soleggiato,32,estate,18
scarpa classica,n,y,colorato,inverno,soleggiato,28,estate,12
scarpa classica,y,y,chiaro,primavera_estate,pioggia,24,estate,26
scarpa classica,n,y,colorato,autunno_inverno,soleggiato,7,primavera,17
stivaletto alla caviglia,n,n,colorato,autunno_inverno,pioggia,28,estate,22
stivaletto alla caviglia,y,y,scuro,autunno,pioggia,15,autunno,31
scarpa da ginnastica,y,n,scuro,primavera_estate,pioggia,11,primavera,23
scarpa da ginnastica,y,y,colorato,inverno,neve,0,inverno,26
anfibi,y,n,colorato,autunno_inverno,pioggia,17,autunno,29
stivaletto alla caviglia,n,y,chiaro,inverno,nuvoloso,6,inverno,20
scarpa da ginnastica,y,n,colorato,inverno,soleggiato,26,estate,13
scarpa da ginnastica,y,n,colorato,estate,pioggia,19,primavera,23
scarpa da ginnastica,y,n,chiaro,primavera_estate,pioggia,20,primavera,25
scarpa da ginnastica,y,n,scuro,primavera_estate,soleggiato,19,autunno,17
scarpa da ginnastica,n,n,chiaro,autunno_inverno,nuvoloso,0,inverno,21
scarpa da ginnastica,y,n,chiaro,primavera_estate,soleggiato,4,primavera,18
scarpa da ginnastica,y,n,scuro,all,soleggiato,20,autunno,14
scarpa da ginnastica,y,y,scuro,autunno_inverno,pioggia,18,autunno,25
scarpa da ginnastica,n,y,scuro,primavera_estate,nuvoloso,-1,inverno,14
scarpa da ginnastica,y,y,chiaro,inverno,soleggiato,-1,inverno,24
stivaletto alla caviglia,n,n,scuro,autunno,pioggia,13,primavera,27
stivaletto alla caviglia,y,n,chiaro,inverno,soleggiato,5,autunno,17
stivaletto alla caviglia,n,n,chiaro,autunno,nuvoloso,19,autunno,20
anfibi,n,y,colorato,autunno,pioggia,22,estate,24
scarpe aperte,y,n,scuro,primavera,neve,-3,inverno,13
scarpe aperte,y,n,scuro,primavera_estate,pioggia,11,primavera,17
scarpe aperte,y,n,scuro,primavera_estate,pioggia,9,autunno,11
scarpa da ginnastica,n,n,scuro,estate,pioggia,10,inverno,17
stivaletto alla caviglia,y,y,colorato,autunno_inverno,soleggiato,-7,inverno,16
scarpa classica,n,y,scuro,all,soleggiato,22,estate,13
stivaletto alla caviglia,y,y,chiaro,autunno,soleggiato,25,estate,16
stivaletto alla caviglia,y,y,chiaro,autunno,soleggiato,6,inverno,16
stivaletto alla caviglia,y,y,colorato,autunno,pioggia,9,inverno,28
stivaletto alla caviglia,y,y,colorato,autunno,soleggiato,25,autunno,15
stivaletto alla caviglia,y,y,scuro,autunno_inverno,soleggiato,13,primavera,13
scarpa classica,n,y,scuro,inverno,soleggiato,11,autunno,21
stivaletto alla caviglia,n,y,colorato,autunno,pioggia,20,autunno,28
scarpa da ginnastica,y,y,scuro,estate,soleggiato,-6,primavera,17
scarpa da ginnastica,n,y,chiaro,autunno_inverno,soleggiato,6,primavera,18
scarpa da ginnastica,y,n,chiaro,autunno_inverno,pioggia,14,autunno,25
scarpa da ginnastica,y,y,chiaro,inverno,pioggia,17,estate,20
stivaletto alla caviglia,y,y,chiaro,inverno,soleggiato,20,primavera,14
stivaletto alla caviglia,n,y,scuro,inverno,soleggiato,32,estate,3
stivaletto alla caviglia,n,y,chiaro,inverno,pioggia,5,inverno,31
stivaletto alla caviglia,y,y,colorato,autunno,soleggiato,33,estate,11
stivaletto alla caviglia,y,y,chiaro,inverno,nuvoloso,1,primavera,14
scarpa da ginnastica,n,n,chiaro,primavera_estate,soleggiato,29,estate,27
stivaletto alla caviglia,n,y,chiaro,autunno,pioggia,17,primavera,27
scarpa da ginnastica,n,y,chiaro,primavera_estate,pioggia,28,autunno,21
stivaletto alla caviglia,y,y,scuro,autunno_inverno,nuvoloso,2,inverno,17
scarpa da ginnastica,n,n,chiaro,estate,pioggia,30,estate,27
scarpa da ginnastica,n,n,colorato,primavera_estate,pioggia,28,estate,25
scarpa classica,y,n,scuro,primavera_estate,soleggiato,7,primavera,17
scarpa da ginnastica,y,n,chiaro,primavera_estate,pioggia,20,autunno,21
stivaletto alla caviglia,n,y,chiaro,autunno,pioggia,30,estate,23
scarpa da ginnastica,n,y,chiaro,inverno,nuvoloso,-1,inverno,24
scarpe con tacchi,n,n,colorato,inverno,pioggia,20,estate,15
scarpa classica,n,y,scuro,primavera_estate,soleggiato,0,inverno,13
scarpa da ginnastica,n,y,chiaro,primavera_estate,soleggiato,8,inverno,14
scarpe con tacchi,n,n,scuro,estate,pioggia,26,estate,25
scarpe con tacchi,n,n,chiaro,primavera_estate,soleggiato,19,primavera,20
scarpa da ginnastica,n,n,scuro,primavera_estate,soleggiato,12,primavera,20
scarpa da ginnastica,n,y,colorato,primavera_estate,nuvoloso,10,inverno,16
scarpa da ginnastica,y,n,scuro,primavera_estate,pioggia,17,primavera,24
scarpa da ginnastica,n,y,colorato,all,soleggiato,18,estate,19
scarpa da ginnastica,n,n,colorato,estate,pioggia,11,inverno,17
scarpa da ginnastica,n,n,colorato,inverno,soleggiato,20,primavera,14
scarpe con tacchi,y,n,chiaro,autunno_inverno,pioggia,9,autunno,23
stivali,y,y,colorato,autunno,soleggiato,30,estate,11
scarpe con tacchi,y,n,chiaro,inverno,neve,-2,inverno,22
scarpe con tacchi,y,n,colorato,inverno,nuvoloso,5,inverno,21
scarpa da ginnastica,y,y,colorato,inverno,pioggia,7,inverno,27
scarpa da ginnastica,n,y,scuro,autunno_inverno,pioggia,6,primavera,21
scarpa da ginnastica,n,y,chiaro,estate,nuvoloso,2,inverno,13
stivaletto alla caviglia,y,y,colorato,inverno,nuvoloso,20,autunno,14
stivaletto alla caviglia,n,y,scuro,autunno,pioggia,28,estate,23
scarpa da ginnastica,n,y,scuro,all,nuvoloso,7,primavera,19
scarpe con tacchi,n,n,colorato,inverno,pioggia,7,primavera,19
scarpe con tacchi,n,n,chiaro,autunno_inverno,pioggia,22,estate,16
stivaletto alla caviglia,n,y,scuro,inverno,soleggiato,1,primavera,13
scarpa classica,n,y,chiaro,primavera_estate,nuvoloso,27,estate,22
stivaletto alla caviglia,n,y,chiaro,autunno_inverno,soleggiato,23,primavera,15
stivaletto alla caviglia,n,y,chiaro,inverno,pioggia,15,primavera,24
scarpa da ginnastica,n,n,chiaro,autunno_inverno,pioggia,10,primavera,21
scarpe con tacchi,y,n,chiaro,autunno_inverno,nuvoloso,7,primavera,15
stivaletto alla caviglia,n,y,colorato,autunno,soleggiato,21,autunno,16
scarpa da ginnastica,n,n,scuro,autunno_inverno,pioggia,6,primavera,21
stivaletto alla caviglia,n,n,colorato,autunno,soleggiato,5,autunno,18
scarpa classica,y,y,chiaro,all,pioggia,-1,autunno,23
scarpa classica,y,y,scuro,autunno_inverno,nuvoloso,8,inverno,22
scarpa da ginnastica,y,y,colorato,inverno,pioggia,11,inverno,27
stivaletto alla caviglia,n,y,chiaro,autunno,pioggia,17,autunno,31
scarpa da ginnastica,y,n,chiaro,inverno,soleggiato,16,autunno,21
scarpa classica,n,y,scuro,inverno,nuvoloso,12,autunno,22
scarpa da ginnastica,n,n,colorato,all,pioggia,26,estate,22
scarpa da ginnastica,y,n,colorato,inverno,nuvoloso,20,primavera,14
scarpa da ginnastica,y,y,scuro,primavera_estate,soleggiato,24,estate,17
scarpa da ginnastica,y,y,chiaro,inverno,soleggiato,5,inverno,24
scarpa da ginnastica,n,n,colorato,all,pioggia,6,primavera,22
scarpa da ginnastica,n,y,chiaro,estate,soleggiato,9,primavera,17
scarpa da ginnastica,n,y,chiaro,inverno,pioggia,11,autunno,25
anfibi,n,y,colorato,autunno,nuvoloso,13,inverno,18
scarpa da ginnastica,n,n,colorato,primavera_estate,pioggia,10,inverno,19
scarpa classica,n,n,scuro,primavera_estate,pioggia,17,estate,25
scarpe con tacchi,n,n,chiaro,autunno_inverno,pioggia,14,primavera,19
scarpa da ginnastica,n,n,chiaro,autunno_inverno,pioggia,24,estate,18
scarpe con tacchi,n,n,colorato,primavera_estate,pioggia,30,estate,23
scarpa da ginnastica,y,n,chiaro,estate,pioggia,31,estate,27
scarpe con tacchi,n,n,colorato,inverno,soleggiato,2,inverno,23
scarpa da ginnastica,n,n,scuro,inverno,neve,0,inverno,26
scarpa da ginnastica,y,n,colorato,inverno,soleggiato,19,primavera,17
scarpa da ginnastica,y,y,chiaro,inverno,pioggia,6,inverno,27
scarpe con tacchi,n,n,chiaro,autunno_inverno,pioggia,14,inverno,23
scarpa da ginnastica,y,n,colorato,all,pioggia,24,estate,22
scarpa da ginnastica,y,n,scuro,all,soleggiato,10,primavera,19
scarpa classica,n,y,scuro,primavera_estate,nuvoloso,14,autunno,16
scarpa da ginnastica,y,y,colorato,autunno_inverno,soleggiato,10,primavera,18
scarpa da ginnastica,y,n,scuro,inverno,pioggia,8,inverno,27
scarpa da ginnastica,y,n,scuro,primavera_estate,soleggiato,24,primavera,17
scarpa da ginnastica,n,n,chiaro,inverno,soleggiato,0,inverno,24
scarpa da ginnastica,y,n,chiaro,primavera_estate,nuvoloso,5,autunno,14
scarpa da ginnastica,n,n,colorato,inverno,pioggia,9,inverno,27
scarpa da ginnastica,n,n,chiaro,all,pioggia,24,primavera,22
scarpa da ginnastica,n,y,chiaro,all,pioggia,14,estate,22
scarpa classica,n,n,chiaro,inverno,soleggiato,30,estate,17
scarpa da ginnastica,y,y,scuro,inverno,soleggiato,26,autunno,12
scarpa da ginnastica,y,y,chiaro,estate,soleggiato,19,autunno,16
scarpa da ginnastica,y,y,colorato,inverno,pioggia,7,autunno,25
scarpa da ginnastica,y,y,chiaro,estate,pioggia,8,inverno,16
scarpa da ginnastica,n,n,colorato,autunno_inverno,soleggiato,-4,inverno,21
scarpa da ginnastica,n,n,scuro,all,pioggia,12,inverno,22
scarpa da ginnastica,n,n,chiaro,autunno_inverno,pioggia,15,primavera,21
scarpa da ginnastica,n,n,scuro,autunno_inverno,pioggia,30,estate,18
scarpa da ginnastica,y,n,scuro,all,soleggiato,6,inverno,19
scarpa da ginnastica,y,y,scuro,primavera_estate,pioggia,6,inverno,17
scarpa da ginnastica,y,n,colorato,inverno,nuvoloso,-7,inverno,24
scarpa da ginnastica,y,y,scuro,inverno,soleggiato,10,primavera,18
scarpa da ginnastica,y,n,scuro,all,pioggia,2,inverno,22
scarpa da ginnastica,y,n,chiaro,estate,nuvoloso,23,primavera,21
anfibi,n,n,chiaro,autunno_inverno,pioggia,9,autunno,29
anfibi,n,n,chiaro,autunno_inverno,soleggiato,29,estate,15
scarpa da ginnastica,y,n,scuro,estate,soleggiato,20,autunno,12
stivaletto alla caviglia,n,n,scuro,inverno,pioggia,26,autunno,24
stivaletto alla caviglia,n,n,chiaro,autunno,soleggiato,11,primavera,15
scarpa da ginnastica,n,y,chiaro,all,soleggiato,8,primavera,19
scarpe con tacchi,n,n,chiaro,inverno,soleggiato,2,primavera,17
scarpe con tacchi,n,n,colorato,inverno,pioggia,6,inverno,25
scarpe aperte,y,n,scuro,estate,soleggiato,5,inverno,14
scarpa da ginnastica,y,n,colorato,inverno,soleggiato,24,primavera,14
scarpe aperte,n,n,chiaro,estate,soleggiato,11,primavera,19
stivaletto alla caviglia,y,y,colorato,autunno_inverno,pioggia,24,estate,22
stivaletto alla caviglia,y,y,chiaro,autunno_inverno,neve,1,inverno,26
scarpe aperte,n,n,colorato,estate,neve,4,primavera,14
scarpa classica,y,y,scuro,primavera_estate,pioggia,6,primavera,22
scarpa classica,y,y,scuro,inverno,pioggia,19,autunno,25
scarpa classica,y,y,scuro,inverno,nuvoloso,28,estate,13
stivaletto alla caviglia,n,y,chiaro,autunno,pioggia,25,estate,23
scarpa classica,n,n,colorato,autunno_inverno,pioggia,27,autunno,23
scarpa classica,n,y,colorato,inverno,pioggia,25,autunno,21
scarpa classica,n,y,chiaro,primavera_estate,pioggia,25,estate,26
stivaletto alla caviglia,n,n,scuro,autunno_inverno,soleggiato,12,primavera,13
scarpa da ginnastica,n,n,colorato,all,nuvoloso,5,inverno,19
scarpa da ginnastica,n,n,colorato,inverno,soleggiato,4,inverno,24
scarpa da ginnastica,n,n,chiaro,inverno,soleggiato,16,autunno,21
scarpe con tacchi,n,n,colorato,primavera_estate,nuvoloso,1,inverno,11
scarpe con tacchi,n,n,colorato,inverno,soleggiato,15,primavera,16
scarpe con tacchi,n,n,colorato,estate,pioggia,7,inverno,14
scarpe con tacchi,n,n,chiaro,estate,pioggia,19,autunno,17
stivaletto alla caviglia,n,n,colorato,autunno,pioggia,9,primavera,26
scarpa da ginnastica,n,n,scuro,autunno_inverno,soleggiato,32,estate,10
scarpa da ginnastica,y,n,scuro,estate,soleggiato,5,autunno,13
scarpa da ginnastica,y,n,colorato,primavera_estate,soleggiato,1,inverno,14
scarpa da ginnastica,y,y,scuro,all,soleggiato,18,estate,19
scarpa da ginnastica,y,y,chiaro,primavera_estate,soleggiato,3,primavera,18
scarpa da ginnastica,y,y,chiaro,all,pioggia,25,autunno,22
scarpa da ginnastica,y,y,chiaro,autunno_inverno,soleggiato,6,inverno,22
scarpa da ginnastica,y,y,colorato,autunno_inverno,pioggia,24,autunno,22
stivaletto alla caviglia,n,n,colorato,autunno,soleggiato,18,autunno,19
scarpa da ginnastica,n,n,scuro,estate,pioggia,6,inverno,16
scarpa da ginnastica,y,n,scuro,all,pioggia,0,inverno,22
scarpa da ginnastica,n,y,colorato,all,soleggiato,27,estate,19
scarpa da ginnastica,y,y,colorato,estate,neve,3,primavera,19
scarpa da ginnastica,n,n,colorato,inverno,pioggia,21,primavera,17
scarpa classica,y,y,colorato,autunno_inverno,pioggia,22,autunno,23
scarpa classica,y,y,scuro,autunno_inverno,soleggiato,22,primavera,9
scarpa da ginnastica,n,y,scuro,estate,soleggiato,27,estate,19
stivaletto alla caviglia,n,y,colorato,inverno,pioggia,20,primavera,21
stivaletto alla caviglia,n,y,scuro,inverno,pioggia,4,inverno,31
scarpe con tacchi,y,n,chiaro,autunno_inverno,soleggiato,24,primavera,19
scarpe con tacchi,n,n,colorato,autunno_inverno,pioggia,7,autunno,23
stivaletto alla caviglia,y,y,scuro,inverno,soleggiato,35,estate,3
scarpe con tacchi,n,n,colorato,primavera_estate,soleggiato,28,primavera,21
scarpa da ginnastica,n,n,scuro,inverno,pioggia,5,inverno,27
scarpa da ginnastica,n,n,scuro,all,pioggia,19,autunno,22
stivaletto alla caviglia,n,y,scuro,autunno,pioggia,32,estate,23
stivaletto alla caviglia,y,y,chiaro,inverno,soleggiato,14,autunno,17
scarpa da ginnastica,y,y,scuro,autunno_inverno,soleggiato,25,estate,10
scarpa da ginnastica,y,y,colorato,autunno_inverno,soleggiato,24,primavera,15
scarpa da ginnastica,y,y,scuro,primavera_estate,soleggiato,27,estate,17
stivaletto alla caviglia,y,y,scuro,inverno,soleggiato,6,inverno,19
stivaletto alla caviglia,n,y,scuro,inverno,nuvoloso,22,primavera,10
stivaletto alla caviglia,y,n,scuro,autunno,pioggia,30,estate,23
scarpe con tacchi,n,n,scuro,autunno_inverno,pioggia,13,autunno,23
scarpa da ginnastica,y,n,chiaro,all,pioggia,20,autunno,22
scarpa da ginnastica,y,y,scuro,estate,soleggiato,27,estate,19
scarpa da ginnastica,y,y,scuro,autunno_inverno,pioggia,9,primavera,21
scarpa da ginnastica,y,n,chiaro,all,pioggia,-1,inverno,22
scarpa da ginnastica,y,y,scuro,autunno_inverno,pioggia,6,inverno,25
scarpa da ginnastica,y,y,scuro,inverno,soleggiato,32,estate,8
stivaletto alla caviglia,n,n,scuro,inverno,soleggiato,17,autunno,16
stivaletto alla caviglia,n,y,colorato,autunno,pioggia,7,autunno,30
stivaletto alla caviglia,n,y,colorato,autunno,pioggia,11,inverno,29
scarpa da ginnastica,n,n,colorato,autunno_inverno,soleggiato,8,inverno,22
stivaletto alla caviglia,n,n,chiaro,inverno,soleggiato,31,estate,13
scarpa da ginnastica,y,y,colorato,inverno,soleggiato,2,primavera,18
scarpa classica,y,n,chiaro,inverno,soleggiato,10,primavera,17
stivaletto alla caviglia,y,n,colorato,inverno,nuvoloso,25,autunno,13
stivaletto alla caviglia,y,n,scuro,inverno,soleggiato,17,primavera,12
stivaletto alla caviglia,n,y,scuro,autunno_inverno,soleggiato,13,primavera,13
scarpa da ginnastica,y,n,chiaro,inverno,soleggiato,20,autunno,23
anfibi,n,n,scuro,autunno,soleggiato,6,autunno,18
scarpa da ginnastica,n,n,colorato,inverno,nuvoloso,12,autunno,22
scarpa da ginnastica,y,y,chiaro,primavera_estate,pioggia,23,primavera,25
scarpa da ginnastica,n,y,colorato,estate,pioggia,18,primavera,23
scarpa da ginnastica,y,y,scuro,autunno_inverno,pioggia,13,primavera,21
scarpa da ginnastica,n,y,scuro,primavera_estate,pioggia,6,inverno,17
scarpa da ginnastica,n,y,colorato,inverno,pioggia,15,autunno,24
scarpa da ginnastica,y,n,colorato,autunno_inverno,soleggiato,31,estate,15
stivaletto alla caviglia,n,n,scuro,autunno_inverno,pioggia,10,inverno,29
stivaletto alla caviglia,n,n,chiaro,autunno_inverno,pioggia,20,autunno,26
scarpa classica,n,n,colorato,all,pioggia,3,primavera,23
stivaletto alla caviglia,n,n,scuro,autunno_inverno,soleggiato,32,estate,5
stivaletto alla caviglia,y,y,chiaro,autunno_inverno,pioggia,26,estate,22
stivaletto alla caviglia,y,y,chiaro,autunno_inverno,pioggia,28,estate,22
scarpa da ginnastica,y,y,scuro,autunno_inverno,soleggiato,29,autunno,14
scarpa da ginnastica,y,n,scuro,all,soleggiato,33,estate,14
scarpa da ginnastica,n,n,chiaro,inverno,soleggiato,15,primavera,17
scarpa da ginnastica,y,n,colorato,all,soleggiato,24,estate,19
scarpa da ginnastica,y,y,scuro,all,pioggia,8,primavera,22
scarpa da ginnastica,y,n,colorato,estate,soleggiato,30,estate,24
scarpa da ginnastica,y,y,chiaro,autunno_inverno,soleggiato,7,inverno,22
stivaletto alla caviglia,y,y,chiaro,autunno,pioggia,5,primavera,26
scarpa da ginnastica,n,n,chiaro,estate,pioggia,2,inverno,16
scarpa classica,n,y,chiaro,primavera_estate,pioggia,15,primavera,25
stivaletto alla caviglia,n,n,chiaro,autunno_inverno,pioggia,5,inverno,29
scarpa classica,n,y,chiaro,all,soleggiato,14,autunno,18
stivaletto alla caviglia,y,y,colorato,autunno,pioggia,3,inverno,27
scarpe con tacchi,n,n,chiaro,estate,nuvoloso,3,inverno,10
stivaletto alla caviglia,y,y,scuro,inverno,pioggia,30,estate,20
stivaletto alla caviglia,n,y,scuro,autunno_inverno,soleggiato,11,inverno,17
stivaletto alla caviglia,n,y,chiaro,autunno,pioggia,7,primavera,26
scarpa da ginnastica,n,y,chiaro,all,pioggia,11,inverno,22
stivaletto alla caviglia,n,y,chiaro,autunno_inverno,soleggiato,6,primavera,13
stivaletto alla caviglia,n,n,scuro,autunno,soleggiato,13,primavera,15
scarpa da ginnastica,n,n,colorato,estate,soleggiato,4,autunno,13
scarpa da ginnastica,y,n,chiaro,primavera_estate,soleggiato,0,inverno,14
anfibi,n,n,chiaro,autunno,nuvoloso,1,inverno,16
scarpe con tacchi,n,n,scuro,estate,neve,3,primavera,15
stivaletto alla caviglia,n,n,chiaro,autunno_inverno,soleggiato,9,autunno,17
scarpa classica,n,y,chiaro,all,soleggiato,0,primavera,18
scarpa classica,n,y,colorato,all,pioggia,30,estate,23
scarpa classica,y,n,scuro,autunno_inverno,nuvoloso,20,autunno,19
scarpa classica,y,y,scuro,inverno,pioggia,23,estate,18
scarpa classica,y,y,colorato,primavera_estate,pioggia,16,autunno,21
scarpa da ginnastica,n,n,scuro,primavera_estate,soleggiato,29,estate,17
anfibi,n,y,colorato,autunno_inverno,soleggiato,22,estate,10
stivaletto alla caviglia,n,y,scuro,autunno_inverno,nuvoloso,19,primavera,14
scarpa da ginnastica,y,n,colorato,autunno_inverno,pioggia,18,autunno,25
scarpa da ginnastica,n,y,chiaro,estate,soleggiato,15,autunno,16
scarpa da ginnastica,y,y,chiaro,inverno,soleggiato,11,primavera,18
anfibi,y,y,colorato,autunno_inverno,soleggiato,0,inverno,16
anfibi,y,y,scuro,autunno,soleggiato,32,estate,6
scarpa classica,n,y,colorato,all,pioggia,20,estate,23
scarpa da ginnastica,y,n,chiaro,inverno,pioggia,14,primavera,21
scarpa classica,y,n,colorato,all,pioggia,21,autunno,23
scarpa da ginnastica,y,n,scuro,inverno,pioggia,23,autunno,21
scarpa da ginnastica,y,n,chiaro,primavera_estate,soleggiato,18,autunno,17
scarpa da ginnastica,n,n,scuro,autunno_inverno,soleggiato,7,inverno,22
scarpa classica,n,y,chiaro,all,pioggia,4,autunno,23
scarpa classica,n,y,chiaro,primavera_estate,pioggia,10,inverno,20
scarpa classica,n,n,colorato,inverno,soleggiato,3,inverno,23
scarpa classica,y,n,colorato,autunno_inverno,nuvoloso,5,inverno,22
scarpa da ginnastica,y,n,scuro,inverno,pioggia,8,primavera,21
scarpa da ginnastica,y,y,chiaro,all,soleggiato,32,estate,24
scarpa classica,n,y,chiaro,autunno_inverno,nuvoloso,10,inverno,22
scarpa classica,n,y,scuro,all,soleggiato,5,inverno,18
scarpe con tacchi,n,n,chiaro,inverno,pioggia,18,autunno,22
scarpe con tacchi,n,n,scuro,estate,soleggiato,18,autunno,15
stivaletto alla caviglia,n,n,chiaro,autunno_inverno,pioggia,7,inverno,29
scarpa classica,n,y,chiaro,inverno,pioggia,27,primavera,17
scarpe con tacchi,n,n,scuro,inverno,pioggia,19,estate,18
scarpa da ginnastica,y,y,colorato,estate,soleggiato,12,autunno,14
scarpa da ginnastica,n,y,scuro,all,pioggia,15,primavera,22
scarpa da ginnastica,n,n,chiaro,primavera_estate,soleggiato,13,primavera,20
scarpa da ginnastica,y,n,chiaro,all,soleggiato,16,inverno,19
stivaletto alla caviglia,n,y,chiaro,autunno,pioggia,10,primavera,27
stivaletto alla caviglia,n,y,colorato,autunno,neve,1,inverno,25
stivaletto alla caviglia,n,n,colorato,autunno,soleggiato,-1,inverno,15
scarpa da ginnastica,n,n,chiaro,inverno,pioggia,26,estate,16
scarpa da ginnastica,y,y,colorato,inverno,soleggiato,8,inverno,24
scarpa da ginnastica,y,n,colorato,inverno,soleggiato,17,autunno,21
scarpa da ginnastica,n,y,chiaro,all,pioggia,19,autunno,22
anfibi,n,n,chiaro,autunno_inverno,soleggiato,3,inverno,16
scarpa da ginnastica,n,y,colorato,all,pioggia,12,autunno,22
scarpa da ginnastica,y,y,scuro,autunno_inverno,pioggia,14,primavera,21
scarpa da ginnastica,n,n,scuro,estate,neve,-1,inverno,15
scarpa da ginnastica,n,n,scuro,estate,soleggiato,30,estate,19
scarpa da ginnastica,y,y,chiaro,autunno_inverno,pioggia,12,autunno,25
stivaletto alla caviglia,y,n,chiaro,autunno_inverno,soleggiato,10,primavera,13
scarpa da ginnastica,y,y,chiaro,autunno_inverno,pioggia,13,autunno,25
scarpa da ginnastica,y,y,colorato,all,soleggiato,23,estate,19
scarpa da ginnastica,y,y,chiaro,inverno,soleggiato,1,inverno,24
scarpa da ginnastica,y,n,scuro,all,nuvoloso,3,autunno,19
stivaletto alla caviglia,n,y,colorato,autunno,soleggiato,21,primavera,12
stivaletto alla caviglia,y,n,colorato,inverno,pioggia,0,inverno,31
stivaletto alla caviglia,y,n,scuro,autunno_inverno,nuvoloso,12,autunno,18
stivaletto alla caviglia,y,y,scuro,autunno_inverno,pioggia,10,primavera,25
scarpa da ginnastica,n,n,scuro,estate,soleggiato,23,primavera,16
scarpa da ginnastica,y,n,scuro,estate,soleggiato,24,primavera,16
scarpa classica,y,n,colorato,all,pioggia,7,inverno,23
scarpa classica,y,y,chiaro,inverno,soleggiato,24,estate,18
scarpa classica,y,n,scuro,all,pioggia,5,autunno,23
scarpa classica,y,y,scuro,inverno,pioggia,22,estate,18
stivaletto alla caviglia,n,y,scuro,inverno,soleggiato,11,primavera,13
stivaletto alla caviglia,y,y,colorato,autunno_inverno,pioggia,17,autunno,29
scarpa da ginnastica,n,n,chiaro,estate,soleggiato,24,estate,28
scarpa classica,n,n,chiaro,primavera_estate,soleggiato,5,inverno,13
stivaletto alla caviglia,y,n,colorato,inverno,pioggia,6,inverno,31
scarpa da ginnastica,y,n,scuro,inverno,pioggia,30,estate,16
stivaletto alla caviglia,n,y,scuro,autunno_inverno,pioggia,18,autunno,29
scarpa da ginnastica,y,n,colorato,inverno,soleggiato,9,autunno,22
scarpa da ginnastica,y,y,chiaro,inverno,pioggia,12,autunno,25
stivaletto alla caviglia,n,y,chiaro,autunno_inverno,neve,2,inverno,26
stivaletto alla caviglia,n,y,colorato,autunno,pioggia,4,inverno,27
scarpa da ginnastica,y,n,chiaro,primavera_estate,pioggia,15,autunno,20
stivaletto alla caviglia,n,y,scuro,autunno,nuvoloso,4,inverno,16
scarpa da ginnastica,y,y,scuro,autunno_inverno,soleggiato,14,autunno,22
scarpe con tacchi,n,n,colorato,estate,pioggia,24,estate,24
scarpa da ginnastica,y,n,scuro,autunno_inverno,neve,-5,inverno,23
stivaletto alla caviglia,n,n,scuro,autunno,nuvoloso,15,autunno,20
scarpa da ginnastica,y,y,scuro,all,soleggiato,15,autunno,19
scarpa da ginnastica,n,y,colorato,autunno_inverno,nuvoloso,2,inverno,21
scarpa da ginnastica,n,n,colorato,all,pioggia,15,estate,22
scarpa da ginnastica,n,y,scuro,estate,pioggia,15,estate,25
scarpa da ginnastica,y,y,scuro,estate,nuvoloso,7,primavera,17
scarpa da ginnastica,n,y,colorato,all,neve,10,inverno,21
scarpa da ginnastica,y,n,scuro,all,pioggia,20,autunno,22
scarpa da ginnastica,n,n,scuro,autunno_inverno,pioggia,25,estate,18
scarpa da ginnastica,y,y,colorato,estate,nuvoloso,1,inverno,13
scarpa da ginnastica,y,n,chiaro,autunno_inverno,pioggia,6,inverno,25
scarpa da ginnastica,y,n,colorato,estate,pioggia,2,primavera,20
scarpa da ginnastica,n,y,scuro,inverno,soleggiato,17,autunno,21
scarpa da ginnastica,y,n,colorato,inverno,soleggiato,7,autunno,22
scarpa da ginnastica,y,y,chiaro,estate,pioggia,28,estate,27
stivaletto alla caviglia,n,n,chiaro,autunno,pioggia,10,autunno,31
anfibi,y,n,scuro,autunno,soleggiato,21,estate,7
scarpa da ginnastica,y,n,colorato,estate,pioggia,29,estate,27
stivaletto alla caviglia,y,n,colorato,autunno,soleggiato,8,primavera,14
scarpa classica,n,n,scuro,autunno_inverno,pioggia,4,autunno,25
scarpa da ginnastica,n,n,colorato,autunno_inverno,soleggiato,18,autunno,22
scarpa da ginnastica,y,y,scuro,estate,pioggia,18,primavera,23
scarpa da ginnastica,y,n,colorato,autunno_inverno,soleggiato,25,autunno,19
scarpa da ginnastica,y,y,colorato,estate,nuvoloso,26,primavera,22
scarpa da ginnastica,y,y,scuro,all,pioggia,26,autunno,22
scarpa da ginnastica,y,y,scuro,autunno_inverno,pioggia,9,autunno,25
scarpa da ginnastica,y,y,chiaro,estate,nuvoloso,9,primavera,17
scarpa da ginnastica,y,n,colorato,all,soleggiato,29,estate,19
scarpa da ginnastica,y,n,chiaro,primavera_estate,nuvoloso,34,autunno,18
scarpa da ginnastica,y,y,chiaro,inverno,pioggia,29,estate,16
scarpa da ginnastica,n,y,chiaro,inverno,pioggia,17,autunno,24
scarpa da ginnastica,y,n,chiaro,autunno_inverno,soleggiato,10,primavera,18
scarpa da ginnastica,y,n,scuro,estate,soleggiato,22,primavera,16
scarpa da ginnastica,y,y,chiaro,primavera_estate,soleggiato,-3,primavera,18
