Materiale,Colore,Lunghezza,Stagione,Meteo,TemperaturaPercepita,StagionePrevisione,Punteggio
poliestere,scuro,lungo,autunno_inverno,soleggiato,15,autunno,26
cotone,colorato,lungo,estate,nuvoloso,20,primavera,24
cotone,scuro,lungo,estate,pioggia,28,primavera,21
raso,colorato,lungo,primavera_estate,soleggiato,18,autunno,18
velluto,scuro,lungo,autunno_inverno,soleggiato,35,estate,4
cotone,scuro,lungo,all,soleggiato,27,estate,15
poliestere,chiaro,lungo,estate,soleggiato,5,primavera,27
poliestere,colorato,lungo,estate,soleggiato,31,estate,15
raso,scuro,lungo,all,pioggia,21,autunno,19
poliestere,colorato,lungo,all,pioggia,0,primavera,26
velluto,scuro,lungo,autunno_inverno,nuvoloso,9,inverno,28
cotone,colorato,lungo,estate,soleggiato,3,inverno,23
poliestere,chiaro,lungo,primavera,soleggiato,32,estate,18
poliestere,colorato,lungo,all,pioggia,16,estate,24
cotone,chiaro,lungo,all,soleggiato,7,inverno,26
poliestere,colorato,lungo,estate,pioggia,17,estate,27
cotone,colorato,lungo,all,soleggiato,1,primavera,26
poliestere,colorato,lungo,estate,pioggia,16,primavera,25
cotone,scuro,lungo,all,soleggiato,27,estate,15
poliestere,scuro,lungo,estate,neve,12,autunno,22
poliestere,colorato,lungo,primavera_estate,pioggia,7,primavera,28
poliestere,colorato,lungo,estate,soleggiato,6,inverno,23
cotone,scuro,lungo,estate,pioggia,18,estate,29
poliestere,chiaro,lungo,all,pioggia,16,autunno,24
cotone,scuro,lungo,estate,soleggiato,28,estate,18
cotone,scuro,lungo,all,pioggia,8,inverno,26
cotone,chiaro,lungo,estate,pioggia,17,estate,29
poliestere,colorato,lungo,estate,pioggia,3,inverno,23
raso,chiaro,lungo,estate,pioggia,7,autunno,17
cotone,scuro,lungo,all,pioggia,9,autunno,26
cotone,colorato,lungo,all,soleggiato,6,primavera,26
poliestere,chiaro,lungo,estate,soleggiato,11,autunno,22
raso,scuro,lungo,all,soleggiato,9,autunno,20
poliestere,colorato,lungo,estate,pioggia,25,estate,18
poliestere,colorato,lungo,primavera_estate,soleggiato,1,inverno,24
poliestere,scuro,lungo,estate,soleggiato,26,primavera,11
velluto,scuro,lungo,autunno_inverno,pioggia,28,estate,11
cotone,colorato,lungo,all,soleggiato,3,inverno,26
poliestere,scuro,lungo,all,pioggia,4,inverno,26
velluto,scuro,lungo,autunno_inverno,pioggia,21,primavera,15
poliestere,colorato,lungo,all,soleggiato,2,inverno,26
poliestere,colorato,lungo,all,soleggiato,5,inverno,26
poliestere,colorato,lungo,primavera_estate,nuvoloso,-2,inverno,24
poliestere,scuro,lungo,all,soleggiato,10,autunno,25
cotone,scuro,lungo,all,pioggia,26,estate,20
velluto,scuro,lungo,autunno_inverno,soleggiato,24,estate,10
poliestere,scuro,lungo,all,pioggia,19,autunno,24
poliestere,chiaro,lungo,estate,soleggiato,2,inverno,23
poliestere,colorato,lungo,estate,soleggiato,35,estate,15
cotone,scuro,lungo,all,soleggiato,0,inverno,26
poliestere,scuro,lungo,estate,pioggia,3,primavera,27
poliestere,scuro,lungo,all,pioggia,21,autunno,20
poliestere,scuro,lungo,all,nuvoloso,5,inverno,26
poliestere,colorato,lungo,primavera_estate,pioggia,19,autunno,22
poliestere,colorato,lungo,estate,pioggia,20,autunno,17
poliestere,colorato,lungo,all,pioggia,26,estate,15
cotone,scuro,lungo,estate,pioggia,11,primavera,27
poliestere,colorato,lungo,estate,pioggia,9,inverno,23
poliestere,colorato,lungo,estate,nuvoloso,3,inverno,23
poliestere,scuro,lungo,all,soleggiato,34,autunno,7
cotone,scuro,lungo,all,neve,1,inverno,26
poliestere,colorato,lungo,all,nuvoloso,2,inverno,26
poliestere,scuro,lungo,all,soleggiato,26,primavera,10
poliestere,colorato,lungo,estate,soleggiato,30,estate,15
cotone,scuro,lungo,estate,pioggia,14,inverno,23
cotone,scuro,lungo,all,soleggiato,29,estate,15
poliestere,chiaro,lungo,estate,pioggia,25,autunno,12
poliestere,chiaro,lungo,all,pioggia,-1,inverno,26
poliestere,scuro,lungo,all,pioggia,31,estate,12
poliestere,scuro,lungo,all,nuvoloso,1,inverno,26
velluto,scuro,lungo,autunno_inverno,nuvoloso,19,autunno,23
poliestere,colorato,lungo,all,soleggiato,21,primavera,20
poliestere,colorato,lungo,estate,soleggiato,6,primavera,27
poliestere,colorato,lungo,estate,pioggia,27,estate,18
poliestere,scuro,lungo,estate,neve,-1,inverno,23
cotone,colorato,lungo,estate,soleggiato,31,estate,20
poliestere,scuro,lungo,estate,soleggiato,2,primavera,27
poliestere,scuro,lungo,estate,pioggia,15,estate,27
cotone,colorato,lungo,estate,nuvoloso,20,autunno,20
cotone,scuro,lungo,estate,soleggiato,9,inverno,23
poliestere,scuro,lungo,all,pioggia,20,estate,20
velluto,scuro,lungo,all,soleggiato,8,autunno,26
poliestere,scuro,lungo,estate,pioggia,20,estate,23
poliestere,colorato,lungo,estate,pioggia,9,inverno,23
poliestere,colorato,lungo,estate,pioggia,2,inverno,23
poliestere,chiaro,lungo,all,pioggia,11,primavera,25
cotone,scuro,lungo,estate,nuvoloso,-5,inverno,23
cotone,colorato,lungo,estate,pioggia,7,inverno,23
velluto,colorato,lungo,autunno_inverno,pioggia,33,estate,9
raso,chiaro,lungo,estate,soleggiato,8,primavera,21
cotone,scuro,lungo,estate,pioggia,8,inverno,23
cotone,scuro,lungo,estate,pioggia,22,estate,26
poliestere,colorato,lungo,estate,pioggia,4,inverno,23
poliestere,colorato,lungo,estate,pioggia,13,primavera,26
poliestere,scuro,lungo,all,neve,0,primavera,26
poliestere,colorato,lungo,estate,soleggiato,34,estate,15
poliestere,scuro,lungo,primavera_estate,soleggiato,2,inverno,24
poliestere,scuro,lungo,estate,pioggia,21,autunno,17
poliestere,scuro,lungo,all,nuvoloso,7,autunno,26
poliestere,scuro,lungo,estate,soleggiato,3,autunno,23
poliestere,scuro,lungo,estate,soleggiato,18,autunno,21
poliestere,scuro,lungo,estate,soleggiato,32,estate,10
poliestere,colorato,lungo,estate,neve,-6,inverno,23
poliestere,scuro,lungo,estate,pioggia,30,estate,15
poliestere,scuro,lungo,estate,pioggia,25,estate,18
poliestere,chiaro,lungo,all,soleggiato,12,autunno,25
poliestere,scuro,lungo,estate,pioggia,18,autunno,21
poliestere,colorato,lungo,estate,pioggia,29,autunno,12
poliestere,scuro,lungo,all,pioggia,18,autunno,24
poliestere,scuro,lungo,all,pioggia,22,primavera,20
poliestere,colorato,lungo,estate,soleggiato,11,autunno,22
poliestere,scuro,lungo,all,soleggiato,1,inverno,26
cotone,colorato,lungo,estate,soleggiato,-8,inverno,23
poliestere,scuro,lungo,estate,pioggia,18,primavera,25
poliestere,colorato,lungo,estate,soleggiato,10,autunno,22
cotone,scuro,lungo,estate,nuvoloso,5,inverno,23
poliestere,colorato,lungo,primavera_estate,soleggiato,12,autunno,23
poliestere,chiaro,lungo,all,soleggiato,7,inverno,26
cotone,colorato,lungo,primavera_estate,nuvoloso,4,inverno,24
poliestere,scuro,lungo,estate,pioggia,11,inverno,22
poliestere,scuro,lungo,all,pioggia,27,autunno,15
poliestere,scuro,lungo,all,soleggiato,10,autunno,25
poliestere,colorato,lungo,estate,pioggia,6,inverno,23
poliestere,scuro,lungo,estate,soleggiato,10,autunno,22
raso,chiaro,lungo,primavera,soleggiato,26,estate,23
poliestere,colorato,lungo,estate,nuvoloso,27,estate,18
poliestere,scuro,lungo,estate,pioggia,15,autunno,21
poliestere,colorato,lungo,estate,pioggia,20,estate,23
poliestere,chiaro,lungo,all,pioggia,19,autunno,24
poliestere,colorato,lungo,all,nuvoloso,8,primavera,26
poliestere,colorato,lungo,estate,soleggiato,18,autunno,21
poliestere,colorato,lungo,all,pioggia,15,autunno,24
cotone,colorato,lungo,estate,nuvoloso,1,inverno,23
velluto,colorato,lungo,autunno_inverno,pioggia,1,autunno,29
cotone,scuro,lungo,all,pioggia,11,autunno,26
cotone,colorato,lungo,estate,neve,1,inverno,23
poliestere,colorato,lungo,all,pioggia,12,inverno,25
cotone,colorato,lungo,estate,neve,4,inverno,23
poliestere,scuro,lungo,all,soleggiato,34,estate,7
cotone,colorato,lungo,all,pioggia,14,primavera,26
cotone,scuro,lungo,all,pioggia,32,estate,17
poliestere,scuro,lungo,all,soleggiato,4,primavera,26
velluto,colorato,medio,autunno_inverno,pioggia,0,autunno,19
tweed,scuro,lungo,autunno,pioggia,12,primavera,22
lino,chiaro,corto,autunno,soleggiato,35,estate,32
seta,scuro,corto,all,nuvoloso,1,autunno,11
cashmere,colorato,corto,all,soleggiato,21,autunno,15
velluto,scuro,medio,primavera,soleggiato,1,inverno,16
tweed,colorato,corto,autunno_inverno,pioggia,28,estate,16
velluto,scuro,medio,estate,nuvoloso,2,inverno,14
tweed,chiaro,lungo,autunno,pioggia,19,autunno,25
velluto,colorato,corto,primavera_estate,soleggiato,5,inverno,14
seta,chiaro,medio,estate,nuvoloso,3,primavera,12
seta,scuro,lungo,autunno_inverno,soleggiato,30,estate,10
velluto,chiaro,corto,primavera,neve,2,primavera,20
velluto,colorato,lungo,inverno,soleggiato,35,estate,8
lino,scuro,medio,primavera_estate,soleggiato,16,autunno,16
tweed,chiaro,lungo,inverno,pioggia,9,inverno,28
raso,chiaro,corto,primavera_estate,soleggiato,8,inverno,8
velluto,colorato,medio,autunno_inverno,pioggia,14,primavera,15
lino,colorato,medio,inverno,nuvoloso,9,primavera,7
velluto,chiaro,corto,autunno_inverno,pioggia,26,estate,17
cashmere,scuro,medio,primavera_estate,pioggia,8,inverno,14
lana,colorato,lungo,autunno_inverno,neve,8,primavera,25
cotone,chiaro,corto,autunno_inverno,soleggiato,23,autunno,30
tweed,colorato,lungo,autunno_inverno,nuvoloso,-2,inverno,28
lana,scuro,corto,autunno,pioggia,7,primavera,16
tweed,scuro,corto,inverno,pioggia,26,estate,15
tweed,colorato,corto,estate,pioggia,19,autunno,13
velluto,chiaro,medio,autunno_inverno,pioggia,28,estate,15
lana,scuro,lungo,autunno,pioggia,24,estate,13
poliestere,scuro,lungo,all,pioggia,8,autunno,26
velluto,scuro,lungo,primavera_estate,soleggiato,2,inverno,25
seta,colorato,lungo,estate,soleggiato,20,primavera,23
lana,chiaro,medio,autunno,pioggia,13,inverno,19
velluto,chiaro,medio,all,pioggia,11,autunno,17
poliestere,colorato,corto,primavera_estate,pioggia,17,estate,20
tweed,scuro,medio,primavera,soleggiato,-3,inverno,15
lino,chiaro,lungo,autunno_inverno,soleggiato,5,primavera,18
tweed,colorato,medio,autunno,soleggiato,30,estate,12
cashmere,chiaro,lungo,primavera,pioggia,11,primavera,27
raso,chiaro,lungo,inverno,pioggia,15,inverno,23
tweed,scuro,medio,estate,soleggiato,30,estate,11
lana,colorato,medio,all,neve,-3,inverno,18
cashmere,scuro,corto,autunno_inverno,pioggia,-5,inverno,20
tweed,colorato,corto,inverno,soleggiato,15,autunno,17
poliestere,colorato,medio,primavera,soleggiato,4,inverno,15
lino,scuro,corto,primavera,pioggia,22,autunno,20
lana,scuro,lungo,primavera_estate,pioggia,24,autunno,12
cotone,scuro,lungo,primavera,nuvoloso,12,autunno,25
velluto,colorato,corto,inverno,soleggiato,26,estate,16
cashmere,colorato,medio,estate,soleggiato,2,inverno,15
tweed,colorato,lungo,autunno_inverno,pioggia,22,autunno,17
cotone,colorato,medio,autunno,pioggia,25,estate,23
seta,colorato,medio,all,pioggia,3,inverno,11
poliestere,chiaro,lungo,autunno,neve,4,inverno,27
lana,chiaro,corto,autunno,soleggiato,18,autunno,17
poliestere,scuro,lungo,estate,pioggia,16,autunno,21
cashmere,scuro,lungo,estate,pioggia,4,inverno,25
raso,chiaro,corto,inverno,pioggia,15,primavera,11
cotone,scuro,corto,all,pioggia,26,estate,26
lino,colorato,lungo,all,nuvoloso,5,inverno,20
seta,scuro,lungo,autunno,nuvoloso,0,inverno,22
cashmere,colorato,medio,inverno,soleggiato,1,inverno,21
raso,colorato,lungo,all,soleggiato,8,primavera,20
poliestere,colorato,medio,autunno,soleggiato,10,autunno,22
seta,scuro,corto,autunno_inverno,pioggia,5,autunno,14
cashmere,scuro,corto,primavera,soleggiato,-1,primavera,21
raso,scuro,medio,inverno,pioggia,18,autunno,17
lino,chiaro,medio,primavera,soleggiato,15,primavera,21
velluto,scuro,lungo,all,pioggia,20,estate,17
lana,scuro,medio,primavera,soleggiato,28,estate,10
cashmere,chiaro,medio,all,pioggia,17,primavera,17
lana,colorato,medio,autunno_inverno,soleggiato,30,estate,9
poliestere,colorato,lungo,autunno,soleggiato,20,autunno,23
lana,colorato,lungo,inverno,pioggia,15,primavera,17
cotone,chiaro,lungo,inverno,pioggia,28,estate,17
raso,scuro,corto,autunno,soleggiato,29,estate,17
seta,scuro,medio,estate,neve,-5,inverno,8
raso,colorato,lungo,all,nuvoloso,6,inverno,20
seta,colorato,corto,autunno,pioggia,12,primavera,14
lino,chiaro,corto,autunno,soleggiato,25,primavera,29
velluto,chiaro,corto,estate,pioggia,21,primavera,18
cotone,colorato,lungo,autunno_inverno,pioggia,11,primavera,24
lino,scuro,lungo,all,pioggia,-7,primavera,18
velluto,chiaro,corto,primavera,pioggia,10,autunno,14
seta,chiaro,corto,primavera_estate,pioggia,29,estate,26
cashmere,chiaro,lungo,all,pioggia,29,estate,11
raso,scuro,lungo,primavera,pioggia,10,inverno,19
cotone,scuro,corto,primavera_estate,soleggiato,6,primavera,18
cashmere,chiaro,medio,autunno_inverno,pioggia,13,estate,16
poliestere,colorato,medio,estate,soleggiato,24,estate,28
lino,scuro,corto,autunno_inverno,soleggiato,30,autunno,25
seta,colorato,medio,all,soleggiato,-1,inverno,11
poliestere,colorato,corto,primavera,pioggia,26,autunno,20
cashmere,colorato,corto,primavera,soleggiato,13,primavera,19
poliestere,scuro,lungo,primavera,neve,0,inverno,25
raso,chiaro,medio,primavera_estate,pioggia,25,estate,23
raso,scuro,medio,inverno,pioggia,14,autunno,15
seta,colorato,corto,autunno,pioggia,16,primavera,16
raso,colorato,lungo,autunno,soleggiato,20,primavera,18
lino,scuro,lungo,primavera_estate,soleggiato,24,estate,18
velluto,chiaro,medio,autunno_inverno,pioggia,18,autunno,19
velluto,scuro,corto,estate,soleggiato,6,inverno,13
tweed,chiaro,lungo,autunno,pioggia,20,estate,14
lino,chiaro,corto,inverno,nuvoloso,11,primavera,11
cotone,chiaro,lungo,estate,nuvoloso,8,autunno,23
poliestere,scuro,corto,all,soleggiato,19,autunno,18
raso,chiaro,lungo,primavera_estate,soleggiato,8,inverno,18
cotone,chiaro,medio,primavera,pioggia,5,autunno,15
velluto,colorato,lungo,inverno,soleggiato,24,autunno,18
tweed,chiaro,medio,all,nuvoloso,-2,inverno,16
raso,colorato,medio,primavera_estate,soleggiato,13,primavera,16
raso,scuro,medio,primavera_estate,pioggia,15,estate,18
raso,colorato,lungo,autunno_inverno,neve,5,primavera,18
cotone,chiaro,medio,estate,soleggiato,19,autunno,19
cashmere,scuro,corto,estate,soleggiato,-3,inverno,15
raso,chiaro,medio,all,soleggiato,26,estate,26
lino,chiaro,corto,inverno,pioggia,12,primavera,11
cotone,scuro,corto,autunno_inverno,soleggiato,17,autunno,22
tweed,scuro,medio,primavera,soleggiato,9,primavera,18
poliestere,colorato,medio,primavera_estate,nuvoloso,8,inverno,14
lino,chiaro,corto,primavera_estate,pioggia,6,primavera,12
cashmere,scuro,medio,autunno_inverno,pioggia,1,inverno,20
lino,scuro,corto,inverno,neve,-6,inverno,11
cotone,chiaro,lungo,primavera_estate,pioggia,32,autunno,15
seta,scuro,medio,primavera,pioggia,8,inverno,11
tweed,scuro,lungo,estate,pioggia,5,inverno,22
lana,scuro,medio,autunno,pioggia,32,estate,10
seta,scuro,corto,primavera,pioggia,10,inverno,14
seta,chiaro,corto,primavera_estate,nuvoloso,1,inverno,9
seta,scuro,medio,primavera,soleggiato,17,autunno,18
seta,scuro,lungo,autunno_inverno,soleggiato,10,primavera,21
lana,scuro,corto,autunno,pioggia,10,autunno,19
cashmere,scuro,medio,estate,pioggia,8,primavera,17
velluto,scuro,medio,all,pioggia,6,primavera,16
tweed,chiaro,medio,inverno,soleggiato,15,primavera,15
poliestere,scuro,lungo,autunno,pioggia,26,autunno,18
lana,chiaro,medio,all,soleggiato,2,inverno,18
raso,colorato,medio,estate,pioggia,20,primavera,25
raso,chiaro,medio,inverno,soleggiato,31,estate,21
raso,chiaro,medio,autunno_inverno,pioggia,1,primavera,7
raso,scuro,corto,inverno,soleggiato,17,primavera,11
cashmere,colorato,corto,all,soleggiato,11,primavera,16
lana,colorato,lungo,inverno,pioggia,14,autunno,25
cashmere,scuro,lungo,primavera,pioggia,9,inverno,25
cashmere,chiaro,lungo,estate,soleggiato,26,estate,19
raso,scuro,medio,primavera,pioggia,23,primavera,27
raso,chiaro,medio,primavera_estate,soleggiato,18,autunno,14
poliestere,scuro,corto,primavera_estate,pioggia,30,estate,24
seta,colorato,medio,estate,soleggiato,19,primavera,20
lino,scuro,corto,autunno,soleggiato,3,inverno,9
velluto,scuro,corto,inverno,pioggia,20,autunno,18
lino,colorato,medio,primavera_estate,soleggiato,27,estate,25
lana,chiaro,corto,autunno_inverno,soleggiato,11,primavera,14
seta,chiaro,medio,inverno,pioggia,-5,primavera,8
seta,scuro,corto,inverno,pioggia,25,estate,21
velluto,chiaro,corto,estate,soleggiato,0,inverno,14
lana,scuro,corto,inverno,pioggia,16,autunno,15
lino,colorato,lungo,autunno,pioggia,26,estate,18
lino,colorato,medio,autunno_inverno,pioggia,24,estate,24
lino,chiaro,medio,primavera_estate,soleggiato,18,autunno,16
raso,colorato,lungo,estate,pioggia,28,estate,20
tweed,chiaro,corto,autunno,soleggiato,14,primavera,14
raso,chiaro,medio,autunno_inverno,soleggiato,11,autunno,16
tweed,colorato,corto,primavera,nuvoloso,0,inverno,15
cotone,colorato,medio,estate,soleggiato,11,primavera,21
raso,scuro,lungo,primavera_estate,nuvoloso,8,inverno,18
tweed,scuro,medio,inverno,soleggiato,27,estate,8
poliestere,scuro,medio,estate,soleggiato,28,estate,17
cotone,chiaro,corto,primavera,nuvoloso,16,autunno,19
seta,colorato,corto,primavera_estate,pioggia,9,inverno,10
lana,chiaro,corto,autunno,soleggiato,31,estate,22
poliestere,chiaro,medio,inverno,pioggia,27,estate,16
raso,scuro,medio,primavera_estate,pioggia,14,primavera,16
lino,chiaro,corto,primavera,soleggiato,7,primavera,13
tweed,colorato,lungo,autunno,neve,-3,inverno,27
poliestere,colorato,medio,all,soleggiato,4,inverno,16
seta,colorato,medio,autunno_inverno,soleggiato,30,estate,18
cashmere,chiaro,medio,estate,nuvoloso,30,estate,15
raso,colorato,corto,primavera_estate,pioggia,4,primavera,11
poliestere,scuro,corto,autunno_inverno,pioggia,-2,primavera,14
raso,chiaro,medio,primavera_estate,pioggia,24,estate,26
tweed,colorato,lungo,autunno,soleggiato,3,inverno,27
lana,chiaro,corto,autunno,soleggiato,-8,inverno,19
raso,chiaro,medio,autunno,soleggiato,32,estate,23
cashmere,scuro,lungo,autunno,nuvoloso,2,primavera,27
seta,chiaro,medio,autunno_inverno,pioggia,34,estate,18
cotone,scuro,corto,all,soleggiato,36,estate,22
tweed,chiaro,lungo,primavera_estate,soleggiato,29,estate,19
lino,colorato,lungo,primavera,nuvoloso,-3,primavera,21
seta,colorato,lungo,primavera_estate,soleggiato,5,primavera,24
seta,scuro,corto,all,pioggia,3,autunno,11
tweed,chiaro,corto,inverno,soleggiato,30,estate,22
lana,scuro,lungo,primavera_estate,nuvoloso,16,primavera,22
lana,chiaro,lungo,inverno,soleggiato,4,primavera,25
cashmere,scuro,corto,estate,nuvoloso,10,primavera,17
cashmere,scuro,medio,autunno_inverno,neve,0,inverno,20
tweed,chiaro,corto,estate,pioggia,13,inverno,12
raso,colorato,medio,autunno,soleggiato,17,autunno,19
lana,chiaro,corto,autunno_inverno,soleggiato,8,primavera,15
cashmere,colorato,medio,primavera,soleggiato,24,autunno,19
cashmere,colorato,corto,autunno,pioggia,11,autunno,19
seta,chiaro,lungo,autunno_inverno,nuvoloso,19,autunno,25
tweed,chiaro,medio,primavera,soleggiato,11,primavera,20
cotone,colorato,medio,autunno_inverno,soleggiato,26,estate,22
cashmere,scuro,medio,autunno_inverno,pioggia,25,estate,13
raso,scuro,corto,autunno_inverno,soleggiato,5,inverno,12
poliestere,scuro,corto,inverno,neve,0,primavera,13
velluto,scuro,corto,all,pioggia,9,inverno,16
tweed,chiaro,corto,all,neve,3,primavera,16
velluto,chiaro,corto,autunno,nuvoloso,3,inverno,18
lana,chiaro,medio,all,pioggia,8,primavera,17
tweed,chiaro,corto,primavera_estate,pioggia,4,inverno,14
cashmere,scuro,corto,autunno_inverno,soleggiato,30,estate,12
lino,scuro,corto,autunno,pioggia,8,primavera,9
velluto,scuro,lungo,all,soleggiato,16,primavera,21
lino,colorato,lungo,primavera,soleggiato,28,estate,20
velluto,chiaro,corto,autunno,soleggiato,21,autunno,25
lino,chiaro,medio,autunno_inverno,nuvoloso,1,inverno,10
poliestere,scuro,medio,autunno,neve,2,primavera,15
seta,chiaro,lungo,autunno,pioggia,8,inverno,23
poliestere,chiaro,lungo,primavera_estate,soleggiato,5,inverno,24
seta,colorato,corto,all,pioggia,13,inverno,15
velluto,chiaro,medio,primavera_estate,pioggia,28,estate,19
cashmere,chiaro,medio,autunno_inverno,pioggia,17,primavera,15
seta,colorato,corto,estate,pioggia,14,inverno,12
seta,scuro,lungo,estate,pioggia,29,estate,21
cashmere,colorato,medio,all,soleggiato,19,autunno,17
seta,colorato,medio,estate,soleggiato,28,estate,25
cashmere,chiaro,lungo,autunno,soleggiato,28,estate,15
tweed,colorato,lungo,all,pioggia,18,primavera,22
lana,scuro,corto,primavera,pioggia,23,estate,15
raso,colorato,lungo,autunno,soleggiato,5,inverno,21
velluto,colorato,corto,autunno_inverno,nuvoloso,18,primavera,13
cotone,colorato,lungo,autunno_inverno,pioggia,12,inverno,28
poliestere,colorato,lungo,estate,soleggiato,23,primavera,21
poliestere,scuro,lungo,primavera,pioggia,16,estate,25
tweed,chiaro,medio,autunno_inverno,neve,-2,autunno,18
lana,chiaro,medio,autunno,pioggia,8,inverno,18
poliestere,chiaro,corto,primavera,pioggia,28,estate,22
cotone,chiaro,lungo,primavera,nuvoloso,18,autunno,25
seta,chiaro,medio,inverno,soleggiato,22,estate,29
cashmere,chiaro,lungo,all,nuvoloso,6,primavera,26
seta,chiaro,lungo,inverno,soleggiato,8,primavera,19
cashmere,chiaro,lungo,estate,pioggia,11,inverno,21
lana,colorato,corto,primavera,soleggiato,11,autunno,15
cashmere,scuro,corto,estate,pioggia,21,primavera,16
seta,chiaro,lungo,inverno,nuvoloso,11,primavera,20
cotone,chiaro,corto,all,pioggia,16,primavera,20
lana,scuro,medio,estate,pioggia,22,primavera,20
cashmere,scuro,lungo,autunno,pioggia,2,inverno,29
poliestere,scuro,medio,all,soleggiato,30,estate,10
tweed,scuro,lungo,primavera,pioggia,17,primavera,25
raso,scuro,lungo,primavera_estate,nuvoloso,15,primavera,22
cashmere,chiaro,lungo,primavera,soleggiato,28,estate,17
raso,scuro,lungo,primavera_estate,pioggia,14,autunno,18
raso,colorato,lungo,primavera_estate,pioggia,16,autunno,18
lino,scuro,lungo,estate,pioggia,17,autunno,19
raso,scuro,corto,all,soleggiato,17,autunno,14
tweed,scuro,corto,all,pioggia,11,primavera,15
lino,scuro,medio,estate,pioggia,4,inverno,5
cotone,scuro,lungo,inverno,pioggia,14,primavera,23
velluto,colorato,corto,primavera,pioggia,19,autunno,14
velluto,chiaro,corto,primavera_estate,soleggiato,-1,inverno,15
cashmere,colorato,medio,autunno_inverno,pioggia,17,estate,15
lana,scuro,corto,estate,pioggia,28,estate,19
velluto,colorato,medio,autunno_inverno,soleggiato,25,estate,15
cashmere,colorato,lungo,autunno_inverno,soleggiato,25,estate,9
raso,chiaro,corto,estate,soleggiato,19,autunno,11
raso,scuro,lungo,estate,soleggiato,15,primavera,21
velluto,chiaro,lungo,primavera,soleggiato,22,primavera,25
seta,colorato,medio,all,soleggiato,-1,primavera,11
lana,colorato,corto,primavera,pioggia,15,autunno,13
tweed,scuro,corto,primavera_estate,soleggiato,32,estate,17
seta,scuro,corto,primavera_estate,nuvoloso,4,autunno,9
cotone,chiaro,lungo,all,pioggia,28,estate,20
tweed,scuro,corto,autunno,nuvoloso,16,primavera,15
seta,colorato,medio,autunno_inverno,soleggiato,27,estate,20
lana,chiaro,lungo,all,soleggiato,23,primavera,19
seta,colorato,corto,autunno_inverno,pioggia,30,autunno,29
cotone,chiaro,corto,inverno,pioggia,3,inverno,19
raso,scuro,medio,all,soleggiato,3,inverno,9
cotone,colorato,medio,estate,pioggia,9,autunno,13
cashmere,colorato,medio,primavera,soleggiato,26,estate,16
lino,chiaro,medio,primavera,pioggia,27,estate,24
cotone,scuro,lungo,primavera_estate,nuvoloso,5,inverno,24
lana,colorato,medio,autunno_inverno,pioggia,12,autunno,20
lino,chiaro,lungo,estate,pioggia,28,estate,22
poliestere,colorato,lungo,autunno,pioggia,19,estate,23
lino,colorato,medio,all,pioggia,17,autunno,18
seta,chiaro,corto,estate,soleggiato,17,autunno,14
cashmere,scuro,corto,autunno,soleggiato,14,primavera,15
seta,scuro,corto,estate,soleggiato,-2,inverno,8
poliestere,colorato,corto,primavera_estate,soleggiato,3,primavera,18
cotone,colorato,corto,estate,nuvoloso,8,inverno,13
poliestere,chiaro,corto,all,nuvoloso,6,inverno,16
cashmere,colorato,medio,all,nuvoloso,15,primavera,17
poliestere,scuro,lungo,autunno,nuvoloso,23,autunno,23
seta,chiaro,corto,inverno,neve,-8,primavera,8
velluto,chiaro,lungo,primavera,soleggiato,1,inverno,26
velluto,colorato,medio,autunno_inverno,pioggia,10,primavera,15
lana,scuro,corto,primavera,pioggia,24,estate,15
cotone,colorato,medio,estate,nuvoloso,21,primavera,29
tweed,colorato,corto,estate,soleggiato,3,primavera,17
cashmere,chiaro,lungo,all,pioggia,14,primavera,24
seta,colorato,lungo,all,pioggia,11,autunno,23
cashmere,scuro,lungo,primavera_estate,soleggiato,8,primavera,28
lana,colorato,medio,estate,neve,7,autunno,14
cashmere,colorato,medio,all,pioggia,15,inverno,17
cashmere,colorato,medio,estate,soleggiato,20,primavera,21
cashmere,chiaro,corto,autunno,pioggia,11,primavera,15
cotone,colorato,lungo,autunno,soleggiato,18,primavera,25
cotone,scuro,medio,estate,pioggia,18,primavera,23
lana,scuro,lungo,all,nuvoloso,5,inverno,27
cashmere,scuro,lungo,autunno,soleggiato,3,inverno,29
raso,scuro,corto,estate,neve,8,inverno,7
lana,chiaro,lungo,autunno,pioggia,15,primavera,19
cotone,scuro,lungo,autunno,soleggiato,34,autunno,15
seta,chiaro,corto,inverno,neve,4,autunno,12
raso,scuro,lungo,primavera_estate,nuvoloso,31,estate,18
lana,colorato,medio,primavera_estate,pioggia,3,inverno,16
velluto,chiaro,corto,primavera_estate,nuvoloso,19,autunno,13
velluto,scuro,medio,autunno,pioggia,18,estate,16
raso,chiaro,medio,primavera_estate,pioggia,5,inverno,8
tweed,colorato,lungo,autunno_inverno,soleggiato,13,autunno,25
cashmere,chiaro,corto,all,nuvoloso,11,inverno,16
tweed,colorato,lungo,inverno,soleggiato,9,primavera,22
poliestere,scuro,corto,all,pioggia,14,estate,17
tweed,colorato,medio,all,pioggia,16,primavera,18
lana,scuro,medio,primavera,soleggiato,34,estate,7
cotone,colorato,medio,autunno,pioggia,2,inverno,17
lana,colorato,medio,estate,soleggiato,11,primavera,19
poliestere,scuro,medio,primavera_estate,pioggia,30,estate,17
raso,chiaro,lungo,primavera_estate,soleggiato,26,autunno,20
lana,scuro,lungo,estate,soleggiato,11,primavera,25
