Materiale,Colore,Lunghezza,Stagione,time,Meteo,TemperaturaPercepita,StagionePrevisione,Mese
cotone,scuro,corto,estate,2022-09-13,pioggia,20.35,autunno,settembre
cotone,scuro,corto,all,2022-11-15,pioggia,14.85,autunno,novembre
cotone,chiaro,corto,estate,2022-07-31,soleggiato,29.3,estate,luglio
poliestere,colorato,corto,estate,2022-12-03,pioggia,17.4,inverno,dicembre
raso,chiaro,corto,estate,2022-01-07,soleggiato,0.1999999999999999,inverno,gennaio
cotone,scuro,corto,all,2022-05-08,pioggia,17.65,primavera,maggio
cotone,colorato,corto,all,2022-02-21,pioggia,8.05,inverno,febbraio
poliestere,chiaro,corto,estate,2022-05-28,pioggia,11.25,primavera,maggio
raso,scuro,corto,all,2022-03-28,soleggiato,8.05,primavera,marzo
poliestere,colorato,corto,estate,2022-05-20,soleggiato,22.15,primavera,maggio
poliestere,colorato,corto,primavera_estate,2022-06-02,soleggiato,26.85,estate,giugno
poliestere,scuro,corto,estate,2022-04-26,pioggia,14.4,primavera,aprile
velluto,scuro,corto,autunno_inverno,2022-01-25,soleggiato,-6.050000000000001,inverno,gennaio
cotone,colorato,corto,all,2022-09-29,pioggia,13.9,autunno,settembre
poliestere,scuro,corto,all,2022-09-14,soleggiato,19.15,autunno,settembre
velluto,scuro,corto,autunno_inverno,2022-06-08,pioggia,24.55,estate,giugno
poliestere,colorato,corto,all,2022-11-17,pioggia,10.0,autunno,novembre
poliestere,colorato,corto,all,2022-03-10,soleggiato,6.0,primavera,marzo
poliestere,colorato,corto,primavera_estate,2022-04-04,pioggia,7.85,primavera,aprile
poliestere,scuro,corto,all,2022-10-04,nuvoloso,12.15,autunno,ottobre
cotone,scuro,corto,all,2022-10-20,nuvoloso,22.65,autunno,ottobre
velluto,scuro,corto,autunno_inverno,2022-01-18,soleggiato,0.9999999999999998,inverno,gennaio
poliestere,scuro,corto,all,2022-11-15,nuvoloso,9.0,autunno,novembre
poliestere,chiaro,corto,estate,2022-05-11,soleggiato,21.75,primavera,maggio
poliestere,colorato,corto,estate,2022-11-22,pioggia,6.449999999999999,autunno,novembre
cotone,scuro,corto,all,2022-09-25,pioggia,17.35,autunno,settembre
poliestere,scuro,corto,estate,2022-01-06,pioggia,10.8,inverno,gennaio
poliestere,scuro,corto,all,2022-03-01,nuvoloso,1.85,primavera,marzo
poliestere,scuro,corto,all,2022-12-19,nuvoloso,1.6,inverno,dicembre
poliestere,colorato,corto,primavera_estate,2022-10-12,nuvoloso,18.1,autunno,ottobre
poliestere,colorato,corto,estate,2022-11-23,pioggia,5.35,autunno,novembre
poliestere,colorato,corto,all,2022-02-25,pioggia,7.35,inverno,febbraio
cotone,scuro,corto,estate,2022-11-11,soleggiato,10.75,autunno,novembre
poliestere,colorato,corto,estate,2022-12-24,pioggia,14.1,inverno,dicembre
poliestere,colorato,corto,estate,2022-09-12,soleggiato,25.5,autunno,settembre
poliestere,scuro,corto,all,2022-01-01,soleggiato,3.25,inverno,gennaio
cotone,scuro,corto,all,2022-11-26,pioggia,8.6,autunno,novembre
poliestere,colorato,corto,all,2022-04-14,soleggiato,13.55,primavera,aprile
poliestere,scuro,corto,all,2022-02-03,soleggiato,5.35,inverno,febbraio
poliestere,colorato,corto,estate,2022-03-07,soleggiato,0.9500000000000002,primavera,marzo
cotone,scuro,corto,estate,2022-03-18,soleggiato,7.3,primavera,marzo
cotone,scuro,corto,all,2022-05-30,soleggiato,24.6,primavera,maggio
poliestere,chiaro,corto,estate,2022-10-06,soleggiato,18.45,autunno,ottobre
poliestere,chiaro,corto,all,2022-12-25,soleggiato,14.35,inverno,dicembre
poliestere,scuro,corto,all,2022-06-03,soleggiato,27.450000000000003,estate,giugno
poliestere,scuro,corto,all,2022-11-09,pioggia,8.35,autunno,novembre
velluto,scuro,corto,autunno_inverno,2022-03-10,soleggiato,2.8500000000000005,primavera,marzo
poliestere,colorato,corto,all,2022-03-01,neve,-6.1,primavera,marzo
poliestere,colorato,corto,estate,2022-10-16,nuvoloso,20.2,autunno,ottobre
poliestere,colorato,corto,estate,2022-04-26,pioggia,13.75,primavera,aprile
poliestere,scuro,corto,estate,2022-09-05,soleggiato,26.4,autunno,settembre
cotone,colorato,corto,estate,2022-04-17,nuvoloso,10.85,primavera,aprile
poliestere,scuro,corto,estate,2022-10-29,soleggiato,18.3,autunno,ottobre
poliestere,scuro,corto,estate,2022-01-16,soleggiato,1.3000000000000005,inverno,gennaio
cotone,colorato,corto,estate,2022-02-25,soleggiato,5.85,inverno,febbraio
cotone,scuro,corto,estate,2022-10-18,soleggiato,19.8,autunno,ottobre
poliestere,scuro,corto,all,2022-11-11,soleggiato,8.7,autunno,novembre
velluto,scuro,corto,all,2022-11-10,nuvoloso,14.85,autunno,novembre
poliestere,scuro,corto,estate,2022-08-24,soleggiato,27.05,estate,agosto
poliestere,colorato,corto,estate,2022-11-22,pioggia,5.75,autunno,novembre
poliestere,colorato,corto,estate,2022-09-06,pioggia,23.05,autunno,settembre
poliestere,chiaro,corto,all,2022-06-01,nuvoloso,23.1,estate,giugno
cotone,scuro,corto,estate,2022-09-08,nuvoloso,28.1,autunno,settembre
cotone,colorato,corto,estate,2022-04-25,pioggia,12.2,primavera,aprile
velluto,colorato,corto,autunno_inverno,2022-10-08,soleggiato,16.9,autunno,ottobre
raso,chiaro,corto,estate,2022-07-11,pioggia,27.85,estate,luglio
cotone,scuro,corto,estate,2022-09-24,pioggia,14.6,autunno,settembre
cotone,scuro,corto,estate,2022-04-15,soleggiato,16.1,primavera,aprile
poliestere,colorato,corto,estate,2022-01-08,soleggiato,-3.05,inverno,gennaio
poliestere,colorato,corto,estate,2022-08-01,soleggiato,30.75,estate,agosto
poliestere,scuro,corto,all,2022-04-01,neve,2.35,primavera,aprile
poliestere,colorato,corto,estate,2022-03-28,soleggiato,11.45,primavera,marzo
poliestere,scuro,corto,primavera_estate,2022-11-29,neve,-6.4,autunno,novembre
poliestere,scuro,corto,estate,2022-11-30,pioggia,8.85,autunno,novembre
poliestere,scuro,corto,all,2022-02-22,pioggia,3.3,inverno,febbraio
poliestere,scuro,corto,estate,2022-01-05,neve,2.0,inverno,gennaio
poliestere,scuro,corto,estate,2022-07-03,soleggiato,32.5,estate,luglio
poliestere,scuro,corto,estate,2022-03-12,soleggiato,3.3000000000000003,primavera,marzo
poliestere,colorato,corto,estate,2022-08-05,soleggiato,31.95,estate,agosto
poliestere,scuro,corto,estate,2022-10-03,pioggia,20.85,autunno,ottobre
poliestere,scuro,corto,estate,2022-01-24,neve,-6.6000000000000005,inverno,gennaio
poliestere,chiaro,corto,all,2022-03-25,soleggiato,11.35,primavera,marzo
poliestere,scuro,corto,estate,2022-12-02,pioggia,9.5,inverno,dicembre
poliestere,colorato,corto,estate,2022-04-06,pioggia,10.6,primavera,aprile
poliestere,scuro,corto,all,2022-08-07,pioggia,33.8,estate,agosto
poliestere,scuro,corto,all,2022-05-13,nuvoloso,16.15,primavera,maggio
poliestere,colorato,corto,estate,2022-01-22,pioggia,0.5500000000000003,inverno,gennaio
poliestere,scuro,corto,all,2022-06-03,soleggiato,31.3,estate,giugno
cotone,colorato,corto,estate,2022-11-13,neve,8.65,autunno,novembre
poliestere,scuro,corto,estate,2022-04-19,soleggiato,13.4,primavera,aprile
poliestere,colorato,corto,estate,2022-06-09,pioggia,19.85,estate,giugno
cotone,scuro,corto,estate,2022-11-07,soleggiato,9.65,autunno,novembre
poliestere,colorato,corto,primavera_estate,2022-11-13,nuvoloso,17.0,autunno,novembre
poliestere,chiaro,corto,all,2022-04-30,soleggiato,15.3,primavera,aprile
cotone,colorato,corto,primavera_estate,2022-07-04,pioggia,29.05,estate,luglio
poliestere,scuro,corto,estate,2022-10-13,pioggia,18.55,autunno,ottobre
poliestere,scuro,corto,all,2022-02-10,soleggiato,9.3,inverno,febbraio
poliestere,scuro,corto,all,2022-06-17,soleggiato,26.6,estate,giugno
poliestere,colorato,corto,estate,2022-07-06,pioggia,31.7,estate,luglio
poliestere,scuro,corto,estate,2022-03-03,pioggia,6.05,primavera,marzo
raso,chiaro,corto,primavera,2022-12-12,pioggia,14.1,inverno,dicembre
poliestere,colorato,corto,estate,2022-03-18,pioggia,5.35,primavera,marzo
poliestere,scuro,corto,estate,2022-06-17,soleggiato,29.9,estate,giugno
poliestere,colorato,corto,estate,2022-07-06,pioggia,30.3,estate,luglio
poliestere,chiaro,corto,all,2022-05-03,soleggiato,16.95,primavera,maggio
poliestere,colorato,corto,all,2022-01-07,soleggiato,0.7500000000000002,inverno,gennaio
poliestere,colorato,corto,estate,2022-01-17,soleggiato,10.65,inverno,gennaio
poliestere,colorato,corto,all,2022-01-18,soleggiato,-5.85,inverno,gennaio
cotone,colorato,corto,estate,2022-09-11,pioggia,18.8,autunno,settembre
velluto,colorato,corto,autunno_inverno,2022-01-23,neve,-2.9,inverno,gennaio
cotone,scuro,corto,all,2022-12-20,pioggia,9.3,inverno,dicembre
cotone,colorato,corto,estate,2022-12-15,pioggia,0.05,inverno,dicembre
poliestere,colorato,corto,all,2022-03-12,pioggia,7.75,primavera,marzo
cotone,colorato,corto,estate,2022-10-08,nuvoloso,23.4,autunno,ottobre
poliestere,scuro,corto,all,2022-09-02,soleggiato,24.75,autunno,settembre
cotone,colorato,corto,all,2022-01-22,soleggiato,2.75,inverno,gennaio
cotone,scuro,corto,all,2022-06-25,soleggiato,28.25,estate,giugno
poliestere,scuro,corto,all,2022-04-03,pioggia,6.1000000000000005,primavera,aprile
raso,colorato,lungo,estate,2022-01-13,nuvoloso,-2.45,inverno,gennaio
raso,colorato,medio,autunno,2022-02-12,neve,-0.7,inverno,febbraio
cotone,scuro,lungo,inverno,2022-06-13,pioggia,24.4,estate,giugno
velluto,colorato,lungo,estate,2022-11-09,nuvoloso,14.15,autunno,novembre
tweed,colorato,corto,inverno,2022-01-01,nuvoloso,13.0,inverno,gennaio
lino,scuro,medio,autunno_inverno,2022-04-12,soleggiato,9.9,primavera,aprile
cotone,chiaro,lungo,autunno_inverno,2022-08-07,pioggia,31.75,estate,agosto
seta,chiaro,corto,primavera,2022-10-13,pioggia,18.15,autunno,ottobre
tweed,colorato,corto,estate,2022-08-12,pioggia,28.6,estate,agosto
tweed,colorato,corto,autunno_inverno,2022-10-13,pioggia,8.2,autunno,ottobre
raso,colorato,medio,autunno_inverno,2022-02-17,soleggiato,5.05,inverno,febbraio
velluto,chiaro,corto,primavera,2022-01-18,soleggiato,5.1000000000000005,inverno,gennaio
poliestere,colorato,medio,inverno,2022-06-24,pioggia,19.6,estate,giugno
poliestere,scuro,corto,estate,2022-06-27,soleggiato,30.3,estate,giugno
raso,chiaro,lungo,autunno,2022-10-12,pioggia,17.700000000000003,autunno,ottobre
cotone,chiaro,medio,primavera,2022-11-26,pioggia,7.800000000000001,autunno,novembre
seta,scuro,corto,estate,2022-08-24,soleggiato,26.15,estate,agosto
poliestere,chiaro,lungo,primavera,2022-06-20,soleggiato,26.25,estate,giugno
lino,chiaro,medio,inverno,2022-04-30,nuvoloso,14.6,primavera,aprile
poliestere,colorato,corto,estate,2022-12-15,pioggia,14.7,inverno,dicembre
tweed,colorato,corto,autunno_inverno,2022-12-18,nuvoloso,10.65,inverno,dicembre
lino,scuro,corto,autunno_inverno,2022-09-26,pioggia,17.35,autunno,settembre
tweed,scuro,medio,estate,2022-12-03,pioggia,7.0,inverno,dicembre
tweed,colorato,corto,primavera,2022-03-07,pioggia,2.85,primavera,marzo
cotone,chiaro,medio,autunno_inverno,2022-02-21,pioggia,6.9,inverno,febbraio
raso,chiaro,lungo,primavera,2022-06-16,soleggiato,30.200000000000003,estate,giugno
velluto,colorato,lungo,autunno,2022-04-22,pioggia,10.5,primavera,aprile
cotone,chiaro,medio,autunno,2022-12-18,soleggiato,10.75,inverno,dicembre
velluto,chiaro,lungo,inverno,2022-02-03,pioggia,-1.55,inverno,febbraio
cotone,scuro,corto,autunno,2022-09-07,pioggia,27.25,autunno,settembre
cotone,colorato,corto,primavera,2022-11-15,pioggia,9.15,autunno,novembre
seta,scuro,corto,primavera_estate,2022-07-03,soleggiato,28.450000000000003,estate,luglio
tweed,scuro,corto,primavera,2022-06-05,pioggia,21.4,estate,giugno
poliestere,scuro,lungo,inverno,2022-07-10,soleggiato,22.700000000000003,estate,luglio
tweed,chiaro,lungo,primavera_estate,2022-01-22,soleggiato,1.2500000000000002,inverno,gennaio
poliestere,scuro,lungo,estate,2022-10-19,soleggiato,16.0,autunno,ottobre
lino,chiaro,lungo,estate,2022-05-26,nuvoloso,25.75,primavera,maggio
velluto,chiaro,lungo,inverno,2022-08-31,pioggia,26.85,estate,agosto
poliestere,scuro,corto,autunno_inverno,2022-06-09,pioggia,20.55,estate,giugno
tweed,chiaro,corto,estate,2022-06-25,pioggia,23.6,estate,giugno
cotone,scuro,corto,inverno,2022-12-24,pioggia,13.1,inverno,dicembre
lino,scuro,medio,autunno,2022-07-23,pioggia,27.1,estate,luglio
poliestere,chiaro,lungo,inverno,2022-11-09,pioggia,12.35,autunno,novembre
cotone,chiaro,corto,autunno,2022-07-22,soleggiato,33.3,estate,luglio
cotone,chiaro,lungo,autunno,2022-06-02,pioggia,21.45,estate,giugno
poliestere,scuro,corto,estate,2022-12-12,nuvoloso,-14.5,inverno,dicembre
velluto,chiaro,corto,primavera_estate,2022-10-03,pioggia,21.9,autunno,ottobre
lino,scuro,corto,primavera,2022-11-27,pioggia,7.0,autunno,novembre
velluto,colorato,corto,primavera,2022-02-23,soleggiato,8.15,inverno,febbraio
cotone,scuro,corto,estate,2022-02-20,pioggia,9.3,inverno,febbraio
tweed,chiaro,lungo,primavera_estate,2022-03-12,soleggiato,3.0,primavera,marzo
velluto,chiaro,corto,estate,2022-04-01,pioggia,7.800000000000001,primavera,aprile
tweed,scuro,lungo,estate,2022-07-05,soleggiato,29.450000000000003,estate,luglio
poliestere,chiaro,medio,inverno,2022-01-18,soleggiato,1.9,inverno,gennaio
poliestere,colorato,medio,autunno_inverno,2022-01-03,nuvoloso,2.15,inverno,gennaio
raso,colorato,medio,primavera,2022-11-06,soleggiato,8.25,autunno,novembre
velluto,colorato,corto,inverno,2022-08-31,pioggia,21.95,estate,agosto
cotone,chiaro,corto,estate,2022-05-06,pioggia,18.15,primavera,maggio
seta,chiaro,lungo,inverno,2022-08-14,soleggiato,23.8,estate,agosto
poliestere,colorato,medio,inverno,2022-08-07,pioggia,34.650000000000006,estate,agosto
velluto,chiaro,medio,inverno,2022-08-02,soleggiato,22.4,estate,agosto
raso,scuro,lungo,autunno,2022-10-26,soleggiato,19.55,autunno,ottobre
raso,colorato,medio,inverno,2022-11-22,pioggia,8.9,autunno,novembre
poliestere,colorato,medio,autunno_inverno,2022-01-02,soleggiato,-1.85,inverno,gennaio
seta,scuro,lungo,primavera_estate,2022-10-02,pioggia,19.55,autunno,ottobre
poliestere,colorato,medio,primavera,2022-01-21,pioggia,8.95,inverno,gennaio
tweed,chiaro,medio,inverno,2022-04-17,soleggiato,9.3,primavera,aprile
tweed,colorato,lungo,primavera,2022-03-10,soleggiato,4.15,primavera,marzo
cotone,chiaro,corto,autunno,2022-11-03,soleggiato,16.75,autunno,novembre
tweed,chiaro,medio,estate,2022-10-27,pioggia,17.35,autunno,ottobre
cotone,scuro,corto,primavera,2022-11-15,pioggia,8.1,autunno,novembre
tweed,chiaro,medio,inverno,2022-06-23,pioggia,28.0,estate,giugno
raso,colorato,medio,autunno_inverno,2022-09-19,soleggiato,17.85,autunno,settembre
cotone,chiaro,medio,autunno,2022-11-02,nuvoloso,13.6,autunno,novembre
velluto,colorato,lungo,autunno_inverno,2022-08-21,soleggiato,26.35,estate,agosto
tweed,colorato,medio,estate,2022-07-08,pioggia,16.75,estate,luglio
seta,scuro,corto,autunno_inverno,2022-07-29,pioggia,21.6,estate,luglio
lino,scuro,lungo,primavera_estate,2022-04-05,soleggiato,8.2,primavera,aprile
cotone,scuro,corto,estate,2022-08-16,soleggiato,27.65,estate,agosto
seta,colorato,lungo,inverno,2022-11-18,pioggia,1.4,autunno,novembre
cotone,chiaro,lungo,autunno_inverno,2022-04-26,nuvoloso,10.05,primavera,aprile
lino,scuro,medio,autunno,2022-03-06,pioggia,-7.050000000000001,primavera,marzo
seta,colorato,corto,estate,2022-05-14,pioggia,12.3,primavera,maggio
poliestere,chiaro,corto,estate,2022-09-12,soleggiato,24.85,autunno,settembre
velluto,colorato,corto,inverno,2022-03-28,pioggia,9.95,primavera,marzo
tweed,scuro,corto,autunno,2022-05-30,pioggia,21.3,primavera,maggio
poliestere,chiaro,lungo,primavera_estate,2022-10-21,nuvoloso,21.35,autunno,ottobre
lino,colorato,lungo,autunno,2022-03-29,soleggiato,11.5,primavera,marzo
velluto,scuro,medio,primavera,2022-10-07,soleggiato,18.3,autunno,ottobre
cotone,colorato,corto,autunno,2022-10-13,pioggia,18.35,autunno,ottobre
cotone,scuro,corto,primavera_estate,2022-08-25,soleggiato,26.65,estate,agosto
tweed,colorato,lungo,inverno,2022-09-27,pioggia,11.05,autunno,settembre
velluto,chiaro,lungo,primavera,2022-03-16,nuvoloso,2.75,primavera,marzo
seta,chiaro,corto,inverno,2022-08-11,pioggia,29.4,estate,agosto
lino,scuro,lungo,autunno_inverno,2022-04-09,pioggia,5.75,primavera,aprile
raso,scuro,corto,primavera_estate,2022-04-20,pioggia,13.4,primavera,aprile
tweed,chiaro,medio,primavera,2022-11-17,pioggia,8.7,autunno,novembre
lino,scuro,medio,primavera,2022-03-20,soleggiato,5.0,primavera,marzo
tweed,colorato,corto,primavera,2022-11-11,soleggiato,14.65,autunno,novembre
seta,chiaro,medio,autunno_inverno,2022-08-07,pioggia,23.9,estate,agosto
cotone,scuro,medio,estate,2022-11-05,soleggiato,8.95,autunno,novembre
tweed,scuro,medio,estate,2022-11-27,soleggiato,8.35,autunno,novembre
poliestere,scuro,lungo,inverno,2022-01-13,soleggiato,0.4499999999999997,inverno,gennaio
tweed,chiaro,lungo,autunno_inverno,2022-07-18,pioggia,18.85,estate,luglio
seta,scuro,lungo,primavera,2022-05-18,nuvoloso,20.75,primavera,maggio
tweed,colorato,medio,autunno_inverno,2022-12-17,pioggia,12.85,inverno,dicembre
cotone,chiaro,lungo,primavera_estate,2022-07-21,soleggiato,28.4,estate,luglio
cotone,colorato,medio,autunno,2022-06-26,pioggia,17.299999999999997,estate,giugno
poliestere,colorato,corto,primavera,2022-10-17,soleggiato,14.65,autunno,ottobre
poliestere,colorato,lungo,autunno,2022-07-11,pioggia,24.45,estate,luglio
lino,colorato,medio,autunno,2022-05-29,pioggia,14.4,primavera,maggio
poliestere,colorato,lungo,inverno,2022-05-25,soleggiato,23.05,primavera,maggio
cotone,colorato,medio,autunno_inverno,2022-08-26,pioggia,29.4,estate,agosto
raso,chiaro,medio,primavera_estate,2022-03-01,soleggiato,2.25,primavera,marzo
cotone,colorato,corto,autunno_inverno,2022-06-18,soleggiato,27.85,estate,giugno
seta,scuro,corto,autunno_inverno,2022-06-13,soleggiato,26.950000000000003,estate,giugno
cotone,colorato,corto,autunno,2022-09-22,pioggia,25.5,autunno,settembre
cotone,colorato,corto,autunno,2022-07-25,soleggiato,33.0,estate,luglio
cotone,scuro,medio,primavera,2022-03-19,soleggiato,6.15,primavera,marzo
cotone,chiaro,lungo,autunno,2022-12-22,nuvoloso,5.9,inverno,dicembre
raso,chiaro,corto,primavera_estate,2022-10-31,soleggiato,18.2,autunno,ottobre
poliestere,scuro,corto,autunno,2022-07-11,pioggia,27.0,estate,luglio
cotone,scuro,lungo,autunno_inverno,2022-06-06,soleggiato,24.45,estate,giugno
lino,chiaro,lungo,inverno,2022-08-24,soleggiato,25.05,estate,agosto
velluto,colorato,corto,primavera_estate,2022-11-25,pioggia,5.65,autunno,novembre
cotone,chiaro,lungo,primavera,2022-03-05,pioggia,3.4000000000000004,primavera,marzo
cotone,chiaro,medio,primavera,2022-10-17,soleggiato,20.7,autunno,ottobre
lino,colorato,medio,inverno,2022-08-25,soleggiato,30.85,estate,agosto
tweed,scuro,corto,primavera_estate,2022-01-21,pioggia,5.5,inverno,gennaio
poliestere,colorato,corto,estate,2022-09-18,soleggiato,15.0,autunno,settembre
seta,chiaro,lungo,estate,2022-11-29,pioggia,8.9,autunno,novembre
cotone,chiaro,lungo,inverno,2022-07-27,pioggia,31.1,estate,luglio
lino,colorato,lungo,estate,2022-07-06,pioggia,30.5,estate,luglio
lino,scuro,medio,primavera,2022-12-04,pioggia,11.5,inverno,dicembre
cotone,colorato,lungo,autunno,2022-06-14,soleggiato,27.0,estate,giugno
tweed,chiaro,lungo,autunno,2022-04-25,pioggia,12.55,primavera,aprile
cotone,chiaro,medio,autunno_inverno,2022-07-31,pioggia,16.2,estate,luglio
poliestere,colorato,lungo,primavera,2022-06-03,pioggia,24.15,estate,giugno
cotone,colorato,medio,primavera,2022-04-21,pioggia,9.0,primavera,aprile
raso,scuro,corto,autunno_inverno,2022-01-01,soleggiato,2.0,inverno,gennaio
tweed,colorato,lungo,autunno_inverno,2022-04-02,pioggia,8.45,primavera,aprile
lino,chiaro,medio,autunno_inverno,2022-10-08,soleggiato,20.15,autunno,ottobre
seta,scuro,lungo,inverno,2022-09-07,pioggia,16.75,autunno,settembre
lino,colorato,lungo,estate,2022-05-27,pioggia,15.1,primavera,maggio
seta,chiaro,lungo,inverno,2022-06-24,pioggia,27.6,estate,giugno
cotone,colorato,lungo,estate,2022-10-21,pioggia,16.9,autunno,ottobre
tweed,scuro,lungo,inverno,2022-02-28,pioggia,3.2,inverno,febbraio
velluto,chiaro,corto,autunno,2022-07-09,soleggiato,25.0,estate,luglio
raso,colorato,medio,estate,2022-09-06,pioggia,23.6,autunno,settembre
cotone,colorato,medio,primavera_estate,2022-03-12,soleggiato,1.0,primavera,marzo
seta,chiaro,medio,autunno_inverno,2022-11-29,pioggia,3.45,autunno,novembre
raso,chiaro,corto,estate,2022-04-01,pioggia,8.15,primavera,aprile
poliestere,scuro,lungo,primavera_estate,2022-02-10,soleggiato,8.6,inverno,febbraio
poliestere,colorato,lungo,autunno_inverno,2022-07-09,pioggia,21.3,estate,luglio
velluto,chiaro,lungo,autunno,2022-06-14,pioggia,24.5,estate,giugno
tweed,colorato,medio,estate,2022-03-24,soleggiato,11.0,primavera,marzo
cotone,colorato,corto,autunno,2022-01-24,neve,-4.25,inverno,gennaio
poliestere,chiaro,medio,estate,2022-08-03,soleggiato,29.15,estate,agosto
velluto,colorato,corto,estate,2022-05-07,pioggia,15.65,primavera,maggio
cotone,scuro,medio,inverno,2022-01-05,neve,-0.2999999999999998,inverno,gennaio
seta,scuro,medio,inverno,2022-05-19,pioggia,20.3,primavera,maggio
cotone,chiaro,medio,primavera_estate,2022-05-30,pioggia,16.65,primavera,maggio
tweed,chiaro,corto,estate,2022-01-30,soleggiato,-2.25,inverno,gennaio
seta,chiaro,lungo,inverno,2022-09-29,pioggia,18.1,autunno,settembre
cotone,chiaro,medio,autunno,2022-08-22,pioggia,22.6,estate,agosto
raso,chiaro,lungo,primavera,2022-02-28,nuvoloso,4.85,inverno,febbraio
poliestere,colorato,medio,estate,2022-09-27,pioggia,18.9,autunno,settembre
seta,chiaro,lungo,primavera,2022-09-22,pioggia,4.95,autunno,settembre
lino,chiaro,corto,autunno_inverno,2022-04-01,pioggia,12.3,primavera,aprile
cotone,colorato,corto,autunno_inverno,2022-12-19,soleggiato,8.3,inverno,dicembre
poliestere,colorato,lungo,autunno_inverno,2022-10-29,soleggiato,16.25,autunno,ottobre
poliestere,colorato,corto,autunno,2022-05-16,pioggia,17.5,primavera,maggio
cotone,chiaro,corto,autunno_inverno,2022-04-11,soleggiato,8.3,primavera,aprile
tweed,colorato,corto,primavera_estate,2022-02-28,soleggiato,3.1,inverno,febbraio
seta,colorato,corto,autunno,2022-04-12,soleggiato,11.4,primavera,aprile
raso,chiaro,lungo,autunno,2022-05-17,nuvoloso,22.3,primavera,maggio
poliestere,chiaro,lungo,autunno,2022-07-27,soleggiato,35.05,estate,luglio
velluto,scuro,lungo,primavera,2022-12-07,pioggia,8.0,inverno,dicembre
lino,chiaro,lungo,autunno_inverno,2022-12-23,pioggia,12.6,inverno,dicembre
lino,chiaro,corto,autunno_inverno,2022-07-21,pioggia,32.35,estate,luglio
lino,chiaro,corto,estate,2022-06-10,pioggia,25.4,estate,giugno
velluto,scuro,lungo,inverno,2022-01-25,nuvoloso,1.65,inverno,gennaio
cotone,scuro,medio,inverno,2022-09-17,pioggia,14.7,autunno,settembre
raso,colorato,corto,inverno,2022-06-07,pioggia,21.65,estate,giugno
velluto,chiaro,lungo,primavera,2022-07-25,soleggiato,35.95,estate,luglio
lino,chiaro,medio,estate,2022-10-24,pioggia,11.9,autunno,ottobre
poliestere,colorato,medio,inverno,2022-06-08,pioggia,23.2,estate,giugno
lino,scuro,corto,autunno,2022-03-19,pioggia,10.85,primavera,marzo
poliestere,scuro,medio,autunno_inverno,2022-08-01,pioggia,18.35,estate,agosto
seta,colorato,lungo,autunno_inverno,2022-07-14,soleggiato,28.35,estate,luglio
velluto,colorato,lungo,primavera_estate,2022-12-04,neve,0.5,inverno,dicembre
seta,colorato,corto,estate,2022-03-02,soleggiato,1.5500000000000005,primavera,marzo
tweed,scuro,medio,estate,2022-10-29,soleggiato,17.3,autunno,ottobre
velluto,colorato,lungo,estate,2022-12-19,nuvoloso,3.6,inverno,dicembre
poliestere,colorato,lungo,inverno,2022-06-20,soleggiato,28.9,estate,giugno
lino,chiaro,corto,autunno_inverno,2022-04-08,soleggiato,8.8,primavera,aprile
velluto,colorato,corto,autunno,2022-02-28,neve,0.4500000000000002,inverno,febbraio
cotone,colorato,medio,estate,2022-03-12,neve,1.3,primavera,marzo
velluto,chiaro,medio,inverno,2022-12-24,neve,10.45,inverno,dicembre
lino,chiaro,corto,estate,2022-09-15,pioggia,25.55,autunno,settembre
cotone,scuro,lungo,autunno,2022-04-17,pioggia,9.4,primavera,aprile
seta,colorato,corto,primavera_estate,2022-09-07,pioggia,24.5,autunno,settembre
lino,chiaro,corto,autunno,2022-01-23,soleggiato,0.0,inverno,gennaio
cotone,scuro,lungo,estate,2022-08-06,pioggia,26.0,estate,agosto
tweed,chiaro,corto,estate,2022-07-22,soleggiato,33.25,estate,luglio
lino,colorato,corto,autunno_inverno,2022-10-22,soleggiato,23.0,autunno,ottobre
raso,scuro,medio,primavera_estate,2022-12-09,pioggia,13.15,inverno,dicembre
velluto,scuro,lungo,autunno_inverno,2022-03-25,soleggiato,9.05,primavera,marzo
cotone,chiaro,corto,inverno,2022-04-21,neve,0.8999999999999999,primavera,aprile
poliestere,scuro,lungo,autunno_inverno,2022-07-24,soleggiato,33.7,estate,luglio
velluto,chiaro,corto,inverno,2022-07-20,soleggiato,34.4,estate,luglio
seta,scuro,medio,primavera,2022-07-29,pioggia,32.75,estate,luglio
cotone,colorato,lungo,inverno,2022-05-24,pioggia,21.75,primavera,maggio
poliestere,colorato,corto,autunno,2022-02-02,soleggiato,10.75,inverno,febbraio
tweed,chiaro,corto,primavera,2022-11-05,soleggiato,12.15,autunno,novembre
poliestere,scuro,corto,inverno,2022-09-14,soleggiato,25.65,autunno,settembre
lino,colorato,corto,autunno,2022-02-15,neve,-0.25,inverno,febbraio
cotone,chiaro,medio,autunno,2022-05-30,nuvoloso,15.55,primavera,maggio
lino,colorato,lungo,estate,2022-03-21,soleggiato,5.05,primavera,marzo
tweed,scuro,lungo,autunno_inverno,2022-05-24,soleggiato,22.2,primavera,maggio
poliestere,chiaro,medio,estate,2022-11-16,pioggia,14.65,autunno,novembre
seta,colorato,medio,autunno_inverno,2022-11-24,pioggia,17.25,autunno,novembre
tweed,scuro,medio,primavera,2022-03-19,pioggia,2.6,primavera,marzo
