Materiale,Colore,Lunghezza,Stagione,time,Meteo,TemperaturaPercepita,StagionePrevisione,Mese,Punteggio
poliestere,scuro,lunga,all,2022-05-29,pioggia,22,primavera,maggio,20
poliestere,scuro,lunga,all,2022-11-10,soleggiato,11,autunno,novembre,25
poliestere,colorato,corta,estate,2022-02-26,soleggiato,1,inverno,febbraio,13
poliestere,scuro,lunga,all,2022-02-26,soleggiato,-8,inverno,febbraio,26
cotone,colorato,corta,estate,2022-05-07,pioggia,18,primavera,maggio,21
poliestere,scuro,media,estate,2022-10-28,soleggiato,10,autunno,ottobre,16
poliestere,colorato,lunga,estate,2022-01-17,nuvoloso,5,inverno,gennaio,23
cotone,scuro,lunga,estate,2022-11-24,soleggiato,12,autunno,novembre,23
poliestere,colorato,media,primavera_estate,2022-02-16,soleggiato,7,inverno,febbraio,14
poliestere,chiaro,lunga,all,2022-02-06,nuvoloso,4,inverno,febbraio,26
cotone,colorato,media,primavera_estate,2022-12-11,pioggia,11,inverno,dicembre,18
poliestere,scuro,corta,estate,2022-09-01,pioggia,27,autunno,settembre,18
poliestere,scuro,lunga,all,2022-11-12,soleggiato,10,autunno,novembre,25
poliestere,scuro,lunga,all,2022-12-03,pioggia,6,inverno,dicembre,26
poliestere,colorato,media,estate,2022-11-06,soleggiato,10,autunno,novembre,16
poliestere,scuro,corta,estate,2022-06-20,soleggiato,26,estate,giugno,19
raso,chiaro,media,primavera,2022-06-08,nuvoloso,27,estate,giugno,22
poliestere,colorato,media,estate,2022-09-29,pioggia,15,autunno,settembre,17
poliestere,scuro,lunga,estate,2022-06-08,pioggia,20,estate,giugno,23
poliestere,colorato,lunga,estate,2022-10-12,pioggia,19,autunno,ottobre,21
poliestere,chiaro,lunga,all,2022-03-17,nuvoloso,8,primavera,marzo,26
poliestere,colorato,lunga,all,2022-10-30,soleggiato,18,autunno,ottobre,24
poliestere,colorato,media,estate,2022-10-14,pioggia,15,autunno,ottobre,17
poliestere,colorato,lunga,all,2022-12-19,nuvoloso,1,inverno,dicembre,26
cotone,colorato,corta,estate,2022-11-15,pioggia,1,autunno,novembre,13
velluto,colorato,lunga,autunno_inverno,2022-11-13,pioggia,11,autunno,novembre,25
cotone,scuro,lunga,all,2022-01-31,neve,1,inverno,gennaio,26
cotone,colorato,corta,estate,2022-12-22,pioggia,12,inverno,dicembre,15
poliestere,colorato,lunga,all,2022-12-21,neve,4,inverno,dicembre,26
cotone,colorato,corta,estate,2022-07-03,soleggiato,34,estate,luglio,30
poliestere,scuro,lunga,all,2022-04-24,pioggia,14,primavera,aprile,25
cotone,colorato,lunga,all,2022-07-23,pioggia,32,estate,luglio,17
cotone,scuro,lunga,all,2022-03-13,soleggiato,4,primavera,marzo,26
poliestere,scuro,lunga,all,2022-11-19,pioggia,0,autunno,novembre,26
velluto,colorato,lunga,autunno_inverno,2022-04-15,pioggia,12,primavera,aprile,21
tweed,scuro,lunga,autunno,2022-07-05,soleggiato,35,estate,luglio,4
lino,chiaro,lunga,autunno,2022-11-30,nuvoloso,1,autunno,novembre,21
seta,scuro,lunga,all,2022-10-25,soleggiato,21,autunno,ottobre,17
cashmere,colorato,lunga,all,2022-01-26,soleggiato,1,inverno,gennaio,28
velluto,scuro,lunga,primavera,2022-08-21,pioggia,28,estate,agosto,14
tweed,colorato,lunga,autunno_inverno,2022-12-18,nuvoloso,2,inverno,dicembre,28
velluto,scuro,lunga,estate,2022-09-21,pioggia,19,autunno,settembre,18
tweed,chiaro,lunga,autunno,2022-02-24,soleggiato,5,inverno,febbraio,26
velluto,colorato,lunga,primavera_estate,2022-03-11,nuvoloso,3,primavera,marzo,29
seta,chiaro,corta,estate,2022-06-19,soleggiato,30,estate,giugno,35
seta,scuro,lunga,autunno_inverno,2022-03-13,neve,2,primavera,marzo,19
velluto,chiaro,media,primavera,2022-07-31,soleggiato,35,estate,luglio,20
velluto,colorato,lunga,inverno,2022-10-30,soleggiato,16,autunno,ottobre,22
lino,scuro,lunga,primavera_estate,2022-02-13,pioggia,9,inverno,febbraio,18
tweed,chiaro,lunga,inverno,2022-02-04,soleggiato,8,inverno,febbraio,28
raso,chiaro,lunga,primavera_estate,2022-05-03,pioggia,14,primavera,maggio,22
velluto,colorato,lunga,autunno_inverno,2022-04-06,nuvoloso,9,primavera,aprile,24
lino,colorato,lunga,inverno,2022-07-08,pioggia,26,estate,luglio,16
velluto,chiaro,lunga,autunno_inverno,2022-02-04,pioggia,8,inverno,febbraio,28
cashmere,scuro,corta,primavera_estate,2022-04-24,neve,8,primavera,aprile,18
lana,colorato,lunga,autunno_inverno,2022-10-23,soleggiato,23,autunno,ottobre,16
cotone,chiaro,lunga,autunno_inverno,2022-01-13,nuvoloso,-2,inverno,gennaio,28
tweed,colorato,lunga,autunno_inverno,2022-04-03,pioggia,7,primavera,aprile,23
lana,scuro,lunga,autunno,2022-06-21,pioggia,26,estate,giugno,9
tweed,scuro,lunga,inverno,2022-09-03,pioggia,19,autunno,settembre,23
tweed,colorato,lunga,estate,2022-07-01,pioggia,28,estate,luglio,15
velluto,chiaro,lunga,autunno_inverno,2022-06-05,pioggia,24,estate,giugno,15
lana,scuro,lunga,autunno,2022-11-19,pioggia,8,autunno,novembre,30
poliestere,scuro,lunga,all,2022-01-16,soleggiato,2,inverno,gennaio,26
velluto,scuro,corta,primavera_estate,2022-04-26,soleggiato,20,primavera,aprile,14
seta,colorato,lunga,estate,2022-12-03,pioggia,13,inverno,dicembre,20
lana,chiaro,lunga,autunno,2022-11-21,pioggia,11,autunno,novembre,27
velluto,chiaro,lunga,all,2022-08-28,pioggia,17,estate,agosto,21
poliestere,colorato,media,primavera_estate,2022-02-04,soleggiato,-3,inverno,febbraio,14
tweed,scuro,lunga,primavera,2022-03-11,soleggiato,5,primavera,marzo,28
lino,chiaro,lunga,autunno_inverno,2022-06-01,soleggiato,30,estate,giugno,21
tweed,colorato,lunga,autunno,2022-04-07,pioggia,11,primavera,aprile,22
cashmere,chiaro,lunga,primavera,2022-12-10,pioggia,15,inverno,dicembre,20
raso,chiaro,lunga,inverno,2022-08-26,soleggiato,30,estate,agosto,18
tweed,scuro,media,estate,2022-02-25,neve,-3,inverno,febbraio,13
lana,colorato,lunga,all,2022-12-12,pioggia,-5,inverno,dicembre,28
cashmere,scuro,lunga,autunno_inverno,2022-10-08,soleggiato,15,autunno,ottobre,23
tweed,colorato,lunga,inverno,2022-02-05,soleggiato,4,inverno,febbraio,29
poliestere,colorato,lunga,primavera,2022-09-07,pioggia,22,autunno,settembre,19
lino,scuro,lunga,primavera,2022-09-09,pioggia,24,autunno,settembre,20
lana,scuro,lunga,primavera_estate,2022-11-03,nuvoloso,12,autunno,novembre,22
cotone,scuro,media,primavera,2022-06-21,soleggiato,26,estate,giugno,20
velluto,colorato,lunga,inverno,2022-01-10,soleggiato,2,inverno,gennaio,30
cashmere,colorato,media,estate,2022-09-08,pioggia,22,autunno,settembre,17
tweed,colorato,lunga,autunno_inverno,2022-08-13,pioggia,25,estate,agosto,10
cotone,colorato,lunga,autunno,2022-02-25,pioggia,3,inverno,febbraio,27
seta,colorato,lunga,all,2022-02-22,neve,4,inverno,febbraio,21
poliestere,chiaro,lunga,autunno,2022-10-21,soleggiato,18,autunno,ottobre,27
lana,chiaro,lunga,autunno,2022-09-28,pioggia,16,autunno,settembre,23
poliestere,scuro,media,estate,2022-02-19,pioggia,4,inverno,febbraio,13
cashmere,scuro,media,estate,2022-04-24,pioggia,15,primavera,aprile,18
raso,chiaro,lunga,inverno,2022-08-16,pioggia,26,estate,agosto,14
cotone,scuro,lunga,all,2022-02-18,nuvoloso,5,inverno,febbraio,26
lino,colorato,lunga,all,2022-01-14,nuvoloso,0,inverno,gennaio,18
seta,scuro,lunga,autunno,2022-12-24,soleggiato,1,inverno,dicembre,22
cashmere,colorato,lunga,inverno,2022-04-10,soleggiato,8,primavera,aprile,23
raso,colorato,lunga,all,2022-11-07,soleggiato,10,autunno,novembre,20
poliestere,colorato,lunga,autunno,2022-11-20,pioggia,5,autunno,novembre,29
seta,scuro,lunga,autunno_inverno,2022-03-13,soleggiato,-1,primavera,marzo,19
cashmere,scuro,lunga,primavera,2022-09-27,pioggia,18,autunno,settembre,20
raso,scuro,lunga,inverno,2022-04-15,soleggiato,15,primavera,aprile,17
lino,chiaro,media,primavera,2022-07-22,pioggia,20,estate,luglio,27
velluto,scuro,lunga,all,2022-07-31,soleggiato,28,estate,luglio,8
lana,scuro,media,primavera,2022-05-15,pioggia,17,primavera,maggio,19
cashmere,chiaro,lunga,all,2022-08-03,soleggiato,30,estate,agosto,14
lana,colorato,lunga,autunno_inverno,2022-10-18,soleggiato,20,autunno,ottobre,16
poliestere,colorato,lunga,autunno,2022-05-03,pioggia,15,primavera,maggio,23
lana,colorato,lunga,inverno,2022-07-27,pioggia,28,estate,luglio,7
cotone,chiaro,lunga,inverno,2022-06-18,soleggiato,29,estate,giugno,22
raso,scuro,lunga,autunno,2022-02-06,neve,-5,inverno,febbraio,20
seta,scuro,media,estate,2022-01-29,nuvoloso,6,inverno,gennaio,9
raso,colorato,lunga,all,2022-04-25,pioggia,12,primavera,aprile,20
seta,colorato,lunga,autunno,2022-05-17,soleggiato,25,primavera,maggio,17
lino,chiaro,lunga,autunno,2022-05-30,pioggia,21,primavera,maggio,20
velluto,chiaro,lunga,estate,2022-04-01,pioggia,11,primavera,aprile,24
cotone,colorato,lunga,autunno_inverno,2022-03-09,pioggia,-7,primavera,marzo,24
lino,scuro,lunga,all,2022-11-17,pioggia,10,autunno,novembre,22
velluto,chiaro,media,primavera,2022-08-10,pioggia,29,estate,agosto,18
seta,chiaro,corta,primavera_estate,2022-08-29,pioggia,29,estate,agosto,26
cashmere,chiaro,lunga,all,2022-01-06,pioggia,10,inverno,gennaio,24
raso,scuro,media,primavera,2022-03-14,soleggiato,6,primavera,marzo,13
cotone,scuro,lunga,primavera_estate,2022-06-07,pioggia,13,estate,giugno,28
cashmere,chiaro,lunga,autunno_inverno,2022-08-02,soleggiato,24,estate,agosto,18
poliestere,colorato,media,estate,2022-09-12,soleggiato,30,autunno,settembre,12
lino,scuro,lunga,autunno_inverno,2022-02-28,soleggiato,-1,inverno,febbraio,20
seta,colorato,lunga,all,2022-09-10,pioggia,26,autunno,settembre,18
poliestere,colorato,media,primavera,2022-04-28,soleggiato,13,primavera,aprile,22
cashmere,colorato,media,primavera,2022-01-20,neve,0,inverno,gennaio,17
poliestere,scuro,lunga,primavera,2022-08-19,pioggia,25,estate,agosto,16
raso,chiaro,lunga,primavera_estate,2022-11-01,pioggia,14,autunno,novembre,18
raso,scuro,lunga,inverno,2022-05-05,pioggia,16,primavera,maggio,17
seta,colorato,lunga,autunno,2022-05-16,soleggiato,20,primavera,maggio,21
raso,colorato,lunga,autunno,2022-06-25,soleggiato,24,estate,giugno,18
lino,scuro,media,primavera_estate,2022-09-27,pioggia,18,autunno,settembre,16
velluto,chiaro,lunga,autunno_inverno,2022-01-08,soleggiato,6,inverno,gennaio,28
velluto,scuro,corta,estate,2022-06-09,pioggia,20,estate,giugno,20
tweed,chiaro,lunga,autunno,2022-04-17,nuvoloso,11,primavera,aprile,22
lino,chiaro,lunga,inverno,2022-11-28,nuvoloso,8,autunno,novembre,21
cotone,chiaro,media,estate,2022-10-03,soleggiato,19,autunno,ottobre,19
poliestere,scuro,lunga,all,2022-02-12,soleggiato,8,inverno,febbraio,26
raso,chiaro,media,primavera_estate,2022-11-22,pioggia,5,autunno,novembre,8
cotone,chiaro,media,primavera,2022-10-03,soleggiato,24,autunno,ottobre,32
velluto,colorato,lunga,inverno,2022-12-10,nuvoloso,-2,inverno,dicembre,30
tweed,chiaro,lunga,all,2022-04-28,soleggiato,13,primavera,aprile,23
raso,colorato,media,primavera_estate,2022-07-10,pioggia,15,estate,luglio,18
raso,scuro,lunga,primavera_estate,2022-05-02,neve,5,primavera,maggio,22
raso,colorato,lunga,autunno_inverno,2022-10-27,soleggiato,19,autunno,ottobre,22
cotone,chiaro,lunga,estate,2022-02-08,soleggiato,-3,inverno,febbraio,23
cashmere,scuro,corta,estate,2022-06-17,soleggiato,26,estate,giugno,15
raso,chiaro,lunga,all,2022-03-31,pioggia,12,primavera,marzo,20
lino,chiaro,lunga,inverno,2022-10-02,soleggiato,17,autunno,ottobre,23
cotone,scuro,lunga,autunno_inverno,2022-04-18,soleggiato,9,primavera,aprile,24
tweed,scuro,media,primavera,2022-01-02,nuvoloso,8,inverno,gennaio,14
poliestere,colorato,media,primavera_estate,2022-04-04,pioggia,6,primavera,aprile,18
lino,chiaro,media,primavera_estate,2022-01-08,pioggia,1,inverno,gennaio,6
cashmere,scuro,lunga,autunno_inverno,2022-02-14,neve,-6,inverno,febbraio,30
lino,scuro,lunga,inverno,2022-09-01,pioggia,32,autunno,settembre,19
cotone,chiaro,corta,primavera_estate,2022-02-05,pioggia,8,inverno,febbraio,14
seta,scuro,lunga,primavera,2022-12-03,pioggia,5,inverno,dicembre,21
tweed,scuro,media,estate,2022-08-08,pioggia,32,estate,agosto,16
lana,scuro,lunga,autunno,2022-12-13,pioggia,10,inverno,dicembre,25
seta,scuro,media,primavera,2022-12-14,nuvoloso,1,inverno,dicembre,10
seta,chiaro,corta,primavera_estate,2022-10-03,soleggiato,17,autunno,ottobre,15
seta,scuro,media,primavera,2022-03-28,soleggiato,10,primavera,marzo,20
seta,scuro,lunga,autunno_inverno,2022-11-22,pioggia,10,autunno,novembre,25
lana,scuro,lunga,autunno,2022-03-15,pioggia,8,primavera,marzo,26
cashmere,scuro,corta,estate,2022-05-06,pioggia,6,primavera,maggio,17
velluto,scuro,lunga,all,2022-04-15,soleggiato,15,primavera,aprile,21
tweed,chiaro,lunga,inverno,2022-09-10,pioggia,26,autunno,settembre,13
poliestere,scuro,lunga,autunno,2022-02-24,soleggiato,2,inverno,febbraio,27
lana,chiaro,lunga,all,2022-05-10,pioggia,20,primavera,maggio,14
raso,colorato,corta,estate,2022-07-20,soleggiato,31,estate,luglio,29
raso,chiaro,lunga,inverno,2022-04-19,pioggia,1,primavera,aprile,16
raso,chiaro,lunga,autunno_inverno,2022-04-25,soleggiato,17,primavera,aprile,18
raso,scuro,lunga,inverno,2022-03-26,soleggiato,11,primavera,marzo,17
cashmere,colorato,lunga,all,2022-10-14,pioggia,14,autunno,ottobre,24
lana,colorato,lunga,inverno,2022-12-13,pioggia,9,inverno,dicembre,30
cashmere,scuro,lunga,primavera,2022-07-02,soleggiato,26,estate,luglio,7
cashmere,chiaro,media,estate,2022-05-27,pioggia,23,primavera,maggio,21
raso,scuro,lunga,primavera,2022-10-11,soleggiato,18,autunno,ottobre,19
raso,chiaro,corta,primavera_estate,2022-08-21,pioggia,30,estate,agosto,28
poliestere,scuro,corta,primavera_estate,2022-05-09,soleggiato,19,primavera,maggio,20
seta,colorato,lunga,estate,2022-02-09,soleggiato,3,inverno,febbraio,18
lino,scuro,lunga,autunno,2022-09-25,pioggia,20,autunno,settembre,24
velluto,scuro,lunga,inverno,2022-06-14,soleggiato,27,estate,giugno,5
lino,colorato,lunga,primavera_estate,2022-04-24,soleggiato,11,primavera,aprile,24
lana,chiaro,lunga,autunno_inverno,2022-03-03,pioggia,-5,primavera,marzo,26
seta,chiaro,lunga,inverno,2022-08-09,pioggia,25,estate,agosto,15
seta,scuro,lunga,inverno,2022-02-27,soleggiato,0,inverno,febbraio,24
velluto,chiaro,corta,estate,2022-11-18,pioggia,16,autunno,novembre,12
lana,scuro,lunga,inverno,2022-07-17,pioggia,26,estate,luglio,7
lino,colorato,lunga,autunno,2022-06-22,pioggia,24,estate,giugno,20
lino,colorato,lunga,autunno_inverno,2022-10-11,soleggiato,18,autunno,ottobre,24
lino,chiaro,media,primavera_estate,2022-08-23,pioggia,28,estate,agosto,25
raso,colorato,lunga,estate,2022-04-26,soleggiato,14,primavera,aprile,21
tweed,chiaro,lunga,autunno,2022-11-11,soleggiato,11,autunno,novembre,26
raso,chiaro,lunga,autunno_inverno,2022-01-22,nuvoloso,0,inverno,gennaio,21
tweed,colorato,lunga,primavera,2022-03-26,soleggiato,11,primavera,marzo,26
cotone,colorato,media,estate,2022-01-30,nuvoloso,8,inverno,gennaio,13
raso,scuro,corta,primavera_estate,2022-08-15,soleggiato,27,estate,agosto,20
tweed,scuro,lunga,inverno,2022-06-03,soleggiato,28,estate,giugno,4
poliestere,scuro,corta,estate,2022-11-08,nuvoloso,16,autunno,novembre,15
cotone,chiaro,media,primavera,2022-12-21,pioggia,9,inverno,dicembre,15
seta,colorato,lunga,primavera_estate,2022-06-29,soleggiato,31,estate,giugno,19
lana,chiaro,lunga,autunno,2022-06-16,pioggia,27,estate,giugno,9
poliestere,chiaro,lunga,inverno,2022-05-02,pioggia,14,primavera,maggio,22
raso,scuro,corta,primavera_estate,2022-04-05,soleggiato,7,primavera,aprile,12
lino,chiaro,media,primavera,2022-02-27,neve,-3,inverno,febbraio,7
tweed,colorato,lunga,autunno,2022-02-09,soleggiato,4,inverno,febbraio,27
poliestere,colorato,lunga,all,2022-07-22,soleggiato,30,estate,luglio,12
seta,colorato,lunga,autunno_inverno,2022-07-26,nuvoloso,30,estate,luglio,15
cashmere,chiaro,media,estate,2022-03-06,pioggia,4,primavera,marzo,19
raso,colorato,lunga,primavera_estate,2022-04-09,pioggia,-2,primavera,aprile,21
poliestere,scuro,lunga,autunno_inverno,2022-07-11,pioggia,24,estate,luglio,18
raso,chiaro,lunga,primavera_estate,2022-02-28,soleggiato,3,inverno,febbraio,17
tweed,colorato,lunga,autunno,2022-01-22,soleggiato,-8,inverno,gennaio,27
lana,chiaro,lunga,autunno,2022-07-02,soleggiato,32,estate,luglio,12
raso,chiaro,lunga,autunno,2022-04-04,nuvoloso,2,primavera,aprile,18
cashmere,scuro,lunga,autunno,2022-08-07,pioggia,34,estate,agosto,8
seta,chiaro,lunga,autunno_inverno,2022-06-30,soleggiato,36,estate,giugno,20
cotone,scuro,lunga,all,2022-07-31,soleggiato,29,estate,luglio,15
tweed,chiaro,lunga,primavera_estate,2022-03-03,nuvoloso,-3,primavera,marzo,28
lino,colorato,media,primavera,2022-03-19,soleggiato,5,primavera,marzo,13
seta,colorato,lunga,primavera_estate,2022-11-30,pioggia,3,autunno,novembre,19
seta,scuro,lunga,all,2022-06-24,soleggiato,30,estate,giugno,12
tweed,chiaro,lunga,inverno,2022-05-05,nuvoloso,16,primavera,maggio,19
lana,scuro,lunga,primavera_estate,2022-03-14,soleggiato,4,primavera,marzo,30
lana,chiaro,lunga,inverno,2022-03-16,nuvoloso,10,primavera,marzo,21
cashmere,scuro,media,estate,2022-02-15,neve,0,inverno,febbraio,15
cashmere,scuro,lunga,autunno_inverno,2022-12-17,pioggia,13,inverno,dicembre,26
tweed,chiaro,lunga,estate,2022-10-10,soleggiato,17,autunno,ottobre,19
raso,colorato,lunga,autunno,2022-04-14,soleggiato,8,primavera,aprile,19
lana,chiaro,lunga,autunno_inverno,2022-09-12,soleggiato,24,autunno,settembre,21
cashmere,colorato,lunga,primavera,2022-11-23,pioggia,11,autunno,novembre,23
cashmere,colorato,lunga,autunno,2022-10-06,nuvoloso,19,autunno,ottobre,24
seta,chiaro,lunga,autunno_inverno,2022-04-12,soleggiato,11,primavera,aprile,21
tweed,chiaro,media,primavera,2022-06-12,soleggiato,26,estate,giugno,22
cotone,colorato,lunga,autunno_inverno,2022-08-12,pioggia,25,estate,agosto,18
cashmere,scuro,lunga,autunno_inverno,2022-02-17,soleggiato,5,inverno,febbraio,28
raso,scuro,lunga,autunno_inverno,2022-03-05,neve,0,primavera,marzo,17
poliestere,scuro,lunga,inverno,2022-01-21,pioggia,9,inverno,gennaio,29
velluto,scuro,lunga,all,2022-04-26,neve,3,primavera,aprile,27
tweed,chiaro,lunga,all,2022-02-27,nuvoloso,3,inverno,febbraio,26
velluto,chiaro,lunga,autunno,2022-04-01,pioggia,8,primavera,aprile,25
lana,chiaro,lunga,all,2022-02-07,pioggia,4,inverno,febbraio,28
tweed,chiaro,lunga,primavera_estate,2022-07-28,soleggiato,30,estate,luglio,17
cashmere,scuro,lunga,autunno_inverno,2022-03-15,pioggia,8,primavera,marzo,24
lino,scuro,lunga,autunno,2022-04-27,soleggiato,16,primavera,aprile,21
velluto,scuro,lunga,all,2022-07-02,soleggiato,28,estate,luglio,8
lino,colorato,lunga,primavera,2022-10-26,soleggiato,21,autunno,ottobre,20
velluto,chiaro,lunga,autunno,2022-02-26,nuvoloso,1,inverno,febbraio,28
lino,chiaro,lunga,autunno_inverno,2022-04-04,neve,2,primavera,aprile,16
poliestere,scuro,lunga,autunno,2022-12-04,pioggia,8,inverno,dicembre,27
seta,chiaro,lunga,autunno,2022-01-14,soleggiato,5,inverno,gennaio,23
poliestere,chiaro,media,primavera_estate,2022-12-22,pioggia,13,inverno,dicembre,17
seta,colorato,lunga,all,2022-07-21,pioggia,28,estate,luglio,18
velluto,chiaro,corta,primavera_estate,2022-05-04,pioggia,17,primavera,maggio,17
cashmere,chiaro,lunga,autunno_inverno,2022-12-08,pioggia,14,inverno,dicembre,26
seta,colorato,media,estate,2022-08-11,pioggia,29,estate,agosto,25
seta,scuro,lunga,estate,2022-10-28,soleggiato,19,autunno,ottobre,20
cashmere,colorato,lunga,all,2022-08-09,soleggiato,28,estate,agosto,11
seta,colorato,lunga,estate,2022-07-14,soleggiato,28,estate,luglio,21
cashmere,chiaro,lunga,autunno,2022-05-08,pioggia,18,primavera,maggio,20
tweed,colorato,lunga,all,2022-08-31,pioggia,23,estate,agosto,15
lana,scuro,lunga,primavera,2022-02-05,soleggiato,5,inverno,febbraio,26
raso,colorato,lunga,autunno,2022-05-12,nuvoloso,18,primavera,maggio,19
velluto,colorato,lunga,autunno_inverno,2022-12-08,pioggia,12,inverno,dicembre,25
cotone,colorato,lunga,autunno_inverno,2022-05-24,soleggiato,23,primavera,maggio,21
poliestere,colorato,media,estate,2022-07-10,pioggia,16,estate,luglio,23
poliestere,scuro,media,primavera,2022-11-22,neve,-2,autunno,novembre,15
tweed,chiaro,lunga,autunno_inverno,2022-01-13,pioggia,8,inverno,gennaio,27
lana,chiaro,lunga,autunno,2022-06-23,pioggia,28,estate,giugno,9
poliestere,chiaro,lunga,primavera,2022-10-09,nuvoloso,18,autunno,ottobre,23
cotone,chiaro,media,primavera,2022-08-22,soleggiato,22,estate,agosto,34
seta,chiaro,lunga,inverno,2022-03-11,nuvoloso,6,primavera,marzo,19
cashmere,chiaro,lunga,all,2022-03-28,soleggiato,8,primavera,marzo,26
seta,chiaro,lunga,inverno,2022-12-16,pioggia,11,inverno,dicembre,26
cashmere,chiaro,corta,estate,2022-09-22,soleggiato,11,autunno,settembre,13
lana,colorato,media,primavera,2022-05-25,pioggia,21,primavera,maggio,22
cashmere,scuro,corta,estate,2022-03-29,nuvoloso,11,primavera,marzo,17
seta,chiaro,lunga,inverno,2022-04-05,pioggia,16,primavera,aprile,20
cotone,chiaro,lunga,all,2022-05-22,pioggia,22,primavera,maggio,23
lana,scuro,media,estate,2022-12-20,pioggia,2,inverno,dicembre,15
cashmere,scuro,lunga,autunno,2022-08-04,soleggiato,30,estate,agosto,3
poliestere,scuro,lunga,all,2022-05-30,pioggia,17,primavera,maggio,24
tweed,scuro,lunga,primavera,2022-04-30,nuvoloso,15,primavera,aprile,25
raso,scuro,lunga,primavera_estate,2022-06-18,soleggiato,28,estate,giugno,14
cashmere,chiaro,lunga,primavera,2022-09-13,pioggia,14,autunno,settembre,23
raso,scuro,lunga,primavera_estate,2022-09-17,pioggia,16,autunno,settembre,18
raso,colorato,media,primavera_estate,2022-10-13,pioggia,17,autunno,ottobre,14
lino,scuro,corta,estate,2022-10-29,soleggiato,17,autunno,ottobre,13
raso,scuro,lunga,all,2022-05-01,pioggia,11,primavera,maggio,20
tweed,scuro,lunga,all,2022-12-17,pioggia,4,inverno,dicembre,26
lino,scuro,corta,estate,2022-05-24,pioggia,14,primavera,maggio,15
cotone,scuro,lunga,inverno,2022-10-09,pioggia,19,autunno,ottobre,27
velluto,colorato,lunga,primavera,2022-01-12,soleggiato,-1,inverno,gennaio,26
velluto,chiaro,corta,primavera_estate,2022-06-26,pioggia,17,estate,giugno,17
cashmere,colorato,lunga,autunno_inverno,2022-07-30,pioggia,28,estate,luglio,9
lana,scuro,media,estate,2022-08-05,soleggiato,25,estate,agosto,12
velluto,colorato,lunga,autunno_inverno,2022-07-10,soleggiato,25,estate,luglio,11
cashmere,colorato,lunga,autunno_inverno,2022-10-08,soleggiato,19,autunno,ottobre,23
raso,chiaro,lunga,estate,2022-04-30,soleggiato,15,primavera,aprile,21
raso,scuro,lunga,estate,2022-05-21,soleggiato,22,primavera,maggio,15
velluto,chiaro,media,primavera,2022-03-22,soleggiato,-1,primavera,marzo,20
seta,colorato,lunga,all,2022-10-05,pioggia,15,autunno,ottobre,23
lana,colorato,media,primavera,2022-06-05,soleggiato,32,estate,giugno,12
tweed,scuro,media,primavera_estate,2022-11-27,nuvoloso,4,autunno,novembre,14
seta,scuro,media,primavera_estate,2022-08-28,pioggia,28,estate,agosto,24
cotone,chiaro,lunga,all,2022-04-06,nuvoloso,16,primavera,aprile,26
tweed,scuro,lunga,autunno,2022-08-24,soleggiato,27,estate,agosto,6
seta,colorato,lunga,autunno_inverno,2022-05-25,soleggiato,23,primavera,maggio,20
lana,chiaro,lunga,all,2022-09-09,pioggia,30,autunno,settembre,8
seta,colorato,lunga,autunno_inverno,2022-02-13,pioggia,3,inverno,febbraio,23
cotone,chiaro,lunga,inverno,2022-01-13,soleggiato,3,inverno,gennaio,29
raso,scuro,lunga,all,2022-11-16,pioggia,9,autunno,novembre,20
cotone,colorato,lunga,estate,2022-08-21,soleggiato,26,estate,agosto,23
cashmere,colorato,lunga,primavera,2022-07-11,pioggia,27,estate,luglio,12
lino,chiaro,media,primavera,2022-01-27,nuvoloso,5,inverno,gennaio,9
cotone,scuro,corta,primavera_estate,2022-11-14,pioggia,12,autunno,novembre,16
lana,colorato,lunga,autunno_inverno,2022-08-11,pioggia,28,estate,agosto,8
lino,chiaro,media,estate,2022-06-20,pioggia,19,estate,giugno,21
poliestere,colorato,lunga,autunno,2022-09-27,pioggia,17,autunno,settembre,27
lino,colorato,lunga,all,2022-11-01,soleggiato,17,autunno,novembre,22
seta,chiaro,lunga,estate,2022-03-28,soleggiato,14,primavera,marzo,24
cashmere,scuro,lunga,autunno,2022-01-15,soleggiato,-2,inverno,gennaio,29
seta,scuro,corta,estate,2022-03-12,soleggiato,3,primavera,marzo,12
poliestere,colorato,lunga,primavera_estate,2022-02-11,nuvoloso,8,inverno,febbraio,24
cotone,colorato,media,estate,2022-01-28,nuvoloso,6,inverno,gennaio,13
poliestere,chiaro,lunga,all,2022-05-12,nuvoloso,15,primavera,maggio,24
cashmere,colorato,lunga,all,2022-09-01,nuvoloso,23,autunno,settembre,15
poliestere,scuro,lunga,autunno,2022-03-01,neve,-8,primavera,marzo,25
seta,chiaro,lunga,inverno,2022-01-12,soleggiato,1,inverno,gennaio,24
velluto,chiaro,media,primavera,2022-04-22,pioggia,10,primavera,aprile,20
velluto,colorato,lunga,autunno_inverno,2022-06-17,pioggia,24,estate,giugno,15
lana,scuro,media,primavera,2022-05-23,nuvoloso,21,primavera,maggio,22
cotone,colorato,lunga,estate,2022-03-09,soleggiato,3,primavera,marzo,27
tweed,colorato,media,estate,2022-04-26,pioggia,14,primavera,aprile,18
cashmere,chiaro,lunga,all,2022-11-19,pioggia,11,autunno,novembre,24
seta,colorato,lunga,all,2022-04-05,soleggiato,8,primavera,aprile,22
cashmere,scuro,corta,primavera_estate,2022-11-17,neve,7,autunno,novembre,14
lana,colorato,corta,estate,2022-12-23,pioggia,15,inverno,dicembre,11
