time,Meteo,TemperaturaPercepita,StagionePrevisione,Mese
2022-10-06,pioggia,18,autunno,ottobre
2022-02-24,nuvoloso,-1,inverno,febbraio
2022-01-08,soleggiato,-1,inverno,gennaio
2022-04-25,pioggia,13,primavera,aprile
2022-11-27,soleggiato,5,autunno,novembre
2022-10-31,nuvoloso,19,autunno,ottobre
2022-08-11,pioggia,22,estate,agosto
2022-01-09,neve,-3,inverno,gennaio
2022-04-24,pioggia,11,primavera,aprile
2022-11-27,pioggia,9,autunno,novembre
2022-12-11,pioggia,10,inverno,dicembre
2022-01-19,soleggiato,-7,inverno,gennaio
2022-08-14,soleggiato,22,estate,agosto
2022-06-04,soleggiato,25,estate,giugno
2022-02-03,soleggiato,6,inverno,febbraio
2022-02-21,pioggia,9,inverno,febbraio
2022-09-18,soleggiato,25,autunno,settembre
2022-04-04,pioggia,8,primavera,aprile
2022-04-13,soleggiato,13,primavera,aprile
2022-11-14,pioggia,9,autunno,novembre
2022-09-21,soleggiato,11,autunno,settembre
2022-10-12,pioggia,20,autunno,ottobre
2022-03-13,soleggiato,-6,primavera,marzo
2022-04-28,soleggiato,17,primavera,aprile
2022-03-14,soleggiato,6,primavera,marzo
2022-11-04,pioggia,14,autunno,novembre
2022-07-08,pioggia,17,estate,luglio
2022-04-28,soleggiato,20,primavera,aprile
2022-07-15,soleggiato,32,estate,luglio
2022-01-11,pioggia,5,inverno,gennaio
2022-07-22,soleggiato,33,estate,luglio
2022-03-11,nuvoloso,1,primavera,marzo
2022-07-18,soleggiato,29,estate,luglio
2022-05-04,pioggia,17,primavera,maggio
2022-04-29,nuvoloso,13,primavera,aprile
2022-09-08,pioggia,28,autunno,settembre
2022-01-19,nuvoloso,2,inverno,gennaio
2022-07-16,pioggia,30,estate,luglio
2022-07-06,pioggia,28,estate,luglio
2022-03-14,soleggiato,7,primavera,marzo
2022-09-17,pioggia,20,autunno,settembre
2022-07-18,pioggia,30,estate,luglio
2022-07-29,soleggiato,29,estate,luglio
2022-08-11,pioggia,29,estate,agosto
2022-01-08,nuvoloso,-1,inverno,gennaio
2022-08-25,pioggia,20,estate,agosto
2022-01-21,soleggiato,0,inverno,gennaio
2022-12-19,soleggiato,8,inverno,dicembre
2022-07-12,pioggia,26,estate,luglio
2022-05-11,soleggiato,19,primavera,maggio
2022-04-13,soleggiato,12,primavera,aprile
2022-02-18,nuvoloso,10,inverno,febbraio
2022-04-16,pioggia,17,primavera,aprile
2022-06-10,soleggiato,18,estate,giugno
2022-12-10,pioggia,11,inverno,dicembre
2022-05-12,soleggiato,20,primavera,maggio
2022-08-01,pioggia,26,estate,agosto
2022-11-13,pioggia,9,autunno,novembre
2022-06-27,soleggiato,30,estate,giugno
2022-08-28,pioggia,31,estate,agosto
2022-02-02,neve,-2,inverno,febbraio
2022-01-04,nuvoloso,5,inverno,gennaio
2022-02-25,pioggia,7,inverno,febbraio
2022-03-16,pioggia,6,primavera,marzo
2022-01-16,nuvoloso,2,inverno,gennaio
2022-10-07,nuvoloso,20,autunno,ottobre
2022-08-19,pioggia,28,estate,agosto
2022-03-15,nuvoloso,7,primavera,marzo
2022-04-06,pioggia,7,primavera,aprile
2022-08-19,pioggia,22,estate,agosto
2022-07-16,pioggia,32,estate,luglio
2022-03-06,soleggiato,1,primavera,marzo
2022-07-13,nuvoloso,27,estate,luglio
2022-05-25,soleggiato,23,primavera,maggio
2022-04-16,pioggia,15,primavera,aprile
2022-04-24,pioggia,10,primavera,aprile
2022-03-29,nuvoloso,7,primavera,marzo
2022-10-19,soleggiato,21,autunno,ottobre
2022-03-08,pioggia,6,primavera,marzo
2022-11-23,soleggiato,5,autunno,novembre
2022-11-20,pioggia,-1,autunno,novembre
2022-02-20,nuvoloso,8,inverno,febbraio
2022-01-04,pioggia,11,inverno,gennaio
2022-09-24,pioggia,17,autunno,settembre
2022-02-13,soleggiato,2,inverno,febbraio
2022-10-04,soleggiato,16,autunno,ottobre
2022-09-12,nuvoloso,12,autunno,settembre
2022-07-14,pioggia,26,estate,luglio
2022-05-13,nuvoloso,20,primavera,maggio
2022-07-31,soleggiato,24,estate,luglio
2022-02-02,soleggiato,5,inverno,febbraio
2022-05-03,pioggia,6,primavera,maggio
2022-04-17,soleggiato,9,primavera,aprile
2022-11-04,pioggia,11,autunno,novembre
2022-12-06,nuvoloso,13,inverno,dicembre
2022-12-14,pioggia,10,inverno,dicembre
2022-08-10,pioggia,17,estate,agosto
2022-05-02,pioggia,14,primavera,maggio
2022-06-08,pioggia,24,estate,giugno
2022-08-02,pioggia,30,estate,agosto
2022-07-27,pioggia,31,estate,luglio
2022-02-01,soleggiato,2,inverno,febbraio
2022-01-28,neve,0,inverno,gennaio
2022-04-24,soleggiato,19,primavera,aprile
2022-04-13,soleggiato,14,primavera,aprile
2022-02-21,pioggia,6,inverno,febbraio
2022-12-17,pioggia,14,inverno,dicembre
2022-06-03,pioggia,24,estate,giugno
2022-04-19,soleggiato,10,primavera,aprile
2022-11-09,nuvoloso,14,autunno,novembre
2022-04-19,soleggiato,10,primavera,aprile
2022-02-19,pioggia,8,inverno,febbraio
2022-05-17,soleggiato,24,primavera,maggio
2022-01-12,soleggiato,0,inverno,gennaio
2022-11-25,nuvoloso,5,autunno,novembre
2022-12-22,pioggia,9,inverno,dicembre
2022-05-29,pioggia,24,primavera,maggio
2022-07-07,pioggia,14,estate,luglio
2022-06-27,soleggiato,30,estate,giugno
2022-09-02,soleggiato,26,autunno,settembre
2022-11-25,pioggia,6,autunno,novembre
2022-10-14,soleggiato,19,autunno,ottobre
2022-11-21,pioggia,7,autunno,novembre
2022-02-22,pioggia,8,inverno,febbraio
2022-12-06,soleggiato,-4,inverno,dicembre
2022-12-08,pioggia,12,inverno,dicembre
2022-05-06,pioggia,15,primavera,maggio
2022-07-07,pioggia,30,estate,luglio
2022-01-14,soleggiato,6,inverno,gennaio
2022-01-20,pioggia,6,inverno,gennaio
2022-01-20,nuvoloso,-7,inverno,gennaio
2022-03-27,soleggiato,10,primavera,marzo
2022-01-24,pioggia,2,inverno,gennaio
2022-05-23,nuvoloso,23,primavera,maggio
2022-11-23,pioggia,9,autunno,novembre
2022-06-23,soleggiato,29,estate,giugno
2022-10-19,soleggiato,20,autunno,ottobre
2022-05-12,soleggiato,23,primavera,maggio
2022-09-16,pioggia,26,autunno,settembre
2022-03-25,soleggiato,11,primavera,marzo
2022-03-15,soleggiato,8,primavera,marzo
2022-03-02,soleggiato,2,primavera,marzo
2022-12-12,pioggia,6,inverno,dicembre
2022-01-18,soleggiato,5,inverno,gennaio
2022-05-21,soleggiato,24,primavera,maggio
2022-03-24,soleggiato,11,primavera,marzo
2022-07-18,pioggia,24,estate,luglio
2022-12-19,neve,1,inverno,dicembre
2022-03-06,pioggia,5,primavera,marzo
2022-04-23,neve,4,primavera,aprile
2022-03-20,pioggia,6,primavera,marzo
2022-10-12,pioggia,19,autunno,ottobre
2022-07-12,nuvoloso,28,estate,luglio
2022-07-15,pioggia,25,estate,luglio
2022-09-07,pioggia,27,autunno,settembre
2022-09-10,pioggia,25,autunno,settembre
2022-07-28,pioggia,25,estate,luglio
2022-03-26,soleggiato,12,primavera,marzo
2022-01-30,nuvoloso,5,inverno,gennaio
2022-01-18,soleggiato,4,inverno,gennaio
2022-10-11,soleggiato,16,autunno,ottobre
2022-05-26,pioggia,21,primavera,maggio
2022-01-26,nuvoloso,1,inverno,gennaio
2022-04-27,soleggiato,15,primavera,aprile
2022-02-27,pioggia,7,inverno,febbraio
2022-09-25,pioggia,19,autunno,settembre
2022-03-18,pioggia,9,primavera,marzo
2022-07-21,soleggiato,32,estate,luglio
2022-09-20,soleggiato,5,autunno,settembre
2022-01-23,soleggiato,1,inverno,gennaio
2022-06-12,soleggiato,18,estate,giugno
2022-03-26,soleggiato,3,primavera,marzo
2022-09-04,pioggia,25,autunno,settembre
2022-01-30,soleggiato,6,inverno,gennaio
2022-09-06,pioggia,24,autunno,settembre
2022-11-02,soleggiato,18,autunno,novembre
2022-01-06,pioggia,6,inverno,gennaio
2022-01-31,pioggia,0,inverno,gennaio
2022-06-26,soleggiato,27,estate,giugno
2022-03-14,neve,3,primavera,marzo
2022-05-28,pioggia,21,primavera,maggio
2022-09-16,pioggia,22,autunno,settembre
2022-05-15,soleggiato,22,primavera,maggio
2022-02-14,nuvoloso,2,inverno,febbraio
2022-06-22,soleggiato,27,estate,giugno
2022-05-05,pioggia,20,primavera,maggio
2022-02-26,pioggia,4,inverno,febbraio
2022-05-19,soleggiato,24,primavera,maggio
2022-11-15,pioggia,7,autunno,novembre
2022-08-16,soleggiato,35,estate,agosto
2022-10-29,soleggiato,16,autunno,ottobre
2022-05-26,soleggiato,28,primavera,maggio
2022-01-20,pioggia,5,inverno,gennaio
2022-09-29,pioggia,19,autunno,settembre
2022-07-23,pioggia,32,estate,luglio
2022-10-18,soleggiato,14,autunno,ottobre
2022-06-11,soleggiato,25,estate,giugno
2022-05-26,soleggiato,24,primavera,maggio
2022-07-29,soleggiato,27,estate,luglio
2022-01-30,soleggiato,6,inverno,gennaio
2022-05-17,nuvoloso,22,primavera,maggio
2022-08-27,pioggia,30,estate,agosto
2022-11-03,pioggia,13,autunno,novembre
2022-09-26,pioggia,20,autunno,settembre
2022-06-07,soleggiato,27,estate,giugno
2022-04-21,pioggia,9,primavera,aprile
2022-01-09,pioggia,-1,inverno,gennaio
2022-01-09,pioggia,6,inverno,gennaio
2022-07-24,soleggiato,32,estate,luglio
2022-10-29,soleggiato,17,autunno,ottobre
2022-09-24,pioggia,7,autunno,settembre
2022-12-03,pioggia,11,inverno,dicembre
2022-01-01,soleggiato,8,inverno,gennaio
2022-07-20,soleggiato,31,estate,luglio
2022-03-28,soleggiato,2,primavera,marzo
2022-03-25,soleggiato,10,primavera,marzo
2022-07-15,soleggiato,31,estate,luglio
2022-06-05,pioggia,27,estate,giugno
2022-09-15,nuvoloso,25,autunno,settembre
2022-04-23,soleggiato,17,primavera,aprile
2022-04-15,soleggiato,13,primavera,aprile
2022-09-24,soleggiato,20,autunno,settembre
2022-11-06,soleggiato,6,autunno,novembre
2022-09-28,pioggia,17,autunno,settembre
2022-10-15,nuvoloso,12,autunno,ottobre
2022-05-29,pioggia,23,primavera,maggio
2022-05-11,pioggia,18,primavera,maggio
2022-04-20,pioggia,13,primavera,aprile
2022-01-10,pioggia,6,inverno,gennaio
2022-09-04,pioggia,15,autunno,settembre
2022-07-24,soleggiato,31,estate,luglio
2022-12-17,pioggia,10,inverno,dicembre
2022-10-10,pioggia,20,autunno,ottobre
2022-04-09,pioggia,3,primavera,aprile
2022-06-23,soleggiato,32,estate,giugno
2022-06-14,pioggia,26,estate,giugno
2022-07-20,pioggia,28,estate,luglio
2022-12-25,pioggia,8,inverno,dicembre
2022-08-01,pioggia,18,estate,agosto
2022-09-17,soleggiato,29,autunno,settembre
2022-07-18,soleggiato,33,estate,luglio
2022-04-29,soleggiato,15,primavera,aprile
2022-07-08,soleggiato,24,estate,luglio
2022-03-16,pioggia,8,primavera,marzo
2022-06-30,soleggiato,30,estate,giugno
2022-02-22,soleggiato,7,inverno,febbraio
2022-04-01,pioggia,5,primavera,aprile
2022-12-15,pioggia,2,inverno,dicembre
2022-05-07,pioggia,15,primavera,maggio
2022-01-09,pioggia,5,inverno,gennaio
2022-11-11,soleggiato,14,autunno,novembre
2022-10-29,soleggiato,18,autunno,ottobre
2022-02-15,pioggia,3,inverno,febbraio
2022-01-02,nuvoloso,3,inverno,gennaio
2022-06-30,pioggia,30,estate,giugno
2022-02-24,soleggiato,11,inverno,febbraio
2022-07-23,pioggia,28,estate,luglio
2022-03-31,pioggia,7,primavera,marzo
2022-02-20,pioggia,11,inverno,febbraio
2022-03-10,soleggiato,6,primavera,marzo
2022-04-29,soleggiato,13,primavera,aprile
2022-11-23,soleggiato,4,autunno,novembre
2022-01-29,soleggiato,0,inverno,gennaio
2022-01-19,nuvoloso,1,inverno,gennaio
2022-08-04,soleggiato,26,estate,agosto
2022-04-23,neve,8,primavera,aprile
2022-03-20,neve,3,primavera,marzo
2022-11-06,soleggiato,9,autunno,novembre
2022-03-08,soleggiato,0,primavera,marzo
2022-08-31,pioggia,30,estate,agosto
2022-10-26,nuvoloso,20,autunno,ottobre
2022-08-09,pioggia,23,estate,agosto
2022-09-29,pioggia,16,autunno,settembre
2022-06-06,soleggiato,29,estate,giugno
2022-08-23,soleggiato,22,estate,agosto
2022-05-17,nuvoloso,19,primavera,maggio
2022-10-05,pioggia,18,autunno,ottobre
2022-10-24,soleggiato,15,autunno,ottobre
2022-04-12,soleggiato,11,primavera,aprile
2022-01-23,soleggiato,0,inverno,gennaio
2022-06-28,soleggiato,32,estate,giugno
2022-08-29,pioggia,20,estate,agosto
2022-04-16,pioggia,14,primavera,aprile
2022-09-02,pioggia,21,autunno,settembre
2022-09-04,pioggia,23,autunno,settembre
2022-10-28,soleggiato,18,autunno,ottobre
2022-01-07,soleggiato,7,inverno,gennaio
2022-11-16,pioggia,4,autunno,novembre
2022-02-05,pioggia,10,inverno,febbraio
2022-01-18,soleggiato,3,inverno,gennaio
2022-04-03,pioggia,10,primavera,aprile
2022-12-22,nuvoloso,5,inverno,dicembre
2022-11-16,pioggia,17,autunno,novembre
2022-07-18,soleggiato,31,estate,luglio
2022-03-31,pioggia,8,primavera,marzo
2022-07-03,soleggiato,32,estate,luglio
2022-01-19,nuvoloso,10,inverno,gennaio
2022-02-04,soleggiato,5,inverno,febbraio
2022-10-10,pioggia,18,autunno,ottobre
2022-10-06,soleggiato,18,autunno,ottobre
2022-04-01,pioggia,9,primavera,aprile
2022-02-07,pioggia,7,inverno,febbraio
2022-05-27,pioggia,27,primavera,maggio
2022-06-21,pioggia,19,estate,giugno
2022-10-06,soleggiato,12,autunno,ottobre
2022-05-06,pioggia,15,primavera,maggio
2022-04-19,soleggiato,13,primavera,aprile
2022-12-17,soleggiato,16,inverno,dicembre
2022-04-22,pioggia,10,primavera,aprile
2022-02-26,neve,1,inverno,febbraio
2022-01-11,soleggiato,-1,inverno,gennaio
2022-07-27,pioggia,26,estate,luglio
2022-04-27,pioggia,13,primavera,aprile
2022-01-15,soleggiato,8,inverno,gennaio
2022-10-31,soleggiato,17,autunno,ottobre
2022-10-23,pioggia,19,autunno,ottobre
2022-02-02,soleggiato,3,inverno,febbraio
2022-11-05,pioggia,12,autunno,novembre
2022-05-30,pioggia,14,primavera,maggio
2022-01-09,neve,-1,inverno,gennaio
2022-06-30,soleggiato,30,estate,giugno
2022-09-25,pioggia,12,autunno,settembre
2022-03-24,soleggiato,10,primavera,marzo
2022-09-29,pioggia,13,autunno,settembre
2022-07-10,soleggiato,23,estate,luglio
2022-12-06,soleggiato,1,inverno,dicembre
2022-04-23,pioggia,15,primavera,aprile
2022-11-28,nuvoloso,3,autunno,novembre
2022-05-14,soleggiato,21,primavera,maggio
2022-02-20,pioggia,0,inverno,febbraio
2022-11-17,nuvoloso,12,autunno,novembre
2022-03-30,pioggia,10,primavera,marzo
2022-05-12,soleggiato,23,primavera,maggio
2022-05-13,soleggiato,24,primavera,maggio
2022-01-07,pioggia,7,inverno,gennaio
2022-08-14,soleggiato,24,estate,agosto
2022-11-10,pioggia,5,autunno,novembre
2022-06-14,pioggia,22,estate,giugno
2022-03-27,soleggiato,11,primavera,marzo
2022-10-21,pioggia,17,autunno,ottobre
2022-07-30,soleggiato,24,estate,luglio
2022-01-01,soleggiato,5,inverno,gennaio
2022-08-23,soleggiato,28,estate,agosto
2022-01-21,pioggia,6,inverno,gennaio
2022-07-06,pioggia,30,estate,luglio
2022-10-08,pioggia,18,autunno,ottobre
2022-11-11,soleggiato,9,autunno,novembre
2022-09-21,pioggia,12,autunno,settembre
2022-07-22,soleggiato,34,estate,luglio
2022-02-07,neve,2,inverno,febbraio
2022-12-02,pioggia,4,inverno,dicembre
2022-11-14,pioggia,15,autunno,novembre
2022-02-26,nuvoloso,4,inverno,febbraio
2022-09-21,soleggiato,14,autunno,settembre
2022-06-01,pioggia,24,estate,giugno
2022-02-01,neve,-5,inverno,febbraio
2022-10-22,nuvoloso,15,autunno,ottobre
2022-09-23,soleggiato,15,autunno,settembre
2022-12-14,nuvoloso,2,inverno,dicembre
2022-08-16,soleggiato,28,estate,agosto
2022-08-23,pioggia,15,estate,agosto
2022-06-25,pioggia,15,estate,giugno
2022-04-09,nuvoloso,7,primavera,aprile
2022-12-24,neve,10,inverno,dicembre
2022-10-01,pioggia,20,autunno,ottobre
2022-07-07,pioggia,25,estate,luglio
2022-01-26,nuvoloso,1,inverno,gennaio
2022-12-03,pioggia,6,inverno,dicembre
2022-04-08,pioggia,2,primavera,aprile
2022-09-21,soleggiato,17,autunno,settembre
2022-11-26,soleggiato,7,autunno,novembre
2022-07-01,pioggia,28,estate,luglio
2022-11-19,pioggia,10,autunno,novembre
2022-06-10,soleggiato,21,estate,giugno
2022-08-12,pioggia,29,estate,agosto
2022-03-24,soleggiato,8,primavera,marzo
2022-11-23,pioggia,4,autunno,novembre
2022-10-07,soleggiato,18,autunno,ottobre
2022-05-08,pioggia,18,primavera,maggio
2022-09-03,soleggiato,25,autunno,settembre
2022-05-26,nuvoloso,26,primavera,maggio
2022-09-16,pioggia,26,autunno,settembre
2022-11-22,pioggia,9,autunno,novembre
2022-03-17,nuvoloso,9,primavera,marzo
2022-07-02,soleggiato,29,estate,luglio
2022-09-16,nuvoloso,34,autunno,settembre
2022-08-27,pioggia,29,estate,agosto
2022-10-05,pioggia,17,autunno,ottobre
2022-03-26,soleggiato,10,primavera,marzo
2022-05-12,soleggiato,22,primavera,maggio
2022-03-07,soleggiato,-3,primavera,marzo
2022-11-05,soleggiato,11,autunno,novembre
2022-05-05,pioggia,13,primavera,maggio
2022-01-03,nuvoloso,3,inverno,gennaio
2022-09-23,soleggiato,15,autunno,settembre
2022-08-30,pioggia,18,estate,agosto
2022-03-20,soleggiato,3,primavera,marzo
2022-12-20,nuvoloso,12,inverno,dicembre
2022-11-20,pioggia,7,autunno,novembre
2022-11-19,pioggia,14,autunno,novembre
2022-10-27,soleggiato,16,autunno,ottobre
2022-06-28,soleggiato,31,estate,giugno
2022-05-08,pioggia,18,primavera,maggio
2022-06-14,pioggia,25,estate,giugno
2022-04-19,soleggiato,11,primavera,aprile
2022-04-01,pioggia,7,primavera,aprile
2022-08-04,soleggiato,32,estate,agosto
2022-08-02,pioggia,28,estate,agosto
2022-09-28,pioggia,15,autunno,settembre
2022-01-16,soleggiato,9,inverno,gennaio
2022-07-01,soleggiato,38,estate,luglio
2022-08-01,pioggia,25,estate,agosto
2022-05-25,pioggia,25,primavera,maggio
2022-03-06,nuvoloso,1,primavera,marzo
2022-07-05,soleggiato,32,estate,luglio
2022-11-15,pioggia,10,autunno,novembre
2022-10-31,soleggiato,19,autunno,ottobre
2022-07-25,soleggiato,27,estate,luglio
2022-12-14,neve,-1,inverno,dicembre
2022-08-30,soleggiato,27,estate,agosto
2022-08-28,pioggia,27,estate,agosto
2022-11-30,pioggia,8,autunno,novembre
2022-08-11,soleggiato,28,estate,agosto
2022-06-30,soleggiato,29,estate,giugno
2022-12-17,neve,-3,inverno,dicembre
2022-11-22,pioggia,14,autunno,novembre
2022-08-08,pioggia,28,estate,agosto
2022-04-28,soleggiato,15,primavera,aprile
2022-08-18,pioggia,22,estate,agosto
2022-09-17,pioggia,19,autunno,settembre
2022-04-01,neve,2,primavera,aprile
2022-11-13,pioggia,12,autunno,novembre
2022-02-23,soleggiato,7,inverno,febbraio
2022-01-03,nuvoloso,2,inverno,gennaio
2022-05-13,nuvoloso,18,primavera,maggio
2022-12-18,nuvoloso,14,inverno,dicembre
2022-02-02,pioggia,4,inverno,febbraio
2022-02-11,soleggiato,8,inverno,febbraio
2022-09-25,pioggia,15,autunno,settembre
2022-02-03,soleggiato,5,inverno,febbraio
2022-05-05,pioggia,15,primavera,maggio
2022-04-12,soleggiato,10,primavera,aprile
2022-06-03,pioggia,26,estate,giugno
2022-03-09,soleggiato,3,primavera,marzo
2022-08-03,soleggiato,27,estate,agosto
2022-07-10,soleggiato,24,estate,luglio
2022-01-10,pioggia,4,inverno,gennaio
2022-09-17,pioggia,19,autunno,settembre
2022-09-03,soleggiato,26,autunno,settembre
2022-09-19,soleggiato,18,autunno,settembre
2022-03-22,soleggiato,6,primavera,marzo
2022-06-02,pioggia,21,estate,giugno
2022-12-08,neve,-4,inverno,dicembre
2022-03-02,nuvoloso,0,primavera,marzo
2022-04-10,pioggia,3,primavera,aprile
2022-01-17,soleggiato,1,inverno,gennaio
2022-08-20,pioggia,26,estate,agosto
2022-04-14,soleggiato,13,primavera,aprile
2022-11-12,nuvoloso,11,autunno,novembre
2022-08-16,pioggia,28,estate,agosto
2022-04-29,soleggiato,15,primavera,aprile
2022-07-30,soleggiato,24,estate,luglio
2022-07-19,soleggiato,30,estate,luglio
2022-12-22,nuvoloso,12,inverno,dicembre
2022-07-02,soleggiato,28,estate,luglio
2022-06-20,soleggiato,26,estate,giugno
2022-07-04,soleggiato,28,estate,luglio
2022-06-21,soleggiato,26,estate,giugno
2022-04-21,pioggia,13,primavera,aprile
2022-02-14,neve,0,inverno,febbraio
2022-05-18,nuvoloso,21,primavera,maggio
2022-01-01,soleggiato,3,inverno,gennaio
2022-11-25,pioggia,11,autunno,novembre
2022-09-06,soleggiato,27,autunno,settembre
2022-02-20,nuvoloso,15,inverno,febbraio
2022-06-22,pioggia,28,estate,giugno
2022-10-22,pioggia,20,autunno,ottobre
2022-01-02,nuvoloso,3,inverno,gennaio
2022-01-06,pioggia,5,inverno,gennaio
2022-12-14,pioggia,14,inverno,dicembre
2022-10-13,soleggiato,16,autunno,ottobre
2022-02-08,soleggiato,4,inverno,febbraio
2022-06-06,pioggia,14,estate,giugno
2022-06-03,pioggia,25,estate,giugno
2022-04-25,pioggia,12,primavera,aprile
2022-08-11,pioggia,32,estate,agosto
2022-11-24,soleggiato,7,autunno,novembre
2022-04-29,soleggiato,12,primavera,aprile
2022-04-20,nuvoloso,11,primavera,aprile
2022-10-05,nuvoloso,24,autunno,ottobre
2022-11-26,pioggia,8,autunno,novembre
2022-02-13,soleggiato,-1,inverno,febbraio
2022-08-30,soleggiato,25,estate,agosto
2022-08-15,pioggia,27,estate,agosto
2022-03-12,nuvoloso,1,primavera,marzo
2022-11-08,soleggiato,16,autunno,novembre
2022-02-08,soleggiato,-4,inverno,febbraio
2022-09-30,pioggia,17,autunno,settembre
2022-09-11,pioggia,24,autunno,settembre
2022-02-07,pioggia,9,inverno,febbraio
2022-01-03,pioggia,11,inverno,gennaio
2022-08-28,pioggia,21,estate,agosto
2022-01-10,neve,3,inverno,gennaio
2022-12-02,pioggia,10,inverno,dicembre
2022-07-05,soleggiato,29,estate,luglio
2022-08-02,pioggia,25,estate,agosto
2022-10-09,pioggia,26,autunno,ottobre
2022-09-05,nuvoloso,21,autunno,settembre
2022-08-17,nuvoloso,26,estate,agosto
2022-11-04,pioggia,11,autunno,novembre
2022-05-03,pioggia,14,primavera,maggio
2022-02-22,soleggiato,5,inverno,febbraio
2022-07-03,soleggiato,28,estate,luglio
2022-08-19,pioggia,24,estate,agosto
2022-06-21,soleggiato,27,estate,giugno
2022-06-13,soleggiato,27,estate,giugno
2022-04-08,nuvoloso,14,primavera,aprile
2022-02-12,neve,-1,inverno,febbraio
2022-11-07,soleggiato,8,autunno,novembre
2022-06-18,soleggiato,24,estate,giugno
2022-09-11,pioggia,19,autunno,settembre
2022-07-31,soleggiato,29,estate,luglio
2022-07-31,soleggiato,29,estate,luglio
2022-10-12,pioggia,18,autunno,ottobre
2022-06-25,soleggiato,34,estate,giugno
2022-10-23,nuvoloso,20,autunno,ottobre
2022-01-11,soleggiato,-6,inverno,gennaio
2022-07-30,pioggia,31,estate,luglio
2022-01-17,pioggia,8,inverno,gennaio
2022-05-16,soleggiato,22,primavera,maggio
2022-09-14,soleggiato,26,autunno,settembre
2022-09-12,soleggiato,25,autunno,settembre
2022-10-23,nuvoloso,21,autunno,ottobre
2022-08-02,soleggiato,29,estate,agosto
2022-07-26,pioggia,32,estate,luglio
2022-05-06,pioggia,15,primavera,maggio
2022-08-23,pioggia,27,estate,agosto
2022-07-19,soleggiato,23,estate,luglio
2022-01-21,soleggiato,-11,inverno,gennaio
2022-10-24,pioggia,20,autunno,ottobre
2022-06-05,pioggia,17,estate,giugno
2022-12-12,nuvoloso,-14,inverno,dicembre
2022-12-12,nuvoloso,-1,inverno,dicembre
2022-06-08,pioggia,24,estate,giugno
2022-06-21,soleggiato,31,estate,giugno
2022-08-28,pioggia,23,estate,agosto
2022-08-25,pioggia,26,estate,agosto
2022-11-23,pioggia,10,autunno,novembre
2022-08-14,soleggiato,26,estate,agosto
2022-10-25,soleggiato,19,autunno,ottobre
2022-03-17,pioggia,13,primavera,marzo
2022-09-04,pioggia,28,autunno,settembre
2022-09-30,pioggia,27,autunno,settembre
2022-10-18,soleggiato,11,autunno,ottobre
2022-05-12,pioggia,21,primavera,maggio
2022-03-09,pioggia,2,primavera,marzo
2022-09-10,pioggia,21,autunno,settembre
2022-03-10,soleggiato,-2,primavera,marzo
2022-09-29,pioggia,18,autunno,settembre
2022-04-08,neve,12,primavera,aprile
2022-01-09,nuvoloso,-3,inverno,gennaio
2022-01-18,soleggiato,2,inverno,gennaio
2022-01-24,nuvoloso,0,inverno,gennaio
2022-10-22,nuvoloso,19,autunno,ottobre
2022-08-08,pioggia,36,estate,agosto
2022-05-20,nuvoloso,26,primavera,maggio
2022-12-24,nuvoloso,17,inverno,dicembre
2022-02-23,soleggiato,10,inverno,febbraio
2022-08-23,soleggiato,30,estate,agosto
2022-04-30,soleggiato,13,primavera,aprile
2022-11-25,nuvoloso,7,autunno,novembre
2022-02-14,soleggiato,10,inverno,febbraio
2022-04-18,neve,0,primavera,aprile
2022-05-11,soleggiato,21,primavera,maggio
2022-12-21,nuvoloso,10,inverno,dicembre
2022-04-05,soleggiato,8,primavera,aprile
2022-03-25,soleggiato,9,primavera,marzo
2022-12-15,pioggia,15,inverno,dicembre
2022-06-21,nuvoloso,29,estate,giugno
2022-11-06,soleggiato,8,autunno,novembre
2022-11-25,pioggia,10,autunno,novembre
2022-07-31,pioggia,22,estate,luglio
2022-11-28,nuvoloso,4,autunno,novembre
2022-04-06,pioggia,8,primavera,aprile
2022-11-19,soleggiato,7,autunno,novembre
2022-01-02,pioggia,9,inverno,gennaio
2022-04-24,neve,2,primavera,aprile
2022-05-19,soleggiato,22,primavera,maggio
2022-04-09,nuvoloso,12,primavera,aprile
2022-05-30,soleggiato,22,primavera,maggio
2022-05-25,pioggia,23,primavera,maggio
2022-08-05,pioggia,22,estate,agosto
2022-06-25,pioggia,24,estate,giugno
2022-08-01,soleggiato,28,estate,agosto
2022-01-04,nuvoloso,12,inverno,gennaio
2022-11-02,soleggiato,17,autunno,novembre
2022-06-22,pioggia,16,estate,giugno
2022-03-24,soleggiato,5,primavera,marzo
2022-05-09,pioggia,19,primavera,maggio
2022-04-10,soleggiato,8,primavera,aprile
2022-07-27,pioggia,18,estate,luglio
2022-05-20,soleggiato,18,primavera,maggio
2022-03-18,nuvoloso,12,primavera,marzo
2022-11-24,soleggiato,12,autunno,novembre
2022-02-12,soleggiato,8,inverno,febbraio
2022-09-18,soleggiato,17,autunno,settembre
2022-10-07,soleggiato,19,autunno,ottobre
2022-03-27,pioggia,11,primavera,marzo
2022-12-02,pioggia,10,inverno,dicembre
2022-11-12,soleggiato,11,autunno,novembre
2022-03-30,neve,0,primavera,marzo
2022-03-07,pioggia,4,primavera,marzo
2022-04-03,pioggia,2,primavera,aprile
2022-07-31,pioggia,16,estate,luglio
2022-01-06,pioggia,9,inverno,gennaio
2022-08-11,nuvoloso,27,estate,agosto
